PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Tristan Thompson,CLE,21,6-9,227,Texas-Austin,Canada,2011,1,4,60,8.2,6.5,0.5,-11.2,12.40%,14.60%,18.90%,46.90%,3.50%
Trey Thompkins,LAC,22,6-10,245,Georgia,USA,2011,2,37,24,2.4,1,0.1,-24.9,3.20%,19.20%,25.00%,44.50%,5.00%
Trey Johnson,NOH,27,6-5,215,Jackson State,USA,Undrafted,Undrafted,Undrafted,11,1.9,1.1,0.4,-5.6,4.80%,15.00%,14.60%,64.80%,12.10%
Trevor Booker,WAS,24,6-8,240,Clemson,USA,2010,1,23,50,8.4,6.5,0.8,-4.7,9.40%,16.20%,15.50%,54.90%,5.10%
Trevor Ariza,NOH,27,6-8,210,UCLA,USA,2004,2,43,41,10.8,5.2,3.3,-7.1,3.20%,13.70%,18.10%,49.60%,16.40%
Travis Outlaw,SAC,27,6-9,207,None,USA,2003,1,23,39,4.3,1.6,0.4,-4.8,3.50%,8.50%,18.40%,42.80%,4.70%
Travis Leslie,LAC,22,6-4,205,Georgia,USA,2011,2,47,10,1.4,0.9,0.5,-25.6,11.50%,7.10%,18.30%,39.00%,22.70%
Tracy McGrady,ATL,33,6-8,225,None,USA,1997,1,9,52,5.3,3,2.1,5.4,2.90%,15.40%,17.90%,51.00%,22.10%
Tony Parker,SAS,30,6-2,185,None,France,2001,1,28,60,18.3,2.9,7.7,10.7,1.20%,7.60%,27.50%,53.90%,40.40%
Tony Battie,PHI,36,6-11,240,Texas Tech,USA,1997,1,5,27,1.6,2.5,0.6,7.4,2.70%,20.20%,9.00%,39.80%,8.00%
Tony Allen,MEM,30,6-4,213,Oklahoma State,USA,2004,1,25,58,9.8,4,1.4,5.9,6.70%,9.30%,18.10%,54.10%,8.30%
Toney Douglas,NYK,26,6-2,185,Florida State,USA,2009,1,29,38,6.2,1.9,2,-0.8,2.30%,8.80%,23.90%,39.30%,20.50%
Tobias Harris,MIL,19,6-8,226,Tennessee,USA,2011,1,19,42,5,2.4,0.5,0.7,6.00%,14.70%,20.00%,54.00%,7.50%
Timofey Mozgov,DEN,25,7-1,250,None,Russia,Undrafted,Undrafted,Undrafted,44,5.4,4.1,0.5,-4.4,8.20%,18.60%,17.00%,55.60%,4.90%
Tim Duncan,SAS,36,6-11,255,Wake Forest,US Virgin Isl...,1997,1,1,58,15.4,9,2.3,9.2,6.90%,24.70%,26.00%,53.10%,13.70%
Tiago Splitter,SAS,27,6-11,240,None,Brazil,2007,1,28,59,9.3,5.2,1.1,10.4,9.20%,19.00%,20.70%,64.90%,9.40%
Thaddeus Young,PHI,24,6-8,220,Georgia Tech,USA,2007,1,12,63,12.8,5.2,1.2,8.2,8.00%,10.70%,21.20%,53.80%,7.00%
Thabo Sefolosha,OKC,28,6-7,215,None,Switzerland,2006,1,13,42,4.8,3,1.1,7.3,2.50%,10.60%,10.30%,58.40%,7.30%
Terrence Williams,SAC,25,6-6,220,Louisville,USA,2009,1,11,30,7.1,3.4,2.2,-11.2,2.30%,15.70%,21.10%,48.80%,20.60%
Terrel Harris,MIA,24,6-4,190,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,22,3.6,2.3,1.2,-8.3,5.90%,11.40%,16.80%,43.40%,13.80%
Tayshaun Prince,DET,32,6-9,215,Kentucky,USA,2002,1,23,63,12.7,4.5,2.4,-6.2,3.50%,10.90%,20.20%,47.00%,12.70%
Taj Gibson,CHI,27,6-9,225,Southern California,USA,2009,1,26,63,7.7,5.3,0.7,13.5,10.10%,14.10%,18.20%,52.20%,6.50%
T.J. Ford,SAS,29,6-0,165,Texas-Austin,USA,2003,1,8,14,3.6,1.3,3.2,7.3,1.70%,7.90%,16.60%,51.90%,34.90%
Sundiata Gaines,NJN,26,6-1,200,Georgia,USA,Undrafted,Undrafted,Undrafted,57,5.1,1.9,2.2,-6.9,3.30%,10.80%,20.40%,46.50%,27.80%
Steve Novak,NYK,29,6-10,240,Marquette,USA,2006,2,32,54,8.8,1.9,0.2,7.6,0.90%,9.70%,15.90%,68.40%,2.00%
Steve Nash,PHX,38,6-3,178,Santa Clara,Canada,1996,1,15,62,12.5,3,10.7,4.3,1.40%,7.80%,19.00%,62.50%,49.10%
Steve Blake,LAL,32,6-3,172,Maryland,USA,2003,2,38,53,5.2,1.6,3.3,-0.5,0.80%,6.00%,12.80%,49.30%,21.60%
Stephen Jackson,SAS,34,6-8,220,Butler C.C. (KS),USA,1997,2,42,47,9.8,3.5,2.5,1.7,1.80%,11.80%,21.30%,48.50%,15.10%
Stephen Curry,GSW,24,6-3,185,Davidson,USA,2009,1,7,26,14.7,3.4,5.3,5.4,2.10%,9.90%,23.00%,60.50%,29.50%
Spencer Hawes,PHI,24,7-1,245,Washington,USA,2007,1,10,37,9.6,7.3,2.6,3.9,8.50%,21.00%,19.60%,51.70%,16.90%
Solomon Jones,NOH,27,6-10,245,South Florida,USA,2006,2,33,21,3.2,2.8,0.4,-18.6,10.10%,9.80%,13.70%,47.10%,5.60%
Solomon Alabi,TOR,24,7-1,252,Florida State,Nigeria,2010,2,50,14,2.4,3.4,0.2,2.9,12.80%,22.20%,16.80%,41.80%,4.10%
Shelvin Mack,WAS,22,6-3,207,Butler,USA,2011,2,34,64,3.6,1.4,2,-0.8,1.50%,10.40%,17.10%,46.80%,27.10%
Shelden Williams,NJN,28,6-9,250,Duke,USA,2006,1,5,58,4.6,6,0.6,-9.2,11.10%,17.40%,11.20%,54.30%,4.40%
Shawne Williams,NJN,26,6-9,230,Memphis,USA,2006,1,17,25,4.5,2.7,0.6,-7.4,3.60%,10.60%,14.00%,37.20%,5.30%
Shawn Marion,DAL,34,6-7,228,UNLV,USA,1999,1,9,63,10.6,7.4,2.1,-1.6,7.50%,16.90%,18.50%,48.80%,11.50%
Shaun Livingston,MIL,26,6-7,175,None,USA,2004,1,4,58,5.5,2.1,2.1,-4.2,3.40%,7.70%,14.90%,52.00%,17.40%
Shannon Brown,PHX,26,6-4,210,Michigan State,USA,2006,1,25,59,11,2.7,1.2,-2.8,2.60%,8.30%,22.10%,50.70%,8.30%
Shane Battier,MIA,33,6-8,225,Duke,USA,2001,1,6,65,4.8,2.4,1.3,4.1,3.90%,6.90%,10.50%,50.40%,8.30%
Serge Ibaka,OKC,22,6-10,235,None,Republic of t...,2008,1,24,66,9.1,7.5,0.4,5.8,11.70%,15.60%,15.30%,55.60%,2.40%
Semih Erden,CLE,25,7-0,240,None,Turkey,2008,2,60,28,3.5,2.6,0.3,-13.2,5.90%,16.80%,14.50%,53.80%,4.90%
Sebastian Telfair,PHX,27,6-0,170,None,USA,2004,1,13,60,6.1,1.5,2.3,-7,2.10%,8.40%,21.80%,49.50%,28.50%
Sean Williams,BOS,25,6-10,235,Boston College,USA,2007,1,17,11,3.6,2.3,0.5,9.4,12.30%,11.30%,15.50%,72.20%,7.40%
Sasha Pavlovic,BOS,28,6-7,235,None,Montenegro,2003,1,19,45,2.7,1.6,0.4,-0.8,0.80%,12.90%,13.70%,45.60%,5.80%
Samuel Dalembert,HOU,32,6-11,250,Seton Hall,Haiti,2001,1,26,65,7.5,7,0.5,1.7,11.40%,21.40%,16.40%,55.10%,3.60%
Samardo Samuels,CLE,23,6-9,260,Louisville,Jamaica,Undrafted,Undrafted,Undrafted,54,5.4,3.3,0.4,-6.3,7.50%,14.00%,18.40%,51.70%,4.60%
Sam Young,PHI,27,6-6,220,Pittsburgh,USA,2009,2,36,35,3.3,1.8,0.4,-9,4.80%,11.40%,18.00%,41.20%,6.60%
Ryan Reid,OKC,25,6-8,235,Florida State,USA,2010,2,57,5,1.6,0.4,0,3.3,6.70%,7.70%,14.60%,80.00%,0.00%
Ryan Hollins,BOS,27,7-0,240,UCLA,USA,2006,2,50,39,3.4,2.1,0.2,-1.1,6.30%,9.00%,13.30%,56.00%,2.90%
Ryan Gomes,LAC,29,6-7,245,Providence,USA,2005,2,50,32,2.3,1.9,0.4,-6.7,3.10%,11.00%,11.80%,37.10%,4.50%
Ryan Anderson,ORL,24,6-10,240,California,USA,2008,1,21,61,16.1,7.7,0.9,6.4,11.40%,13.30%,20.30%,58.90%,4.70%
Russell Westbrook,OKC,23,6-3,187,UCLA,USA,2008,1,4,66,23.6,4.6,5.5,7.6,4.40%,8.20%,31.80%,53.80%,28.40%
Rudy Gay,MEM,25,6-8,230,Connecticut,USA,2006,1,8,65,19,6.4,2.3,2.3,5.40%,12.60%,24.80%,52.10%,10.80%
Rudy Fernandez,DEN,27,6-6,185,None,Spain,2007,1,24,31,8.6,2.1,2.4,4.2,1.40%,8.20%,17.70%,54.90%,16.30%
Royal Ivey,OKC,30,6-4,215,Texas-Austin,USA,2004,2,37,34,2.1,0.7,0.3,0.1,0.30%,6.60%,10.70%,46.40%,4.30%
Roy Hibbert,IND,25,7-2,260,Georgetown,USA,2008,1,17,65,12.8,8.8,1.7,5.3,11.40%,18.30%,20.90%,53.90%,9.30%
Ronny Turiaf,MIA,29,6-10,245,Gonzaga,France,2005,2,37,17,3,4.1,0.6,0,7.40%,19.70%,9.50%,59.70%,5.90%
Ronnie Price,PHX,29,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,36,3.6,1.6,1.9,-3.5,3.60%,7.40%,16.00%,46.50%,21.10%
Ronnie Brewer,CHI,27,6-7,227,Arkansas,USA,2006,1,14,66,6.9,3.5,2.1,7.1,4.50%,9.20%,15.10%,46.50%,12.80%
Roger Mason Jr.,WAS,31,6-5,205,Virginia,USA,2002,2,30,52,5.5,1.3,0.9,-0.4,1.00%,9.10%,19.20%,53.00%,11.40%
Rodrigue Beaubois,DAL,24,6-2,185,None,France,2009,1,25,53,8.9,2.8,2.9,1.7,1.70%,11.20%,21.40%,49.60%,21.70%
Rodney Stuckey,DET,26,6-5,205,Eastern Washington,USA,2007,1,15,55,14.8,2.6,3.8,-1,2.40%,6.80%,23.30%,55.00%,21.90%
Robin Lopez,PHX,24,7-0,255,Stanford,USA,2008,1,15,64,5.4,3.3,0.3,-2.9,9.70%,13.50%,18.70%,52.60%,3.90%
Ricky Rubio,MIN,21,6-4,180,None,Spain,2009,1,5,41,10.6,4.2,8.2,2.1,1.50%,10.50%,18.30%,47.60%,38.00%
Richard Jefferson,GSW,32,6-7,230,Arizona,USA,2001,1,13,63,9.2,3.5,1.4,-0.1,1.50%,11.30%,15.20%,55.00%,7.70%
Richard Hamilton,CHI,34,6-7,193,Connecticut,USA,1999,1,7,28,11.6,2.4,3,7.9,3.00%,6.50%,23.60%,50.00%,19.00%
Renaldo Balkman,NYK,27,6-8,225,South Carolina,USA,2006,1,20,14,3,1.9,0.4,-0.8,5.40%,17.90%,16.20%,57.00%,7.50%
Reggie Williams,CHA,25,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,33,8.3,2.8,1.8,-18.5,3.60%,9.60%,19.10%,50.30%,15.40%
Reggie Jackson,OKC,22,6-3,208,Boston College,USA,2011,1,24,45,3.1,1.2,1.6,0.7,3.20%,7.40%,19.00%,40.80%,24.30%
Reggie Evans,LAC,32,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,56,1.9,4.8,0.3,-9.3,13.00%,27.00%,8.70%,50.40%,3.50%
Raymond Felton,POR,28,6-1,205,North Carolina,USA,2005,1,5,60,11.4,2.5,6.5,3.4,1.50%,6.80%,20.60%,49.10%,32.00%
Ray Allen,BOS,36,6-5,205,Connecticut,USA,1996,1,5,46,14.2,3.1,2.4,2.7,1.00%,8.20%,17.80%,60.70%,11.60%
Rasual Butler,TOR,33,6-7,215,La Salle,USA,2002,2,52,34,3.2,1.9,0.6,-11.6,1.30%,13.30%,15.40%,39.80%,7.50%
Rashard Lewis,WAS,32,6-10,230,None,USA,1998,2,32,28,7.8,3.9,1,-11.1,4.40%,10.20%,16.10%,45.70%,5.90%
Randy Foye,LAC,28,6-4,213,Villanova,USA,2006,1,7,65,11,2.1,2.2,1.4,1.50%,7.00%,20.40%,52.20%,14.30%
Ramon Sessions,LAL,26,6-3,190,Nevada-Reno,USA,2007,2,56,64,11.3,3.3,5.5,-1.1,1.90%,10.40%,20.80%,53.50%,35.30%
Rajon Rondo,BOS,26,6-1,186,Kentucky,USA,2006,1,21,53,11.9,4.8,11.7,4.8,3.40%,9.80%,20.10%,48.30%,49.80%
Raja Bell,UTA,35,6-5,210,Florida International,U.S. Virgin I...,Undrafted,Undrafted,Undrafted,34,6.4,1.4,1.1,-0.6,0.80%,5.90%,11.80%,58.60%,6.90%
Quincy Pondexter,MEM,24,6-6,225,Washington,USA,2010,1,26,64,4.2,2,0.4,2.7,5.30%,7.40%,12.80%,51.70%,4.10%
Quentin Richardson,ORL,32,6-6,228,DePaul,USA,2000,1,18,48,4.5,2.6,0.8,-4.7,1.70%,13.40%,12.80%,51.10%,7.90%
Paul Pierce,BOS,34,6-7,235,Kansas,USA,1998,1,10,61,19.4,5.2,4.5,4.7,2.00%,13.40%,27.20%,56.70%,23.30%
Paul Millsap,UTA,27,6-8,253,Louisiana Tech,USA,2006,2,47,64,16.6,8.8,2.3,4.9,8.80%,19.00%,23.20%,54.50%,12.00%
Paul George,IND,22,6-8,215,Fresno State,USA,2010,1,10,66,12.1,5.6,2.4,6.4,2.90%,15.70%,19.10%,55.50%,13.30%
Pau Gasol,LAL,31,7-0,250,None,Spain,2001,1,3,65,17.4,10.4,3.6,3.1,7.80%,19.40%,21.70%,54.70%,17.00%
Patty Mills,SAS,23,6-0,185,St.Mary's College of California,Australia,2009,2,55,16,10.3,1.8,2.4,7.9,1.70%,9.10%,26.70%,60.40%,24.40%
Patrick Patterson,HOU,23,6-9,235,Kentucky,USA,2010,1,14,64,7.7,4.5,0.8,-1.6,7.30%,12.20%,17.50%,45.70%,5.90%
Omri Casspi,CLE,24,6-9,225,None,Israel,2009,1,23,65,7.1,3.5,1,-11.1,4.50%,12.90%,17.40%,49.90%,8.40%
Omer Asik,CHI,25,7-0,255,None,Turkey,2008,2,36,66,3.1,5.3,0.5,7.9,12.80%,21.50%,12.50%,50.90%,5.30%
O.J. Mayo,MEM,24,6-4,210,Southern California,USA,2008,1,3,66,12.6,3.2,2.6,0.8,1.70%,10.40%,23.30%,51.30%,16.40%
Norris Cole,MIA,23,6-2,175,Cleveland State,USA,2011,1,28,65,6.8,1.4,2,-1.5,1.80%,5.60%,21.20%,45.20%,18.30%
Nolan Smith,POR,23,6-2,185,Duke,USA,2011,1,21,44,3.8,1.3,1.4,-14.9,2.90%,7.70%,18.50%,43.40%,19.60%
Nikola Vucevic,PHI,21,7-0,240,Southern California,Montenegro,2011,1,16,51,5.5,4.8,0.6,1.4,10.40%,19.30%,18.80%,46.20%,6.30%
Nikola Pekovic,MIN,26,6-11,290,None,Montenegro,2008,2,31,47,13.9,7.4,0.7,-1.6,14.20%,12.90%,21.60%,60.70%,4.30%
Nicolas Batum,POR,23,6-8,200,None,France,2008,1,25,59,13.9,4.6,1.4,-1.5,4.60%,11.30%,20.20%,57.50%,7.90%
Nick Young,LAC,27,6-7,210,Southern California,USA,2007,1,16,62,14.2,2.1,0.9,-6.4,1.70%,6.00%,23.70%,51.20%,5.70%
Nick Collison,OKC,31,6-10,255,Kansas,USA,2003,1,12,63,4.5,4.3,1.3,11,10.20%,11.50%,10.10%,62.20%,9.30%
Nene,WAS,29,6-11,250,None,Brazil,2002,1,7,39,13.7,7.5,2.1,4.3,6.10%,21.40%,22.90%,57.30%,12.30%
Nazr Mohammed,OKC,34,6-10,250,Kentucky,USA,1998,1,29,63,2.7,2.7,0.2,6.4,9.80%,15.50%,13.60%,47.70%,3.20%
Nate Robinson,GSW,28,5-9,180,Washington,USA,2005,1,21,51,11.2,2,4.5,1.1,1.30%,7.40%,23.40%,53.40%,31.70%
Mychel Thompson,CLE,24,6-6,211,Pepperdine,USA,Undrafted,Undrafted,Undrafted,5,3.6,1,1.4,-1.1,0.00%,5.90%,13.60%,37.50%,11.90%
Morris Almond,WAS,27,6-6,225,Rice,USA,2007,1,25,4,3.5,2,0.5,26,1.50%,12.70%,12.20%,38.20%,3.90%
Monta Ellis,MIL,26,6-3,185,None,USA,2005,2,40,58,20.4,3.4,6,-0.7,0.90%,8.50%,27.80%,50.90%,27.70%
Mo Williams,LAC,29,6-1,195,Alabama,USA,2003,2,47,52,13.2,1.9,3.1,-1.2,1.60%,5.70%,22.20%,53.00%,19.60%
Mikki Moore,GSW,36,7-0,225,Nebraska,USA,Undrafted,Undrafted,Undrafted,7,3.4,3.1,0.7,-4.8,5.70%,11.50%,11.50%,52.00%,6.00%
Mike Miller,MIA,32,6-8,210,Florida,USA,2000,1,5,39,6.1,3.3,1.1,10.3,3.30%,14.10%,14.70%,56.10%,8.60%
Mike James,CHI,37,6-2,188,Duquesne,USA,Undrafted,Undrafted,Undrafted,11,4.8,0.9,2.6,29.2,1.70%,5.40%,24.10%,50.50%,36.30%
Mike Dunleavy,MIL,31,6-9,230,Duke,USA,2002,1,3,55,12.3,3.7,2.1,5.7,1.90%,11.60%,18.60%,59.70%,13.20%
Mike Conley,MEM,24,6-1,185,Ohio State,USA,2007,1,4,62,12.7,2.5,6.5,5.9,1.10%,6.60%,18.10%,52.30%,28.90%
Mike Bibby,NYK,34,6-2,195,Arizona,USA,1998,1,2,39,2.6,1.5,2.1,-3.6,0.90%,10.70%,12.10%,40.40%,22.70%
Mickell Gladness,GSW,25,6-11,220,Alabama A&M,USA,Undrafted,Undrafted,Undrafted,26,2.2,2.2,0.2,-14.6,5.30%,15.10%,12.20%,43.60%,3.00%
Mickael Pietrus,BOS,30,6-6,215,None,France,2003,1,11,42,6.9,3.1,0.6,2.2,2.10%,11.70%,15.90%,50.90%,4.50%
Michael Redd,PHX,32,6-6,215,Ohio State,USA,2000,2,43,51,8.2,1.5,0.6,-8,1.80%,8.70%,25.50%,51.10%,7.80%
Michael Beasley,MIN,23,6-10,235,Kansas State,USA,2008,1,2,47,11.5,4.4,1,-3.7,3.40%,14.80%,24.90%,50.20%,7.70%
Metta World Peace,LAL,32,6-7,260,St. John's,USA,1999,1,16,64,7.7,3.4,2.2,1.4,4.30%,8.00%,15.30%,47.80%,12.70%
Mehmet Okur,NJN,33,6-11,260,None,Turkey,2001,2,37,17,7.6,4.8,1.8,-15.5,4.80%,15.40%,16.90%,46.00%,11.90%
Maurice Evans,WAS,33,6-5,220,Texas,USA,Undrafted,Undrafted,Undrafted,24,4.9,1,0.4,3.2,2.30%,4.60%,16.00%,49.70%,4.00%
Matt Carroll,CHA,31,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,53,2.7,1.1,0.7,-12.3,1.30%,8.90%,14.80%,40.90%,10.80%
Matt Bonner,SAS,32,6-10,235,Florida,USA,2003,2,45,65,6.6,3.3,0.9,14.4,2.40%,13.80%,12.90%,59.70%,6.40%
Matt Barnes,LAL,32,6-7,226,UCLA,USA,2002,2,45,63,7.8,5.5,2,1.6,7.20%,16.30%,16.10%,55.40%,13.60%
Marvin Williams,ATL,26,6-9,245,North Carolina,USA,2005,1,2,57,10.2,5.2,1.2,2.6,5.20%,14.60%,17.50%,54.20%,7.80%
Martell Webster,MIN,25,6-7,230,None,USA,2005,1,6,47,6.9,3.6,0.9,-3.2,3.60%,10.60%,13.50%,53.30%,5.20%
Marreese Speights,MEM,24,6-10,255,Florida,USA,2008,1,16,60,8.8,6.2,0.8,-2.2,10.00%,19.50%,20.40%,49.10%,5.90%
Marquis Daniels,BOS,31,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,38,3.2,1.7,1.2,-1.6,3.60%,10.70%,17.40%,39.50%,16.50%
Markieff Morris,PHX,22,6-10,245,Kansas,USA,2011,1,13,63,7.4,4.4,1,-2.1,5.50%,17.70%,19.90%,48.40%,8.70%
Mario Chalmers,MIA,26,6-2,190,Kansas,USA,2008,2,34,64,9.8,2.7,3.5,10.6,1.00%,8.60%,16.90%,57.80%,18.30%
Marcus Thornton,SAC,25,6-4,205,Louisiana State,USA,2009,2,43,51,18.7,3.7,1.9,-4.9,4.30%,6.10%,22.40%,54.40%,9.10%
Marcus Morris Sr.,HOU,22,6-9,235,Kansas,USA,2011,1,14,17,2.4,0.9,0.2,-11.3,3.70%,8.20%,21.70%,34.80%,4.20%
Marcus Camby,HOU,38,6-11,235,Massachusetts,USA,1996,1,2,59,4.9,9,1.8,1.3,11.70%,29.00%,12.40%,45.50%,11.30%
Marco Belinelli,NOH,26,6-5,195,None,Italy,2007,1,18,66,11.8,2.6,1.5,-6.6,1.00%,8.10%,19.20%,52.50%,8.80%
Marcin Gortat,PHX,28,6-11,240,None,Poland,2005,2,57,66,15.4,10,0.9,2.1,9.10%,21.90%,20.50%,57.80%,4.50%
Marc Gasol,MEM,27,7-1,265,None,Spain,2007,2,48,65,14.6,8.9,3.1,5.9,5.20%,20.40%,19.10%,54.10%,13.80%
MarShon Brooks,NJN,23,6-5,200,Providence,USA,2011,1,25,56,12.6,3.6,2.3,-10.3,4.20%,8.50%,22.40%,50.20%,14.70%
Manu Ginobili,SAS,34,6-6,205,None,Argentina,1999,2,57,34,12.9,3.4,4.4,14.8,2.60%,11.90%,21.70%,66.80%,27.00%
Manny Harris,CLE,22,6-5,185,Michigan,USA,Undrafted,Undrafted,Undrafted,26,6.7,2.7,1.2,-5.8,2.30%,13.10%,20.20%,49.20%,13.00%
Malcolm Thomas,SAS,23,6-9,225,San Diego State,USA,Undrafted,Undrafted,Undrafted,3,0.3,1,0.3,-12.9,8.30%,14.30%,11.40%,12.90%,8.30%
Malcolm Lee,MIN,22,6-5,200,UCLA,USA,2011,2,43,19,3.3,1.4,1.6,-5.2,3.60%,7.40%,15.30%,46.60%,22.10%
Luol Deng,CHI,27,6-9,220,Duke,United Kingdo...,2004,1,7,54,15.3,6.5,2.9,9.1,3.70%,12.50%,19.50%,50.00%,11.70%
Luke Walton,CLE,32,6-8,235,Arizona,USA,2003,2,32,30,1.8,1.6,1.2,-7.6,3.80%,10.10%,11.50%,42.30%,16.10%
Luke Ridnour,MIN,31,6-2,175,Oregon,USA,2003,1,14,53,12.1,2.7,4.8,-2.3,1.00%,7.10%,17.20%,53.00%,23.70%
Luke Harangody,CLE,24,6-7,245,Notre Dame,USA,2010,2,52,21,2.9,2.5,0.3,-8.4,8.60%,14.70%,14.70%,42.70%,4.50%
Luke Babbitt,POR,23,6-9,225,Nevada-Reno,USA,2010,1,16,40,5.1,2.4,0.4,-14.1,2.90%,15.10%,17.00%,55.60%,5.20%
Luis Scola,HOU,32,6-9,245,None,Argentina,2002,2,55,66,15.5,6.5,2.1,1.7,6.10%,15.10%,24.60%,52.60%,11.80%
Luc Mbah a Moute,MIL,25,6-8,230,UCLA,Cameroon,2008,2,37,43,7.7,5.3,0.7,2.9,7.60%,14.30%,14.90%,54.40%,4.40%
Lou Williams,PHI,25,6-1,175,None,USA,2005,2,45,64,14.9,2.4,3.5,6.5,1.80%,7.30%,26.50%,52.50%,22.10%
Lou Amundson,IND,29,6-9,225,UNLV,USA,Undrafted,Undrafted,Undrafted,60,3.6,3.7,0.2,-2.7,11.60%,17.50%,16.60%,43.80%,3.30%
Linas Kleiza,TOR,27,6-8,234,Missouri,Lithuania,2005,1,27,49,9.7,4.1,0.9,-0.8,4.20%,14.40%,22.30%,52.10%,8.10%
Lester Hudson,MEM,27,6-3,190,Tennessee-Martin,USA,2009,2,58,16,10.9,2.9,2.3,0.3,2.10%,12.50%,28.30%,48.30%,20.90%
