PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Mo Bamba,ORL,22,7-0,231,Texas-Austin,USA,2018,1,6,62,5.4,4.9,0.7,0.5,9.90%,21.60%,16.30%,54.20%,7.70%
Nikola Jokic,DEN,25,7-0,284,None,Serbia,2014,2,41,73,19.9,9.7,7,4.5,7.30%,23.70%,26.60%,60.50%,35.00%
Robin Lopez,MIL,32,7-0,281,Stanford,USA,2008,1,15,66,5.4,2.4,0.7,0.6,5.40%,9.20%,16.10%,55.40%,6.80%
Serge Ibaka,TOR,30,7-0,235,None,Republic of t...,2008,1,24,55,15.4,8.2,1.4,3.1,7.50%,20.50%,23.60%,58.30%,8.60%
Thon Maker,DET,23,7-0,221,None,South Sudan,2016,1,10,60,4.7,2.8,0.7,-8,6.90%,15.20%,16.00%,58.20%,8.80%
Tyson Chandler,HOU,37,7-0,235,None,USA,2001,1,2,26,1.3,2.5,0.2,5.7,9.70%,17.20%,5.70%,71.70%,3.70%
Vincent Poirier,BOS,26,7-0,235,None,France,Undrafted,Undrafted,Undrafted,22,1.9,2,0.4,-6.5,9.00%,19.50%,14.10%,52.50%,8.80%
Willie Cauley-Stein,DAL,26,7-0,240,Kentucky,USA,2015,1,6,54,7.2,5.8,1.3,-5.5,7.20%,20.20%,14.40%,58.90%,9.80%
Damian Jones,ATL,25,6-11,245,Vanderbilt,USA,2016,1,30,55,5.6,3.7,0.6,-12.6,8.00%,15.30%,11.30%,71.20%,5.70%
DeAndre Jordan,BKN,31,6-11,265,Texas A&M,USA,2008,2,35,56,8.3,10,1.9,-1.8,10.50%,29.30%,13.60%,68.20%,13.20%
Deandre Ayton,PHX,21,6-11,250,Arizona,Bahamas,2018,1,1,38,18.2,11.5,1.9,4,12.00%,22.50%,23.10%,56.80%,9.10%
Domantas Sabonis,IND,24,6-11,240,Gonzaga,Lithuania,2016,1,11,62,18.5,12.4,5,3.1,8.90%,26.20%,22.90%,58.60%,21.50%
Giannis Antetokounmpo,MIL,25,6-11,242,None,Greece,2013,1,15,63,29.5,13.6,5.6,15.4,6.80%,30.70%,36.30%,61.30%,32.80%
Goga Bitadze,IND,20,6-11,250,None,Georgia,2019,1,18,54,3.2,2,0.4,-1.4,5.20%,14.60%,17.00%,52.30%,6.60%
Harry Giles III,SAC,22,6-11,240,Duke,USA,2017,1,20,46,6.9,4.1,1.3,-8.2,6.50%,24.10%,20.60%,58.00%,13.50%
Ian Mahinmi,WAS,33,6-11,262,None,France,2005,1,28,38,7.4,5.7,1.3,-4.5,8.90%,17.60%,15.40%,54.50%,8.40%
Jaren Jackson Jr.,MEM,20,6-11,242,Michigan State,USA,2018,1,4,57,17.4,4.6,1.4,-2.6,3.30%,12.00%,23.80%,59.30%,7.30%
Jarrett Allen,BKN,22,6-11,243,Texas-Austin,USA,2017,1,22,70,11.1,9.6,1.6,0.9,10.80%,22.60%,14.80%,66.40%,8.60%
Jaxson Hayes,NOP,20,6-11,220,Texas-Austin,USA,2019,1,8,64,7.4,4,0.9,-1.8,8.50%,14.00%,14.60%,68.90%,7.40%
Joakim Noah,LAC,35,6-11,232,Florida,USA,2007,1,9,5,2.8,3.2,1.4,-14.6,9.10%,16.90%,14.00%,60.80%,25.90%
Jonas Valanciunas,MEM,28,6-11,265,None,Lithuania,2011,1,5,70,14.9,11.3,1.9,0.3,11.00%,27.90%,21.10%,63.10%,10.90%
Jonathan Isaac,ORL,22,6-11,230,Florida State,USA,2017,1,6,34,11.9,6.8,1.4,0.7,5.60%,17.70%,18.10%,55.20%,7.40%
Justin Patton,DET,23,6-11,241,Creighton,USA,2017,1,16,5,1.8,1,0.4,-32,4.20%,17.40%,19.40%,45.00%,11.10%
Karl-Anthony Towns,MIN,24,6-11,248,Kentucky,USA,2015,1,1,35,26.5,10.8,4.4,-1.5,7.50%,24.00%,27.80%,64.20%,21.00%
Kelly Olynyk,MIA,29,6-11,240,Gonzaga,Canada,2013,1,13,67,8.2,4.6,1.7,1.5,3.40%,19.10%,16.50%,62.10%,13.10%
LaMarcus Aldridge,SAS,34,6-11,250,Texas-Austin,USA,2006,1,2,53,18.9,7.4,2.4,-3.2,5.80%,16.20%,23.60%,57.10%,11.70%
Marc Gasol,TOR,35,6-11,255,None,Spain,2007,2,48,44,7.5,6.3,3.3,10.1,2.70%,18.70%,13.30%,55.10%,17.30%
Marvin Bagley III,SAC,21,6-11,235,Duke,USA,2018,1,2,13,14.2,7.5,0.8,-12.6,8.20%,20.10%,24.80%,51.20%,5.00%
Mason Plumlee,DEN,30,6-11,254,Duke,USA,2013,1,22,61,7.2,5.2,2.5,-1,8.70%,19.50%,17.30%,61.30%,21.00%
Moritz Wagner,WAS,23,6-11,245,Michigan,Germany,2018,1,25,45,8.7,4.9,1.2,-4.2,6.30%,20.20%,17.90%,63.80%,10.00%
Myles Turner,IND,24,6-11,250,Texas-Austin,USA,2015,1,11,62,12.1,6.6,1.2,0.4,4.70%,16.80%,18.00%,56.60%,5.70%
Nic Claxton,BKN,21,6-11,215,Georgia,USA,2019,2,31,15,4.4,2.9,1.1,-15.6,9.00%,11.20%,14.40%,57.70%,14.20%
Nikola Vucevic,ORL,29,6-11,260,Southern California,Montenegro,2011,1,16,62,19.6,10.9,3.6,0.9,6.80%,27.00%,25.80%,54.90%,18.20%
Steven Adams,OKC,26,6-11,265,Pittsburgh,New Zealand,2013,1,12,63,10.9,9.3,2.3,4.4,12.80%,21.40%,16.80%,60.40%,12.80%
Tyler Zeller,SAS,30,6-11,250,North Carolina,USA,2012,1,17,2,1,2,0,33.3,30.00%,33.30%,26.70%,25.00%,0.00%
Willy Hernangomez,CHA,26,6-11,250,None,Spain,2015,2,35,31,6.1,4.3,0.9,-2.6,10.50%,24.30%,22.20%,57.60%,13.60%
Zach Collins,POR,22,6-11,250,Gonzaga,USA,2017,1,10,11,7,6.3,1.5,6.5,9.50%,14.90%,12.60%,53.80%,6.70%
Alen Smailagic,GSW,19,6-10,215,None,Serbia,2019,2,39,14,4.2,1.9,0.9,-3,7.70%,11.00%,17.50%,61.00%,13.30%
Andre Drummond,CLE,26,6-10,279,Connecticut,USA,2012,1,9,57,17.7,15.2,2.7,-5,12.90%,33.60%,25.30%,55.30%,13.30%
Ante Zizic,CLE,23,6-10,266,None,Croatia,2016,1,23,22,4.4,3,0.3,1.3,8.40%,21.10%,16.80%,59.70%,3.80%
Anthony Davis,LAL,27,6-10,253,Kentucky,USA,2012,1,1,62,26.1,9.3,3.2,5,6.50%,19.70%,28.40%,61.00%,15.30%
Aron Baynes,PHX,33,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,42,11.5,5.6,1.6,-1.5,7.50%,17.80%,20.50%,58.10%,10.80%
Ben Simmons,PHI,23,6-10,240,Louisiana State,Australia,2016,1,1,57,16.4,7.8,8,1.7,5.40%,15.90%,20.60%,60.20%,33.50%
Bobby Portis,NYK,25,6-10,250,Arkansas,USA,2015,1,22,66,10.1,5.1,1.5,-7.9,5.30%,18.00%,20.70%,53.00%,11.20%
Christian Wood,DET,24,6-10,214,UNLV,USA,Undrafted,Undrafted,Undrafted,62,13.1,6.3,1,2,7.90%,21.40%,22.30%,65.90%,7.40%
Clint Capela,ATL,26,6-10,240,None,Switzerland,2014,1,25,39,13.9,13.8,1.2,2.5,11.80%,26.50%,15.60%,62.60%,5.60%
Cristiano Felicio,CHI,27,6-10,270,None,Brazil,Undrafted,Undrafted,Undrafted,22,3.9,4.6,0.7,-7.7,14.40%,13.90%,8.80%,67.10%,5.30%
D.J. Wilson,MIL,24,6-10,231,Michigan,USA,2017,1,17,37,3.6,2.5,0.7,-6.3,3.10%,18.10%,17.50%,47.50%,10.40%
Daniel Gafford,CHI,21,6-10,234,Arkansas,USA,2019,2,38,43,5.1,2.5,0.5,-1.9,8.10%,9.20%,13.10%,68.60%,5.10%
Danilo Gallinari,OKC,31,6-10,233,None,Italy,2008,1,6,62,18.7,5.2,1.9,5.7,2.00%,15.70%,24.20%,61.20%,9.90%
Dario Saric,PHX,26,6-10,225,None,Croatia,2014,1,12,66,10.7,6.2,1.9,-1.2,6.00%,18.60%,17.40%,59.20%,10.50%
Davis Bertans,WAS,27,6-10,225,None,Latvia,2011,2,42,54,15.4,4.5,1.7,-0.3,2.10%,13.00%,18.30%,62.80%,8.10%
Dewan Hernandez,TOR,23,6-10,235,Miami,USA,2019,2,59,6,2.3,2.3,0.5,17.2,17.20%,26.50%,25.70%,43.20%,12.50%
Dwight Howard,LAL,34,6-10,265,None,USA,2004,1,1,69,7.5,7.3,0.7,5.9,12.80%,25.70%,14.60%,69.60%,4.80%
Dwight Powell,DAL,28,6-10,240,Stanford,Canada,2014,2,45,40,9.4,5.7,1.5,8.9,7.10%,13.20%,12.60%,67.70%,7.60%
Enes Freedom,BOS,28,6-10,250,None,Turkey,2011,1,3,58,8.1,7.4,1,9.9,15.80%,25.70%,18.60%,59.90%,8.40%
Eric Mika,SAC,25,6-10,233,Brigham Young,USA,2017,,,1,6,7,0,19.5,11.10%,26.30%,8.90%,77.30%,0.00%
Gorgui Dieng,MEM,30,6-10,252,Louisville,Senegal,2013,1,21,63,7.4,5.6,1.2,-3.6,7.40%,22.10%,17.50%,56.80%,10.70%
Henry Ellenson,BKN,23,6-10,240,Marquette,USA,2016,1,18,5,0.4,1.2,0.2,27.3,11.10%,19.00%,15.90%,14.30%,12.50%
Jahlil Okafor,NOP,24,6-10,270,Duke,USA,2015,1,3,30,8.1,4.2,1.2,-10.1,9.40%,16.40%,19.50%,64.20%,12.10%
Jalen McDaniels,CHA,22,6-10,205,San Diego State,USA,2019,2,52,16,5.6,4.1,0.8,-3.6,5.00%,17.20%,13.10%,57.40%,6.90%
Kostas Antetokounmpo,LAL,22,6-10,200,Dayton,Greece,2018,2,60,5,1.4,0.6,0.4,19.6,9.50%,5.00%,9.60%,90.20%,10.00%
Kyle Alexander,MIA,23,6-10,216,Tennessee,Canada,Undrafted,Undrafted,Undrafted,2,1,1.5,0,-6.7,11.10%,6.70%,7.90%,50.00%,0.00%
Luka Samanic,SAS,20,6-10,227,None,Croatia,2019,1,19,3,5.3,3.3,2,8.8,2.00%,16.70%,17.90%,45.00%,18.20%
Marques Bolden,CLE,22,6-10,249,Duke,USA,2019,,,1,0,2,0,57.1,0.00%,50.00%,0.00%,0.00%,0.00%
Maxi Kleber,DAL,28,6-10,240,None,Germany,Undrafted,Undrafted,Undrafted,74,9.1,5.2,1.2,3.4,5.40%,13.60%,13.40%,60.50%,6.50%
Michael Porter Jr.,DEN,22,6-10,218,Missouri,USA,2018,1,14,55,9.3,4.7,0.8,0.7,7.00%,21.40%,21.10%,61.70%,7.40%
Mike Muscala,OKC,28,6-10,240,Bucknell,USA,2013,2,44,47,4.8,2.3,0.9,-2.3,2.70%,15.60%,16.00%,56.90%,10.60%
Nemanja Bjelica,SAC,32,6-10,234,None,Serbia,2010,2,35,72,11.5,6.4,2.8,-1,5.40%,17.70%,16.70%,60.20%,14.10%
Nerlens Noel,OKC,26,6-10,220,Kentucky,USA,2013,1,6,61,7.4,4.9,0.9,1.3,8.20%,17.40%,14.80%,71.10%,7.90%
Noah Vonleh,DEN,24,6-10,257,Indiana,USA,2014,1,9,36,3.7,3.4,0.8,-5,8.40%,20.50%,13.50%,62.20%,11.50%
Norvel Pelle,PHI,27,6-10,231,Iona,USA,Undrafted,Undrafted,Undrafted,24,2.4,3,0.3,-15.7,8.10%,22.00%,13.10%,52.60%,4.90%
Richaun Holmes,SAC,26,6-10,235,Bowling Green,USA,2015,2,37,44,12.3,8.1,1,1.2,10.10%,19.10%,15.60%,68.10%,5.00%
Skal Labissiere,ATL,24,6-10,235,Kentucky,Haiti,2016,1,28,33,5.8,5.1,1.3,1.3,10.50%,15.50%,13.90%,58.80%,10.60%
T.J. Leaf,IND,23,6-10,222,UCLA,USA,2017,1,18,28,3,2.5,0.3,0.2,9.40%,17.40%,18.00%,45.10%,5.70%
Tariq Owens,PHX,25,6-10,205,Texas Tech,USA,Undrafted,Undrafted,Undrafted,3,1.3,1,0,-43.4,10.50%,6.70%,17.10%,34.00%,0.00%
Thomas Bryant,WAS,22,6-10,248,Indiana,USA,2017,2,42,46,13.2,7.2,1.8,-6.6,8.10%,19.80%,18.50%,64.90%,10.70%
Tony Bradley,UTA,22,6-10,248,North Carolina,USA,2017,1,28,58,4.9,4.6,0.4,0.1,15.80%,22.60%,14.70%,68.10%,5.10%
Al Horford,PHI,34,6-9,240,Florida,Dominican Rep...,2007,1,3,67,11.9,6.8,4,3.3,5.10%,17.10%,17.30%,53.60%,18.70%
Amile Jefferson,ORL,27,6-9,222,Duke,USA,2017,,,18,0.8,1.3,0.2,8.5,11.20%,16.30%,12.90%,37.20%,7.80%
Bam Adebayo,MIA,22,6-9,255,Kentucky,USA,2017,1,14,72,15.9,10.2,5.1,5,7.70%,22.40%,21.20%,59.80%,23.80%
Blake Griffin,DET,31,6-9,250,Oklahoma,USA,2009,1,1,18,15.5,4.7,3.3,-2.6,3.20%,12.80%,27.70%,47.60%,18.40%
Bruno Caboclo,HOU,24,6-9,218,None,Brazil,2014,1,20,30,3,2,0.4,-5.1,8.10%,14.50%,17.00%,48.40%,7.60%
Bruno Fernando,ATL,21,6-9,240,Maryland,Angola,2019,2,34,56,4.3,3.5,0.9,-5.6,8.50%,17.90%,14.70%,54.20%,10.10%
Caleb Swanigan,POR,23,6-9,260,Purdue,USA,2017,1,26,27,2.4,3.7,1.1,-6.5,9.90%,24.80%,13.20%,59.70%,13.80%
Chandler Parsons,ATL,31,6-9,230,Florida,USA,2011,2,38,5,2.8,1.4,0.6,-29,1.50%,12.00%,15.00%,38.90%,10.00%
Chimezie Metu,SAS,23,6-9,225,Southern California,USA,2018,2,49,18,3.2,1.8,0.6,-6.7,10.30%,18.60%,21.80%,60.80%,16.40%
Chris Boucher,TOR,27,6-9,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,62,6.6,4.5,0.4,5.7,12.10%,18.50%,18.50%,58.70%,4.90%
Corey Brewer,SAC,34,6-9,188,Florida,USA,2007,1,7,5,1,1.6,0.4,11.2,6.10%,20.00%,8.50%,47.00%,6.30%
Dean Wade,CLE,23,6-9,228,Kansas State,USA,Undrafted,Undrafted,Undrafted,12,1.7,1.6,0.2,-6.5,3.80%,21.30%,9.10%,74.40%,3.90%
Derrick Favors,NOP,28,6-9,265,Georgia Tech,USA,2010,1,3,51,9,9.8,1.6,4.2,12.10%,24.90%,13.50%,62.00%,8.70%
Donta Hall,BKN,22,6-9,229,Alabama,USA,Undrafted,Undrafted,Undrafted,9,4.3,4.2,0.4,-12,9.30%,19.70%,10.90%,65.20%,4.80%
Drew Eubanks,SAS,23,6-9,245,Oregon State,USA,Undrafted,Undrafted,Undrafted,22,4.9,3.9,0.7,-11,9.90%,20.30%,15.00%,68.20%,8.90%
Dzanan Musa,BKN,21,6-9,217,None,Bosnia and He...,2018,1,29,40,4.8,2.2,1.1,-2.5,3.90%,11.70%,19.30%,48.40%,13.10%
Ed Davis,UTA,31,6-9,218,North Carolina,USA,2010,1,13,28,1.8,3.8,0.4,-15.2,10.70%,23.40%,9.20%,48.90%,6.20%
Ersan Ilyasova,MIL,33,6-9,235,None,Turkey,2005,2,36,63,6.6,4.8,0.8,4.2,5.90%,21.20%,15.80%,58.90%,6.50%
Jarred Vanderbilt,MIN,21,6-9,214,Kentucky,USA,2018,2,41,11,1.1,0.8,0.2,-23.4,6.50%,14.30%,13.30%,67.60%,5.70%
Jarrod Uthoff,WAS,27,6-9,220,Iowa,USA,Undrafted,Undrafted,Undrafted,7,2.7,0.9,0,8.1,3.20%,7.40%,14.10%,50.30%,0.00%
John Collins,ATL,22,6-9,235,Wake Forest,USA,2017,1,19,41,21.6,10.1,1.5,-5.1,8.00%,20.80%,22.40%,65.90%,7.50%
John Henson,DET,29,6-9,219,North Carolina,USA,2012,1,14,40,5.5,4.1,1.4,-0.7,7.70%,19.10%,16.00%,57.80%,13.30%
Johnathan Williams,WAS,25,6-9,228,Gonzaga,USA,Undrafted,Undrafted,Undrafted,15,3,4.3,0.5,-11.6,11.90%,21.50%,10.00%,56.60%,6.40%
Juancho Hernangomez,MIN,24,6-9,214,None,Spain,2016,1,15,48,6,4.1,0.8,-2.3,4.60%,18.40%,14.90%,51.80%,6.30%
Kevin Hervey,OKC,23,6-9,230,Texas-Arlington,USA,2018,2,57,10,1.7,1.2,0.5,-28.9,1.20%,21.60%,18.90%,31.50%,19.20%
Kevon Looney,GSW,24,6-9,222,UCLA,USA,2015,1,30,20,3.4,3.3,1,-18.3,9.80%,15.10%,14.70%,40.30%,12.00%
Khem Birch,ORL,27,6-9,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,48,4.4,4.6,1,-7.1,8.90%,14.40%,10.10%,56.60%,7.90%
Kyle Anderson,MEM,26,6-9,230,UCLA,USA,2014,1,30,67,5.8,4.3,2.4,-3,4.20%,15.10%,13.40%,53.40%,16.30%
Kyle O'Quinn,PHI,30,6-9,250,Norfolk State,USA,2012,2,49,29,3.5,4,1.8,-4.9,9.90%,26.50%,14.80%,54.40%,22.50%
LeBron James,LAL,35,6-9,250,None,USA,2003,1,1,67,25.3,7.8,10.2,8.5,2.80%,19.10%,30.80%,57.70%,47.70%
Marquese Chriss,GSW,22,6-9,240,Washington,USA,2016,1,8,59,9.3,6.2,1.9,-9.5,8.90%,21.20%,18.40%,60.40%,15.00%
Mfiondu Kabengele,LAC,22,6-9,250,Florida State,Canada,2019,1,27,12,3.5,0.9,0.2,0.8,1.70%,15.90%,24.20%,61.40%,5.00%
Naz Reid,MIN,20,6-9,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,30,9,4.1,1.2,0.7,6.00%,17.60%,23.40%,50.50%,10.60%
Nicolas Batum,CHA,31,6-9,230,None,France,2008,1,25,22,3.6,4.5,3,-3.3,4.90%,14.60%,9.30%,46.30%,17.30%
Nicolo Melli,NOP,29,6-9,236,None,Italy,Undrafted,Undrafted,Undrafted,60,6.6,3,1.4,-4.3,3.40%,13.20%,15.80%,55.60%,11.20%
Pascal Siakam,TOR,26,6-9,230,New Mexico State,Cameroon,2016,1,27,60,22.9,7.3,3.5,8.8,3.00%,16.20%,27.80%,55.40%,16.10%
Rodions Kurucs,BKN,22,6-9,228,None,Latvia,2018,2,40,47,4.6,2.9,1.1,-1.4,3.30%,14.10%,14.20%,55.50%,10.50%
Ryan Anderson,HOU,32,6-9,240,California,USA,2008,1,21,2,2.5,3.5,1,21.2,0.00%,46.70%,24.20%,35.70%,16.70%
Taj Gibson,NYK,35,6-9,232,Southern California,USA,2009,1,26,62,6.1,4.3,0.8,-12.5,9.80%,15.80%,14.50%,61.00%,7.70%
Trey Lyles,SAS,24,6-9,234,Kentucky,Canada,2015,1,12,63,6.4,5.7,1.1,-2.4,5.60%,22.80%,13.60%,55.70%,7.20%
Tristan Thompson,CLE,29,6-9,254,Texas-Austin,Canada,2011,1,4,57,12,10.1,2.1,-10.1,12.60%,20.70%,18.10%,54.00%,10.60%
Wendell Carter Jr.,CHI,21,6-9,270,Duke,USA,2018,1,7,43,11.3,9.4,1.2,-0.5,10.20%,21.60%,16.20%,59.00%,6.20%
Wenyen Gabriel,POR,23,6-9,205,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,30,2.1,1.7,0.3,-7.2,8.00%,14.80%,12.40%,54.60%,4.60%
Aaron Gordon,ORL,24,6-8,235,Arizona,USA,2014,1,4,62,14.4,7.7,3.7,-1.2,5.00%,18.10%,20.50%,51.60%,16.50%
Al-Farouq Aminu,ORL,29,6-8,220,Wake Forest,USA,2010,1,8,18,4.3,4.8,1.2,-5.4,5.30%,15.80%,12.70%,39.50%,8.80%
Anthony Tolliver,MEM,35,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,55,3.6,2.8,0.8,-6,3.50%,13.00%,10.80%,51.30%,6.40%
Bismack Biyombo,CHA,27,6-8,255,None,DRC,2011,1,7,53,7.4,5.8,0.9,-6.6,11.20%,17.80%,16.80%,57.00%,7.90%
Bojan Bogdanovic,UTA,31,6-8,226,None,Croatia,2011,2,31,63,20.2,4.1,2.1,5.5,2.00%,10.00%,25.20%,60.30%,9.90%
Brandon Clarke,MEM,23,6-8,215,Gonzaga,Canada,2019,1,21,58,12.1,5.9,1.4,-0.1,6.70%,17.70%,18.00%,66.30%,9.20%
Cam Reddish,ATL,20,6-8,218,Duke,USA,2019,1,10,58,10.5,3.7,1.5,-6.3,2.10%,11.00%,18.50%,50.00%,7.90%
Cameron Johnson,PHX,24,6-8,210,North Carolina,USA,2019,1,11,57,8.8,3.3,1.2,1,3.70%,10.90%,15.10%,58.60%,7.80%
Carmelo Anthony,POR,36,6-8,238,Syracuse,USA,2003,1,3,58,15.4,6.3,1.5,0.6,3.60%,14.50%,21.40%,52.50%,6.30%
Cheick Diallo,PHX,23,6-8,219,Kansas,Mali,2016,2,33,47,4.7,2.8,0.5,-3.8,6.30%,20.80%,16.90%,68.80%,7.60%
Chris Silva,MIA,23,6-8,234,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,44,3,2.9,0.5,-6,16.20%,18.40%,15.50%,65.10%,10.30%
Daniel Theis,BOS,28,6-8,245,None,Germany,Undrafted,Undrafted,Undrafted,65,9.2,6.6,1.7,7,8.60%,17.20%,14.40%,63.10%,10.40%
Darius Bazley,OKC,20,6-8,208,None,USA,2019,1,23,61,5.6,4,0.7,-3.2,2.50%,17.20%,14.60%,49.70%,5.40%
Devontae Cacok,LAL,23,6-8,240,North Carolina-Wilmington,USA,Undrafted,Undrafted,Undrafted,1,6,5,1,22.7,16.70%,33.30%,22.20%,50.00%,12.50%
Harrison Barnes,SAC,28,6-8,225,North Carolina,USA,2012,1,7,72,14.5,4.9,2.2,-2.5,3.00%,11.10%,17.20%,57.40%,9.20%
Isaac Bonga,WAS,20,6-8,180,None,Germany,2018,2,39,66,5,3.4,1.2,-0.4,5.20%,12.10%,10.60%,60.80%,8.10%
Isaiah Roby,OKC,22,6-8,230,Nebraska-Lincoln,USA,2019,2,45,3,0,0.7,0,-11.5,0.00%,16.70%,7.10%,0.00%,0.00%
JaMychal Green,LAC,30,6-8,227,Alabama,USA,Undrafted,Undrafted,Undrafted,63,6.8,6.2,0.8,5,5.50%,20.90%,13.20%,57.60%,5.10%
Jabari Parker,SAC,25,6-8,245,Duke,USA,2014,1,2,38,14,5.6,1.8,-4.9,6.50%,17.00%,23.30%,57.10%,11.00%
Jake Layman,MIN,26,6-8,209,Maryland,USA,2016,2,47,23,9.1,2.5,0.7,2,3.00%,7.50%,16.50%,54.40%,4.10%
Jaylen Hoard,POR,21,6-8,216,Wake Forest,France,Undrafted,Undrafted,Undrafted,13,2.9,2.5,0.3,3,11.10%,15.80%,15.30%,50.40%,5.40%
Jayson Tatum,BOS,22,6-8,210,Duke,USA,2017,1,3,66,23.4,7,3,10.6,2.70%,16.50%,28.00%,56.70%,14.30%
Jeff Green,HOU,33,6-8,235,Georgetown,USA,2007,1,5,48,9.4,2.8,1,-3.8,2.40%,10.80%,18.80%,59.00%,8.20%
Jerami Grant,DEN,26,6-8,210,Syracuse,USA,2014,2,39,71,12,3.5,1.2,-2.1,3.10%,9.90%,17.70%,59.10%,6.80%
Johnathan Motley,LAC,25,6-8,230,Baylor,USA,Undrafted,Undrafted,Undrafted,13,2.2,0.8,0.6,5.7,7.70%,18.90%,23.50%,77.40%,30.80%
