PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Andrew Bynum,LAL,23,7-0,285,None,USA,2005,1,10,54,11.3,9.4,1.4,7.4,11.90%,22.50%,17.80%,60.60%,7.90%
Andrew Bogut,MIL,26,7-0,260,Utah,Australia,2005,1,1,65,12.8,11.1,2,0.8,8.90%,23.70%,19.70%,49.60%,10.30%
Andres Nocioni,PHI,31,6-7,225,None,Argentina,Undrafted,Undrafted,Undrafted,54,6.1,3.1,0.8,-7.8,2.10%,16.90%,16.90%,53.80%,7.60%
Andrei Kirilenko,UTA,30,6-9,235,None,Russia,1999,1,24,64,11.7,5.1,3,-0.4,5.40%,11.90%,17.70%,56.70%,14.50%
Andrea Bargnani,TOR,25,7-0,250,None,Italy,2006,1,1,66,21.4,5.2,1.8,-7.2,3.30%,12.40%,27.90%,53.30%,8.60%
Andre Miller,POR,35,6-2,200,Utah,USA,1999,1,8,81,12.7,3.7,7,4.6,4.00%,8.70%,20.30%,52.90%,34.80%
Andre Iguodala,PHI,27,6-6,207,Arizona,USA,2004,1,9,67,14.1,5.8,6.3,3.4,2.60%,13.60%,19.10%,53.00%,26.10%
Andray Blatche,WAS,24,6-11,260,None,USA,2005,2,49,64,16.8,8.2,2.3,-6.1,8.40%,16.90%,25.40%,49.70%,11.50%
Anderson Varejao,CLE,28,6-11,260,None,Brazil,2004,2,30,31,9.1,9.7,1.5,-9,9.70%,21.50%,13.30%,56.00%,7.40%
Amir Johnson,TOR,24,6-9,210,No College,USA,2005,2,56,72,9.6,6.4,1.1,-2.4,10.40%,15.80%,15.20%,60.80%,6.40%
Amar'e Stoudemire,NYK,28,6-10,240,None,USA,2002,1,9,78,25.3,8.2,2.6,1.3,7.20%,15.70%,30.70%,56.50%,12.80%
Alonzo Gee,CLE,24,6-6,220,Alabama,USA,Undrafted,Undrafted,Undrafted,56,5.9,3.3,0.7,-11,5.40%,11.10%,14.20%,54.40%,5.60%
Alexis Ajinca,TOR,23,7-2,248,None,France,2008,1,20,34,4.2,2.3,0.3,0.7,5.20%,17.90%,20.70%,50.70%,4.90%
Al-Farouq Aminu,LAC,20,6-9,215,Wake Forest,USA,2010,1,8,81,5.6,3.3,0.7,-6.4,5.20%,13.50%,16.80%,49.90%,6.70%
Al Thornton,GSW,27,6-8,235,Florida State,USA,2007,1,14,71,7.4,3,0.9,-5,4.20%,12.20%,17.90%,53.10%,7.20%
Al Jefferson,UTA,26,6-10,280,None,USA,2004,1,15,82,18.6,9.7,1.8,-3.1,8.50%,20.20%,23.90%,52.80%,9.00%
Al Horford,ATL,25,6-10,245,Florida,Dominican Rep...,2007,1,3,77,15.3,9.3,3.5,0.7,7.30%,21.00%,19.70%,58.70%,16.90%
Al Harrington,DEN,31,6-9,250,None,USA,1998,1,25,73,10.5,4.5,1.4,4.8,4.70%,15.70%,21.90%,52.70%,9.60%
Acie Law,GSW,26,6-3,202,Texas A&M,USA,2007,1,11,51,4.2,1.2,1.6,-8.7,1.70%,7.20%,15.60%,50.20%,18.20%
Aaron Gray,NOH,26,7-0,270,Pittsburgh,USA,2007,2,49,41,3.1,4.2,0.4,3.9,12.10%,23.60%,13.00%,56.60%,4.40%
Aaron Brooks,PHX,26,6-0,161,Oregon,USA,2007,1,26,59,10.7,1.3,3.9,-6.6,1.50%,4.60%,25.10%,48.90%,28.90%
AJ Price,IND,24,6-2,181,Connecticut,USA,2009,2,52,50,6.5,1.4,2.2,2.2,1.90%,7.30%,22.30%,45.40%,23.30%
