PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
James Harden,OKC,21,6-5,220,Arizona State,USA,2009,1,3,82,12.2,3.1,2.1,4.9,2.00%,9.60%,19.30%,59.80%,13.60%
James Anderson,SAS,22,6-6,215,Oklahoma State,USA,2010,1,20,26,3.6,0.9,0.7,-7.5,0.70%,7.90%,16.00%,52.90%,10.30%
Jameer Nelson,ORL,29,6-0,190,St. Joseph's (PA),USA,2004,1,20,76,13.1,3,6,7,1.70%,8.20%,21.70%,54.80%,32.40%
Jamario Moon,LAC,31,6-8,205,Meridian CC,USA,Undrafted,Undrafted,Undrafted,59,4.3,2.8,0.9,-6.9,2.20%,13.60%,11.80%,49.90%,7.40%
Jamal Crawford,ATL,31,6-5,200,Michigan,USA,2000,1,8,76,14.2,1.7,3.2,0,1.00%,5.00%,22.40%,54.50%,17.80%
Jamaal Magloire,MIA,33,6-11,255,Kentucky,Canada,2000,1,19,18,1.9,3.4,0.2,4.9,11.50%,28.60%,10.10%,58.50%,3.10%
JaVale McGee,WAS,23,7-0,252,Nevada-Reno,USA,2008,1,18,79,10.1,8,0.5,-4.5,10.30%,18.90%,16.20%,56.60%,2.70%
JR Smith,DEN,25,6-6,220,No College,USA,2004,1,18,79,12.3,4.1,2.2,6.5,2.40%,14.20%,21.60%,55.00%,14.10%
JJ Redick,ORL,27,6-4,190,Duke,USA,2006,1,11,59,10.1,1.9,1.7,3,0.40%,7.00%,15.90%,58.90%,11.00%
JJ Hickson,CLE,22,6-9,242,North Carolina State,USA,2008,1,19,80,13.8,8.7,1.1,-12,9.40%,21.80%,24.90%,50.30%,7.50%
J.J. Barea,DAL,27,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,81,9.5,2,3.9,4.6,1.90%,7.80%,23.40%,53.50%,31.40%
Ish Smith,MEM,22,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,43,2.3,1.1,1.8,-5.8,1.60%,9.00%,15.50%,40.60%,26.80%
Ime Udoka,SAS,33,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,20,0.7,1,0.7,-7.3,4.00%,10.50%,10.30%,28.50%,15.30%
Ike Diogu,LAC,27,6-9,250,Arizona State,USA,2005,1,9,36,5.8,3.2,0.1,-5.8,8.20%,16.40%,17.90%,59.00%,0.80%
Ian Mahinmi,DAL,24,6-11,230,None,France,2005,1,28,56,3.1,2.1,0.1,8.7,9.90%,15.20%,15.10%,64.50%,2.50%
Hilton Armstrong,ATL,26,6-11,235,Connecticut,USA,2006,1,12,53,1.7,2.5,0.3,-8.4,8.50%,18.80%,10.70%,50.80%,4.60%
Henry Walker,NYK,23,6-6,220,Kansas State,USA,2008,2,47,61,4.9,2,0.6,5.8,2.00%,13.30%,16.10%,58.30%,6.90%
Hedo Turkoglu,ORL,32,6-10,220,None,Turkey,2000,1,16,81,10.8,4.4,4.2,5.6,1.90%,12.50%,16.50%,55.50%,20.70%
Hassan Whiteside,SAC,22,7-0,235,Marshall,USA,2010,2,33,1,0,0,0,-133.3,0.00%,0.00%,0.00%,0.00%,0.00%
Hasheem Thabeet,HOU,24,7-3,263,Connecticut,Tanzania,2009,1,2,47,1.1,1.6,0.1,-13.1,6.30%,15.10%,8.60%,47.80%,1.50%
Hamed Haddadi,MEM,26,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,31,2.4,2.2,0.2,11.6,15.20%,27.30%,19.60%,55.00%,4.20%
Hamady Ndiaye,WAS,24,7-0,235,Rutgers,Senegal,2010,2,56,16,0.9,0.4,0,-25.6,2.30%,7.00%,7.00%,68.10%,0.00%
Hakim Warrick,PHX,28,6-9,219,Syracuse,USA,2005,1,19,80,8.4,3.7,0.9,-5.6,6.50%,15.30%,20.60%,58.10%,8.10%
Greivis Vasquez,MEM,24,6-6,211,Maryland,Venezuela,2010,1,28,70,3.6,1,2.2,-4.2,1.40%,8.00%,16.40%,49.30%,26.60%
Greg Monroe,DET,21,6-11,250,Georgetown,USA,2010,1,7,80,9.4,7.5,1.3,-2.5,11.60%,18.10%,15.30%,57.50%,7.50%
Grant Hill,PHX,38,6-8,225,Duke,USA,1994,1,3,80,13.2,4.2,2.5,1,3.30%,10.80%,19.90%,56.30%,12.60%
Gordon Hayward,UTA,21,6-8,207,Butler,USA,2010,1,9,72,5.4,1.9,1.1,-8,3.50%,8.90%,14.90%,57.80%,10.60%
Goran Dragic,HOU,25,6-3,190,None,Slovenia,2008,2,45,70,7.5,2,2.9,-7.8,2.90%,8.90%,22.00%,52.40%,29.10%
Glen Davis,BOS,25,6-9,289,Louisiana State,USA,2007,2,35,78,11.7,5.4,1.2,3.6,5.10%,14.80%,21.00%,49.90%,6.90%
Gilbert Arenas,ORL,29,6-4,215,Arizona,USA,2001,2,30,70,10.8,2.7,3.9,-0.7,1.20%,9.40%,24.20%,47.10%,25.60%
Gerald Wallace,POR,28,6-7,220,Alabama,USA,2001,1,25,71,15.7,8,2.4,2.4,4.40%,18.10%,20.20%,54.80%,10.80%
Gerald Henderson,CHA,23,6-4,215,Duke,USA,2009,1,12,68,9.6,3,1.5,-2.7,3.10%,9.90%,19.90%,50.90%,10.60%
George Hill,SAS,25,6-2,180,Indiana-Purdue Indianapolis,USA,2008,1,26,76,11.6,2.6,2.5,7,1.20%,8.30%,17.90%,58.80%,14.20%
Gary Neal,SAS,26,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,80,9.8,2.5,1.2,2.2,1.30%,10.60%,20.00%,57.80%,9.40%
Gary Forbes,DEN,26,6-7,220,Massachusetts,Panama,Undrafted,Undrafted,Undrafted,63,5.2,1.8,0.8,-1.9,3.50%,11.10%,18.80%,52.40%,9.40%
Garrett Temple,CHA,25,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,24,2.4,1,1.3,-7.7,0.50%,10.60%,20.00%,37.80%,20.90%
Garret Siler,PHX,24,6-11,305,Augusta State,USA,Undrafted,Undrafted,Undrafted,21,2.1,1.3,0.1,-5.8,15.00%,13.60%,19.60%,55.30%,4.10%
Gani Lawal,PHX,22,6-9,234,Georgia Tech,USA,2010,2,46,1,0,0,0,-50,0.00%,0.00%,0.00%,0.00%,0.00%
Francisco Garcia,SAC,29,6-7,195,Louisville,Dominican Rep...,2005,1,23,58,9.7,2.3,1.2,-4.6,1.60%,8.20%,16.90%,55.10%,7.90%
Francisco Elson,UTA,35,7-0,240,California,Netherlands,1999,2,41,62,2.2,1.9,0.5,-3.6,6.00%,14.60%,12.00%,52.90%,9.00%
Fabricio Oberto,POR,36,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,5,1.4,1.4,0,-15.5,6.50%,8.30%,8.50%,59.50%,0.00%
Evan Turner,PHI,22,6-7,205,Ohio State,USA,2010,1,2,78,7.2,3.9,2,-1.2,2.40%,14.90%,16.40%,48.40%,13.70%
Etan Thomas,ATL,33,6-10,260,Syracuse,USA,2000,1,12,13,2.5,1.8,0.2,-13.7,7.00%,21.80%,17.60%,58.00%,5.00%
Ersan Ilyasova,MIL,24,6-10,235,None,Turkey,2005,2,36,60,9.5,6.1,0.9,1.9,6.90%,19.00%,18.60%,51.60%,6.40%
Erick Dampier,MIA,35,6-11,265,Mississippi State,USA,1996,1,10,51,2.5,3.5,0.4,6.2,7.40%,14.80%,7.90%,59.10%,3.90%
Eric Maynor,OKC,24,6-3,175,Va Commonwealth,USA,2009,1,20,82,4.2,1.5,2.9,8.5,2.30%,8.00%,16.40%,48.50%,31.30%
Eric Gordon,LAC,22,6-3,215,Indiana,USA,2008,1,7,56,22.3,2.9,4.4,-0.1,2.20%,5.70%,25.80%,56.60%,19.70%
Eric Bledsoe,LAC,21,6-1,195,Kentucky,USA,2010,1,18,81,6.7,2.8,3.6,-6.4,3.80%,8.60%,17.50%,49.90%,25.40%
Emeka Okafor,NOH,28,6-10,255,Connecticut,USA,2004,1,2,72,10.3,9.5,0.6,3.8,11.00%,22.00%,15.70%,58.40%,2.90%
Elton Brand,PHI,32,6-9,254,Duke,USA,1999,1,1,81,15,8.3,1.5,2.5,8.70%,16.40%,19.60%,55.30%,7.00%
Ekpe Udoh,GSW,24,6-10,245,Baylor,USA,2010,1,6,58,4.1,3.1,0.7,6.1,7.80%,9.70%,12.80%,47.20%,5.10%
Eduardo Najera,CHA,34,6-8,235,Oklahoma,Mexico,2000,2,38,31,2.2,1.4,0.6,2.3,3.90%,7.80%,11.20%,44.90%,8.90%
Eddie House,MIA,33,6-1,190,Arizona State,USA,2000,2,37,56,6.5,1.6,1.1,5,1.00%,8.30%,16.90%,53.50%,10.40%
Ed Davis,TOR,22,6-10,215,North Carolina,USA,2010,1,13,65,7.7,7.1,0.6,-9.8,10.70%,19.00%,13.10%,58.30%,3.90%
Earl Watson,UTA,32,6-1,195,UCLA,USA,2001,2,39,80,4.3,2.3,3.5,0.6,3.60%,9.10%,13.50%,50.00%,26.00%
Earl Clark,ORL,23,6-10,225,Louisville,USA,2009,1,14,42,3.9,2.4,0.2,-6.1,8.00%,13.60%,19.40%,45.60%,3.50%
Earl Boykins,MIL,35,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,57,7.2,1,2.5,3.1,1.80%,4.80%,23.50%,52.60%,30.10%
Earl Barron,POR,29,7-0,250,Memphis,USA,Undrafted,Undrafted,Undrafted,21,3.8,3.6,0.5,-4.8,10.80%,16.40%,18.40%,36.10%,5.40%
Dwyane Wade,MIA,29,6-4,220,Marquette,USA,2003,1,5,76,25.5,6.4,4.6,10.4,4.90%,12.70%,30.80%,58.10%,22.30%
Dwight Howard,ORL,25,6-11,265,None,USA,2004,1,1,78,22.9,14.1,1.4,8.4,11.30%,26.80%,27.20%,61.60%,6.70%
Drew Gooden,MIL,29,6-10,250,Kansas,USA,2002,1,4,35,11.3,6.8,1.3,-2.2,8.50%,20.70%,24.50%,48.70%,10.80%
Dorell Wright,GSW,25,6-9,205,None,USA,2004,1,19,82,16.4,5.3,3,-1.9,2.80%,11.20%,19.00%,53.90%,11.40%
Donte Greene,SAC,23,6-11,226,Syracuse,USA,2008,1,28,69,5.8,2.1,0.7,-3.3,4.20%,8.70%,17.90%,48.20%,6.60%
Dominique Jones,DAL,22,6-5,215,South Florida,USA,2010,1,25,18,2.3,1.4,1.1,-8.8,4.50%,14.70%,21.30%,40.00%,24.10%
Dominic McGuire,CHA,25,6-9,220,Fresno State,USA,2007,2,47,52,3.3,3.8,0.8,-3.6,8.60%,18.30%,13.40%,43.70%,9.20%
Dirk Nowitzki,DAL,33,7-0,245,None,Germany,1998,1,9,73,23,7,2.6,10.3,2.30%,18.40%,27.40%,61.20%,13.60%
Dexter Pittman,MIA,23,6-11,308,Texas-Austin,USA,2010,2,32,2,1,1.5,0,40.7,12.50%,16.70%,20.00%,33.30%,0.00%
Devin Harris,UTA,28,6-3,190,Wisconsin,USA,2004,1,5,71,15.2,2.4,7.1,-5.1,0.80%,7.20%,24.50%,54.50%,37.30%
Devin Ebanks,LAL,21,6-9,215,West Virginia,USA,2010,2,43,20,3.1,1.4,0.1,-18.4,11.50%,9.20%,22.70%,50.70%,3.30%
Derrick Rose,CHI,22,6-3,190,Memphis,USA,2008,1,1,81,25,4.1,7.7,8.5,2.80%,8.20%,31.40%,55.00%,37.20%
Derrick Favors,UTA,19,6-10,246,Georgia Tech,USA,2010,1,3,78,6.8,5.3,0.5,-6.7,11.40%,16.10%,16.80%,54.20%,4.40%
Derrick Caracter,LAL,23,6-9,275,Texas-El Paso,USA,2010,2,58,41,2,1,0.2,-11.8,9.00%,10.50%,18.60%,53.20%,5.40%
Derrick Brown,NYK,23,6-8,220,Xavier,USA,2009,2,40,49,3.8,2,0.7,-3.9,7.70%,10.60%,14.80%,58.80%,9.30%
Deron Williams,NJN,27,6-3,209,Illinois,USA,2005,1,3,65,20.1,4,10.3,-2.3,1.70%,9.40%,25.30%,56.60%,44.80%
Derek Fisher,LAL,36,6-1,210,Arkansas-Little Rock,USA,1996,1,24,82,6.8,1.9,2.7,9.8,0.60%,6.00%,12.50%,48.60%,13.40%
Delonte West,BOS,27,6-3,180,St. Joseph's (PA),USA,2004,1,24,24,5.6,1.5,2.7,-10.1,1.50%,7.40%,16.70%,53.30%,26.80%
DeShawn Stevenson,DAL,30,6-5,218,None,USA,2000,1,23,72,5.3,1.5,1.1,1.8,1.90%,7.60%,15.70%,54.90%,10.10%
DeSagana Diop,CHA,29,7-0,280,None,Senegal,2001,1,8,16,1.3,2.5,0.4,-9.6,6.90%,15.10%,10.00%,34.70%,6.30%
DeMarre Carroll,HOU,24,6-8,212,Missouri,USA,2009,1,27,12,0.8,0.7,0.3,4.7,3.70%,13.30%,10.50%,38.80%,10.30%
DeMarcus Cousins,SAC,20,6-11,270,Kentucky,USA,2010,1,5,81,14.1,8.6,2.5,-6.3,9.10%,22.30%,27.00%,48.40%,14.90%
DeMar DeRozan,TOR,21,6-7,220,Southern California,USA,2009,1,9,82,17.2,3.8,1.8,-7.3,2.70%,9.20%,23.00%,53.00%,8.50%
DeJuan Blair,SAS,22,6-7,270,Pittsburgh,USA,2009,2,37,81,8.3,7,1,3.9,12.90%,20.80%,19.30%,52.40%,6.70%
DeAndre Jordan,LAC,22,6-11,265,Texas A&M,USA,2008,2,35,80,7.1,7.2,0.5,-1.8,10.80%,18.30%,11.80%,64.80%,3.10%
David West,NOH,30,6-9,240,Xavier,USA,2003,1,18,70,18.9,7.6,2.3,3,6.90%,17.00%,25.70%,55.80%,12.60%
David Lee,GSW,28,6-9,240,Florida,USA,2005,1,30,73,16.5,9.8,3.2,-2,8.40%,19.40%,20.90%,54.90%,13.60%
David Andersen,NOH,31,6-11,247,None,Australia,2002,2,36,40,3.4,2.1,0.3,1.3,5.60%,19.00%,18.00%,51.30%,5.40%
Darren Collison,IND,23,6-0,160,UCLA,USA,2009,1,21,79,13.2,2.8,5.1,-2.6,1.70%,7.60%,21.20%,53.40%,28.00%
Darrell Arthur,MEM,23,6-9,235,Kansas,USA,2008,1,27,80,9.1,4.3,0.7,1.7,7.10%,14.50%,21.10%,53.40%,5.60%
Darnell Jackson,SAC,25,6-9,253,Kansas,USA,2008,2,52,59,3.2,1.6,0.2,-6.1,9.00%,9.10%,17.00%,52.10%,4.80%
Darko Milicic,MIN,26,7-0,275,None,Serbia,2003,1,2,69,8.8,5.2,1.5,-6.3,7.70%,13.20%,19.70%,48.20%,9.90%
Darius Songaila,PHI,33,6-9,248,Wake Forest,Lithuania,2002,2,49,10,1.6,1,0.2,-13.2,2.60%,13.60%,12.60%,47.70%,4.40%
Dante Cunningham,CHA,24,6-8,230,Villanova,USA,2009,2,33,78,6.2,3.6,0.6,-4.3,6.20%,12.60%,15.60%,48.30%,4.40%
Danny Green,SAS,24,6-6,210,North Carolina,USA,2009,2,46,8,5.1,1.9,0.3,6.7,3.10%,14.10%,19.00%,58.60%,3.90%
Danny Granger,IND,28,6-8,228,New Mexico,USA,2005,1,17,79,20.5,5.4,2.6,-0.2,3.20%,11.90%,26.30%,55.40%,12.80%
Danilo Gallinari,DEN,22,6-10,225,None,Italy,2008,1,6,62,15.6,4.9,1.7,1.8,2.90%,11.90%,18.80%,59.70%,7.40%
Daniel Gibson,CLE,25,6-2,200,Texas-Austin,USA,2006,2,42,67,11.6,2.6,3,-5.5,1.30%,8.50%,19.30%,53.30%,18.50%
Dan Gadzuric,NJN,33,6-11,240,UCLA,Netherlands,2002,2,33,42,2.8,3.2,0.3,-7,13.90%,15.00%,15.60%,41.90%,4.60%
Damion James,NJN,23,6-7,220,Texas-Austin,USA,2010,1,24,25,4.4,3.4,0.8,-2.8,4.30%,18.40%,15.40%,47.70%,8.20%
Damien Wilkins,ATL,31,6-6,225,Georgia,USA,Undrafted,Undrafted,Undrafted,52,3.5,1.7,0.8,-8.1,3.70%,10.40%,12.40%,55.70%,9.90%
Dahntay Jones,IND,30,6-6,210,Duke,USA,2003,1,20,45,6.3,1.4,0.7,-2,0.70%,10.40%,21.30%,55.80%,10.30%
Daequan Cook,OKC,24,6-5,210,Ohio State,USA,2007,1,21,43,5.6,1.7,0.5,7.4,1.40%,10.80%,15.50%,63.00%,5.50%
DaJuan Summers,DET,23,6-8,240,Georgetown,USA,2009,2,35,22,3.4,0.5,0.1,-3,1.10%,5.30%,21.20%,47.60%,1.70%
DJ White,CHA,24,6-9,251,Indiana,USA,2008,1,29,47,5.7,3.4,0.4,-2.5,6.80%,17.30%,18.00%,54.20%,5.10%
DJ Mbenga,NOH,30,7-0,255,None,Belgium,Undrafted,Undrafted,Undrafted,41,1.4,2.1,0.1,-4.4,10.80%,15.00%,10.80%,51.80%,3.20%
D.J. Augustin,CHA,23,6-0,180,Texas-Austin,USA,2008,1,9,82,14.4,2.7,6.1,-5.2,1.50%,7.30%,20.50%,54.10%,30.60%
Craig Smith,LAC,27,6-7,265,Boston College,USA,2006,2,36,48,5.4,2.4,0.6,-5.1,7.30%,13.60%,18.90%,59.20%,9.50%
Craig Brackins,PHI,23,6-10,230,Iowa State,USA,2010,1,21,3,2.7,1.3,0.3,-20.4,5.00%,8.30%,21.90%,25.00%,5.00%
Courtney Lee,HOU,25,6-5,200,Western Kentucky,USA,2008,1,22,81,8.3,2.6,1.2,0.6,2.90%,9.20%,17.50%,53.40%,9.20%
Corey Maggette,MIL,31,6-6,225,Duke,USA,1999,1,13,67,12,3.6,1.3,-2.3,3.20%,14.80%,27.20%,57.30%,11.10%
Corey Brewer,DAL,25,6-9,188,Florida,USA,2007,1,7,69,8,2.5,1.3,-3.6,3.60%,7.90%,18.30%,48.20%,9.00%
Cole Aldrich,OKC,22,6-11,245,Kansas,USA,2010,1,11,18,1,1.9,0.2,2.1,9.60%,14.30%,7.90%,53.70%,4.10%
Chuck Hayes,HOU,28,6-6,238,Kentucky,USA,Undrafted,Undrafted,Undrafted,74,7.9,8.1,2.7,6.1,10.80%,18.60%,13.00%,55.40%,14.00%
Christian Eyenga,CLE,22,6-5,210,None,Congo,2009,1,30,44,6.9,2.8,0.8,-10.7,2.80%,10.50%,16.90%,47.60%,6.10%
Chris Wilcox,DET,28,6-10,235,Maryland,USA,2002,1,8,57,7.4,4.8,0.8,0,10.10%,20.90%,18.30%,58.70%,6.80%
Chris Quinn,SAS,27,6-2,175,Notre Dame,USA,Undrafted,Undrafted,Undrafted,41,2,0.6,1,-7.5,1.10%,7.60%,16.40%,42.80%,23.60%
Chris Paul,NOH,26,6-0,175,Wake Forest,USA,2005,1,4,80,15.9,4.1,9.8,4.4,1.40%,11.20%,20.60%,57.80%,44.10%
Chris Kaman,LAC,29,7-0,265,Central Michigan,USA,2003,1,6,32,12.4,7,1.4,-3.6,6.10%,20.00%,24.20%,49.50%,10.00%
Chris Johnson,POR,25,6-11,210,Louisiana State,USA,Undrafted,Undrafted,Undrafted,14,2.4,2.3,0.2,-18.6,7.90%,15.40%,12.60%,55.40%,3.70%
Chris Duhon,ORL,28,6-1,190,Duke,USA,2004,2,38,51,2.5,1,2.3,0.2,1.20%,5.70%,11.80%,44.60%,25.10%
Chris Douglas-Roberts,MIL,24,6-7,210,Memphis,USA,2008,2,40,44,7.3,2,1.1,-1.2,0.80%,9.70%,18.10%,51.70%,9.80%
Chris Bosh,MIA,27,6-11,235,Georgia Tech,USA,2003,1,4,77,18.7,8.3,1.9,11.2,5.70%,17.80%,23.20%,56.90%,8.60%
Chris Andersen,DEN,32,6-10,228,Blinn J.C.,USA,Undrafted,Undrafted,Undrafted,45,5.6,4.9,0.4,6.2,10.20%,19.20%,12.90%,63.60%,4.30%
Chauncey Billups,NYK,34,6-3,210,Colorado,USA,1997,1,3,72,16.8,2.6,5.4,2.9,1.10%,7.10%,22.10%,61.70%,26.60%
Chase Budinger,HOU,23,6-7,218,Arizona,USA,2009,2,44,78,9.8,3.6,1.6,4.4,2.90%,13.10%,19.50%,53.40%,11.30%
Charlie Villanueva,DET,26,6-11,232,Connecticut,USA,2005,1,7,76,11.1,3.9,0.6,-4.4,3.10%,16.50%,22.90%,55.30%,5.00%
Charlie Bell,GSW,32,6-3,200,Michigan State,USA,Undrafted,Undrafted,Undrafted,19,1.7,0.9,0.7,1.8,3.40%,7.00%,13.10%,35.70%,11.30%
Channing Frye,PHX,28,6-11,245,Arizona,USA,2005,1,8,77,12.7,6.7,1.2,2.1,2.70%,17.70%,16.70%,55.70%,5.60%
Cartier Martin,WAS,26,6-7,220,Kansas State,USA,Undrafted,Undrafted,Undrafted,52,4,1.4,0.3,2.2,3.70%,10.20%,17.10%,52.40%,5.00%
Caron Butler,DAL,31,6-7,228,Connecticut,USA,2002,1,10,29,15,4.1,1.6,8.7,2.90%,10.90%,25.10%,52.30%,9.10%
Carmelo Anthony,NYK,27,6-8,230,Syracuse,USA,2003,1,3,77,25.6,7.3,2.9,3.8,4.50%,16.00%,31.80%,55.70%,14.90%
Carlos Delfino,MIL,28,6-6,230,None,Argentina,2003,1,25,49,11.5,4.1,2.3,-2.7,1.50%,12.20%,17.60%,51.70%,12.30%
Carlos Boozer,CHI,29,6-9,266,Duke,USA,2002,2,34,59,17.5,9.6,2.5,6.9,7.50%,24.20%,26.70%,54.20%,13.70%
Carlos Arroyo,BOS,31,6-2,200,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,64,4.8,1.6,2,4.1,1.90%,6.90%,13.70%,52.80%,16.00%
Carl Landry,NOH,27,6-9,248,Purdue,USA,2007,2,31,76,11.9,4.6,0.8,-4.3,8.20%,9.80%,20.40%,55.50%,5.20%
CJ Miles,UTA,24,6-6,232,No College,USA,2005,2,34,78,12.8,3.3,1.7,2.2,2.80%,10.90%,24.40%,50.70%,11.80%
C.J. Watson,CHI,27,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,82,4.9,1.1,2.3,6.7,1.50%,7.30%,21.20%,46.60%,30.30%
Byron Mullens,OKC,22,7-0,275,Ohio State,USA,2009,1,24,13,1.9,1.8,0,-12.4,6.10%,22.80%,20.40%,36.60%,0.00%
Brook Lopez,NJN,23,7-0,265,Stanford,USA,2008,1,10,82,20.4,6,1.6,-6.2,7.00%,10.80%,27.00%,54.90%,8.70%
Brian Skinner,MIL,35,6-9,255,Baylor,USA,1998,1,22,2,0,0,0,-89,0.00%,0.00%,0.00%,0.00%,0.00%
Brian Scalabrine,CHI,33,6-9,235,Southern California,USA,2001,2,34,18,1.1,0.4,0.3,-2.1,1.10%,6.80%,11.40%,52.60%,9.80%
Brian Cook,LAC,30,6-9,250,Illinois,USA,2003,1,24,40,4.8,2.4,0.4,-2.6,4.10%,18.60%,20.20%,53.40%,5.70%
Brian Cardinal,DAL,34,6-8,240,Purdue,USA,2000,2,44,56,2.6,1.1,0.7,-2.7,1.70%,8.50%,9.30%,67.20%,9.70%
Brendan Haywood,DAL,31,7-0,263,North Carolina,USA,2001,1,20,72,4.4,5.2,0.3,-0.5,10.20%,19.70%,12.00%,53.20%,2.20%
Brandon Rush,IND,25,6-6,210,Kansas,USA,2008,1,13,67,9.1,3.2,0.9,-5.6,1.90%,10.50%,16.00%,54.00%,5.80%
Brandon Roy,POR,26,6-6,211,Washington,USA,2006,1,6,47,12.2,2.6,2.7,2.6,2.20%,8.10%,22.50%,49.10%,16.80%
Brandon Jennings,MIL,21,6-1,169,None,USA,2009,1,10,63,16.2,3.7,4.8,-1.6,1.90%,9.50%,24.60%,49.30%,26.10%
Brandon Bass,ORL,26,6-8,250,Louisiana State,USA,2005,2,33,76,11.2,5.6,0.8,5,7.30%,14.90%,19.80%,57.10%,5.10%
Brandan Wright,NJN,23,6-10,210,North Carolina,USA,2007,1,8,37,3.8,2.4,0.3,-7.5,7.80%,15.60%,16.50%,54.00%,5.30%
Brad Miller,HOU,35,7-0,261,Purdue,USA,Undrafted,Undrafted,Undrafted,60,6.4,3.7,2.4,1.8,4.30%,17.80%,16.70%,56.60%,22.00%
Boris Diaw,CHA,29,6-8,235,None,France,2003,1,21,82,11.3,5,4.1,-4.5,4.00%,11.80%,16.60%,55.80%,20.30%
Bobby Simmons,SAS,31,6-6,235,DePaul,USA,2001,2,41,2,0,0,1,20,0.00%,0.00%,8.60%,0.00%,18.20%
Blake Griffin,LAC,22,6-10,251,Oklahoma,USA,2009,1,1,82,22.5,12.1,3.8,-2.2,9.00%,23.80%,27.00%,54.90%,18.40%
Beno Udrih,SAC,28,6-3,205,None,Slovenia,2004,1,28,79,13.7,3.4,4.9,-5.6,1.40%,8.60%,16.40%,58.70%,21.90%
Ben Wallace,DET,36,6-9,240,Virginia Union,USA,Undrafted,Undrafted,Undrafted,54,2.9,6.5,1.3,-7.6,10.60%,20.40%,8.20%,44.20%,8.60%
Ben Uzoh,NJN,23,6-3,205,Tulsa,USA,Undrafted,Undrafted,Undrafted,42,3.8,1.5,1.6,-8.2,6.70%,7.40%,19.90%,46.80%,27.80%
Ben Gordon,DET,28,6-3,200,Connecticut,USA,2004,1,3,82,11.2,2.4,2.1,-2.8,2.00%,8.20%,20.60%,54.80%,12.90%
Baron Davis,CLE,32,6-3,215,UCLA,USA,1999,1,3,58,13.1,2.7,6.7,-0.7,2.10%,7.70%,24.00%,50.60%,38.80%
Avery Bradley,BOS,20,6-2,180,Texas-Austin,USA,2010,1,19,31,1.7,0.5,0.4,-16.3,2.50%,7.80%,23.80%,36.00%,13.50%
Austin Daye,DET,23,6-11,200,Gonzaga,USA,2009,1,15,72,7.5,3.8,1.1,-4.6,4.50%,16.00%,18.10%,51.80%,8.50%
Arron Afflalo,DEN,25,6-5,215,UCLA,USA,2007,1,27,69,12.6,3.6,2.4,3.6,2.10%,8.90%,14.70%,62.00%,10.90%
Armon Johnson,POR,22,6-3,195,Nevada-Reno,USA,2010,2,34,38,2.9,0.9,1.2,-1.7,3.70%,9.30%,22.80%,49.70%,30.00%
Antonio McDyess,SAS,36,6-9,245,Alabama,USA,1995,1,2,73,5.3,5.4,1.2,5.7,9.50%,20.00%,14.70%,51.60%,9.30%
Antonio Daniels,PHI,36,6-4,205,Bowling Green,USA,1997,1,4,4,1.5,1.3,0.5,22.5,0.00%,13.90%,9.30%,51.00%,8.00%
Antoine Wright,SAC,27,6-7,215,Texas A&M,USA,2005,1,15,7,0.3,0.4,0,-31,5.30%,3.20%,12.50%,12.50%,0.00%
Anthony Tolliver,MIN,26,6-9,243,Creighton,USA,Undrafted,Undrafted,Undrafted,65,6.7,4.5,1.3,-2.5,6.40%,15.30%,13.00%,58.50%,9.00%
Anthony Randolph,MIN,21,6-11,225,Louisiana State,USA,2008,1,14,40,7.6,4,0.8,-10.7,6.90%,19.80%,25.60%,50.50%,10.30%
Anthony Parker,CLE,36,6-6,210,Bradley,USA,1997,1,21,72,8.3,3,3,-7.5,1.60%,9.10%,14.40%,50.50%,16.40%
Anthony Morrow,NJN,25,6-5,210,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,58,13.2,3,1.2,-4.3,2.00%,7.60%,17.50%,57.30%,6.30%
Anthony Carter,NYK,36,6-2,195,Hawaii,USA,Undrafted,Undrafted,Undrafted,33,3.3,1.5,2.1,0.9,1.50%,9.60%,14.00%,50.20%,23.40%
Antawn Jamison,CLE,35,6-9,235,North Carolina,USA,1998,1,4,56,18,6.7,1.7,-10.4,4.40%,16.40%,25.20%,51.60%,9.20%
Andy Rautins,NYK,24,6-4,190,Syracuse,USA,2010,2,38,5,1.6,0.2,0.6,-22.4,0.00%,4.00%,26.80%,50.80%,25.00%
Andris Biedrins,GSW,25,7-0,240,None,Latvia,2004,1,11,59,5,7.2,1,-8.4,10.30%,21.90%,10.40%,52.60%,6.00%
