PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Emmanuel Mudiay,DEN,21,6-5,200,None,Democratic Re...,2015,1,7,55,11,3.2,3.9,-4.7,2.00%,10.40%,22.20%,48.30%,22.20%
Gerald Henderson,PHI,29,6-5,215,Duke,USA,2009,1,12,72,9.2,2.6,1.6,-8.3,2.00%,9.20%,17.50%,52.90%,10.80%
Iman Shumpert,CLE,27,6-5,220,Georgia Tech,USA,2011,1,17,76,7.5,2.9,1.4,1.7,2.10%,8.80%,14.00%,53.60%,8.00%
Jamal Crawford,LAC,37,6-5,195,Michigan,USA,2000,1,8,82,12.3,1.6,2.6,-1,0.80%,5.10%,22.00%,52.50%,15.90%
James Harden,HOU,27,6-5,220,Arizona State,USA,2009,1,3,81,29.1,8.1,11.2,6.7,3.10%,18.50%,33.30%,61.30%,50.50%
Jeremy Lamb,CHA,25,6-5,185,Connecticut,USA,2012,1,12,62,9.7,4.3,1.2,-1.5,2.60%,20.00%,22.80%,55.00%,11.30%
Jordan Clarkson,LAL,25,6-5,194,Missouri,USA,2014,2,46,82,14.7,3,2.6,-8.3,2.00%,8.30%,22.80%,52.60%,14.30%
Jordan Crawford,NOP,28,6-5,195,Xavier,USA,2010,1,27,19,14.1,1.8,3,1.6,0.90%,6.90%,25.40%,58.20%,19.20%
Jordan McRae,CLE,26,6-5,179,Tennessee,USA,2014,2,58,37,4.4,1.1,0.5,-7.9,1.50%,8.80%,20.80%,48.80%,8.30%
Kent Bazemore,ATL,27,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,73,11,3.2,2.4,-1.7,2.20%,8.90%,20.20%,50.40%,14.00%
Kentavious Caldwell-Pope,DET,24,6-5,205,Georgia,USA,2013,1,8,76,13.8,3.3,2.5,-3.3,2.00%,7.90%,18.70%,51.90%,11.10%
Lamar Patterson,ATL,25,6-5,225,Pittsburgh,USA,2014,2,48,5,1.8,1.4,1.2,17.7,2.60%,12.20%,23.00%,27.60%,25.00%
Lance Stephenson,IND,26,6-5,230,Cincinnati,USA,2010,2,40,18,6.8,2.9,3.3,1,1.00%,12.80%,18.10%,48.50%,25.40%
Malcolm Brogdon,MIL,24,6-5,215,Virginia,USA,2016,2,36,75,10.2,2.8,4.2,2.6,2.50%,8.60%,18.20%,55.50%,23.90%
Malik Beasley,DEN,20,6-5,196,Florida State,USA,2016,1,19,22,3.8,0.8,0.5,15.5,3.20%,6.40%,21.60%,53.60%,9.80%
Manny Harris,DAL,27,6-5,185,Michigan,USA,Undrafted,Undrafted,Undrafted,4,2,2.3,0.5,-39.5,7.30%,35.30%,29.20%,23.90%,14.30%
Marco Belinelli,CHA,31,6-5,210,None,Italy,2007,1,18,74,10.5,2.4,2,-0.6,0.80%,9.30%,18.70%,56.60%,13.10%
Pat Connaughton,POR,24,6-5,210,Notre Dame,USA,2015,2,41,39,2.5,1.3,0.7,-4.1,3.20%,13.00%,12.70%,64.50%,13.70%
RJ Hunter,CHI,23,6-5,185,Georgia State,USA,2015,1,28,3,0,0.3,0,-52.6,0.00%,7.70%,3.80%,0.00%,0.00%
Rodney Stuckey,IND,31,6-5,205,Eastern Washington,USA,2007,1,15,39,7.2,2.2,2.2,-2.8,0.90%,10.90%,21.80%,48.30%,18.40%
Wayne Selden,MEM,22,6-5,230,Kansas,USA,2016,,,14,5.1,1.1,0.9,-8.6,0.40%,6.00%,15.90%,52.50%,9.00%
Wesley Matthews,DAL,30,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,73,13.5,3.5,2.9,-3.7,0.70%,10.50%,19.30%,53.30%,13.80%
Zach LaVine,MIN,22,6-5,185,UCLA,USA,2014,1,13,47,18.9,3.4,3,-2.8,1.10%,8.70%,21.50%,57.60%,12.80%
Austin Rivers,LAC,24,6-4,200,Duke,USA,2012,1,10,74,12,2.2,2.8,-0.1,1.00%,6.80%,19.80%,54.50%,15.50%
Buddy Hield,SAC,24,6-4,214,Oklahoma,Bahamas,2016,1,6,82,10.6,3.3,1.5,-5.8,1.80%,12.00%,20.90%,54.10%,10.10%
David Nwaba,LAL,24,6-4,209,Cal Poly,USA,Undrafted,Undrafted,Undrafted,20,6,3.2,0.7,1.3,4.20%,11.40%,11.80%,61.10%,4.80%
Dion Waiters,MIA,25,6-4,220,Syracuse,USA,2012,1,4,46,15.8,3.3,4.3,2.6,1.30%,9.50%,26.00%,50.70%,23.40%
Dwyane Wade,CHI,35,6-4,220,Marquette,USA,2003,1,5,60,18.3,4.5,3.8,-1.8,3.30%,11.30%,28.90%,50.80%,22.10%
E'Twaun Moore,NOP,28,6-4,191,Purdue,USA,2011,2,55,73,9.6,2.1,2.2,-3,1.70%,6.20%,17.10%,53.70%,13.80%
Elfrid Payton,ORL,23,6-4,185,Louisana-Lafayette,USA,2014,1,10,82,12.8,4.7,6.5,-2.6,3.50%,12.00%,21.10%,52.00%,32.90%
Eric Gordon,HOU,28,6-4,215,Indiana,USA,2008,1,7,75,16.2,2.7,2.5,6.2,1.20%,6.80%,21.70%,55.70%,12.50%
Gary Harris,DEN,22,6-4,210,Michigan State,USA,2014,1,19,57,14.9,3.1,2.9,2.2,2.70%,7.60%,18.30%,61.10%,12.90%
Gary Neal,ATL,32,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,2,2,0.5,0.5,-11,0.00%,6.70%,20.50%,22.80%,12.50%
Isaiah Whitehead,BKN,22,6-4,213,Seton Hall,USA,2016,2,42,73,7.4,2.5,2.6,-3.1,1.90%,8.40%,18.00%,48.70%,17.30%
JJ Redick,LAC,33,6-4,190,Duke,USA,2006,1,11,78,15,2.2,1.4,9.6,0.50%,7.00%,21.10%,59.90%,7.40%
Jamal Murray,DEN,20,6-4,207,Kentucky,Canada,2016,1,7,82,9.9,2.6,2.1,2.2,2.30%,9.50%,21.20%,51.80%,14.20%
Jerian Grant,CHI,24,6-4,198,Notre Dame,USA,2015,1,19,63,5.9,1.8,1.9,2.7,1.60%,9.00%,15.90%,55.50%,17.20%
Jodie Meeks,ORL,29,6-4,210,Kentucky,USA,2009,2,41,36,9.1,2.1,1.3,-5.8,0.70%,10.00%,19.20%,56.70%,8.90%
John Jenkins,PHX,26,6-4,215,Vanderbilt,USA,2012,1,23,4,1.8,0.3,0.3,40.5,0.00%,9.10%,18.80%,59.50%,8.30%
John Wall,WAS,26,6-4,210,Kentucky,USA,2010,1,1,78,23.1,4.2,10.7,4.2,2.10%,9.40%,29.90%,54.10%,45.00%
Jrue Holiday,NOP,27,6-4,205,UCLA,USA,2009,1,17,67,15.4,3.9,7.3,0.7,2.00%,9.20%,23.20%,53.20%,35.50%
Kris Dunn,MIN,23,6-4,205,Providence,USA,2016,1,5,78,3.8,2.1,2.4,-3.4,1.80%,11.20%,13.90%,43.20%,20.00%
Marcus Smart,BOS,23,6-4,220,Oklahoma State,USA,2014,1,6,79,10.6,3.9,4.6,3,3.20%,9.20%,18.30%,48.60%,22.60%
Marcus Thornton,WAS,30,6-4,205,Louisiana State,USA,2009,2,43,33,6.6,2.3,1.2,-12.2,3.70%,10.40%,18.30%,49.40%,10.80%
Matthew Dellavedova,MIL,26,6-4,198,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,76,7.6,1.9,4.7,-1.1,1.20%,6.30%,15.80%,50.10%,25.90%
Nicolas Laprovittola,SAS,27,6-4,180,None,Argentina,Undrafted,Undrafted,Undrafted,18,3.3,0.6,1.6,-11.5,0.60%,5.10%,17.90%,57.90%,30.10%
Norman Powell,TOR,24,6-4,215,UCLA,USA,2015,2,46,76,8.4,2.2,1.1,2.8,2.00%,10.70%,20.80%,55.20%,9.40%
Randy Foye,BKN,33,6-4,218,Villanova,USA,2006,1,7,69,5.2,2.2,2,-7.6,0.70%,10.80%,14.30%,50.60%,15.30%
Ricky Rubio,MIN,26,6-4,190,None,Spain,2009,1,5,75,11.1,4.1,9.1,-0.7,2.80%,10.00%,17.10%,53.90%,38.50%
Rodney McGruder,MIA,25,6-4,205,Kansas State,USA,Undrafted,Undrafted,Undrafted,78,6.4,3.3,1.6,0.3,4.70%,8.30%,12.30%,50.60%,8.80%
Ron Baker,NYK,24,6-4,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,52,4.1,1.9,2.1,-2.3,1.40%,10.00%,14.90%,45.60%,18.80%
Sean Kilpatrick,BKN,27,6-4,219,Cincinnati,USA,Undrafted,Undrafted,Undrafted,70,13.1,4,2.2,-6.3,1.20%,13.60%,23.20%,54.60%,14.70%
Tony Allen,MEM,35,6-4,213,Oklahoma State,USA,2004,1,25,71,9.1,5.5,1.4,0.8,8.60%,12.30%,17.80%,49.30%,8.30%
Troy Daniels,MEM,25,6-4,205,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,67,8.2,1.5,0.7,0.6,1.70%,6.80%,20.30%,53.10%,6.50%
Tyler Johnson,MIA,25,6-4,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,73,13.7,4,3.2,0.6,2.20%,11.10%,20.30%,53.50%,17.00%
Victor Oladipo,OKC,25,6-4,210,Indiana,USA,2013,1,2,67,15.9,4.3,2.6,4.1,1.70%,10.90%,21.00%,53.40%,12.20%
Wade Baldwin IV,MEM,21,6-4,202,Vanderbilt,USA,2016,1,17,33,3.2,1.4,1.8,-16.8,2.50%,8.50%,18.60%,40.40%,26.20%
Wayne Ellington,MIA,29,6-4,200,North Carolina,USA,2009,1,28,62,10.5,2.1,1.1,2.7,1.20%,7.60%,17.40%,56.50%,7.00%
Beno Udrih,DET,34,6-3,205,None,Slovenia,2004,1,28,39,5.8,1.5,3.4,6.6,1.10%,8.90%,19.50%,53.50%,36.40%
Brandon Knight,PHX,25,6-3,195,Kentucky,USA,2011,1,8,54,11,2.2,2.4,-13.6,2.00%,8.20%,24.80%,50.20%,19.40%
Bryn Forbes,SAS,23,6-3,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,36,2.6,0.6,0.6,-9.7,0.60%,7.20%,17.20%,46.20%,14.60%
CJ McCollum,POR,25,6-3,190,Lehigh,USA,2013,1,10,80,23,3.6,3.6,0.7,2.10%,8.00%,26.80%,58.50%,17.50%
Cameron Payne,CHI,22,6-3,185,Murray State,USA,2015,1,14,31,5.2,1.5,1.8,-6.1,0.60%,9.80%,21.20%,40.70%,19.50%
Cory Joseph,TOR,25,6-3,190,Texas-Austin,Canada,2011,1,29,80,9.3,2.9,3.3,1.1,2.50%,9.20%,17.90%,51.80%,20.00%
Damian Lillard,POR,26,6-3,195,Weber State,USA,2012,1,6,75,27,4.9,5.9,1.4,1.70%,11.80%,30.40%,58.60%,27.70%
Deron Williams,CLE,33,6-3,200,Illinois,USA,2005,1,3,64,11,2.3,5.6,-2.4,0.90%,8.60%,21.90%,54.10%,35.00%
Derrick Rose,NYK,28,6-3,190,Memphis,USA,2008,1,1,64,18,3.8,4.4,-4.2,3.00%,8.20%,25.40%,53.00%,21.60%
Devin Harris,DAL,34,6-3,185,Wisconsin,USA,2004,1,5,65,6.7,2,2.1,2.7,1.00%,11.10%,19.10%,54.90%,19.70%
Gary Payton II,MIL,24,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,6,3.3,2,2.2,-27.8,0.00%,12.20%,15.70%,41.30%,22.40%
George Hill,UTA,31,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,49,16.9,3.4,4.2,8.5,1.60%,9.50%,22.90%,59.90%,22.70%
Goran Dragic,MIA,31,6-3,190,None,Slovenia,2008,2,45,73,20.3,3.8,5.8,1.1,2.50%,8.70%,26.20%,57.50%,28.30%
Ian Clark,GSW,26,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,77,6.8,1.6,1.2,1.5,2.00%,7.80%,19.20%,57.50%,12.20%
Isaiah Taylor,HOU,22,6-3,170,Texas-Austin,USA,2016,,,4,0.8,0.8,0.8,-17.7,1.90%,3.70%,6.40%,19.00%,7.00%
Jarrett Jack,NOP,33,6-3,200,Georgia Tech,USA,2005,1,22,2,3,0,2.5,-10.1,0.00%,0.00%,8.90%,77.30%,26.30%
Jeremy Lin,BKN,28,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,36,14.5,3.8,5.1,-4.7,1.20%,12.80%,25.50%,56.60%,33.80%
Jerryd Bayless,PHI,28,6-3,200,Arizona,USA,2008,1,11,3,11,4,4.3,-14.6,4.10%,11.50%,27.90%,45.30%,36.10%
Jose Calderon,ATL,35,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,41,3.4,1.8,2.1,-10,2.50%,11.10%,14.00%,50.60%,25.10%
Kyrie Irving,CLE,25,6-3,193,Duke,Australia,2011,1,1,72,25.2,3.2,5.8,6.4,2.00%,6.80%,29.50%,58.00%,27.80%
Leandro Barbosa,PHX,34,6-3,194,None,Brazil,2003,1,28,67,6.3,1.6,1.2,-3,1.50%,9.30%,20.10%,50.90%,12.80%
Malcolm Delaney,ATL,28,6-3,190,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,73,5.4,1.7,2.6,1.4,0.80%,9.00%,18.10%,45.60%,24.10%
Marcelo Huertas,LAL,34,6-3,200,None,Brazil,Undrafted,Undrafted,Undrafted,23,2.7,1,2.3,-7.7,0.80%,10.20%,17.00%,41.70%,31.10%
Monta Ellis,IND,31,6-3,185,None,USA,2005,2,40,74,8.5,2.8,3.2,-2,1.00%,9.20%,16.60%,51.40%,17.10%
Ramon Sessions,CHA,31,6-3,190,Nevada-Reno,USA,2007,2,56,50,6.2,1.5,2.6,-5.5,1.30%,7.10%,19.20%,49.50%,24.00%
Reggie Jackson,DET,27,6-3,208,Boston College,USA,2011,1,24,52,14.5,2.2,5.2,-8,1.30%,7.20%,26.10%,51.00%,30.60%
Russell Westbrook,OKC,28,6-3,200,UCLA,USA,2008,1,4,81,31.6,10.7,10.4,4.5,4.60%,25.10%,40.20%,55.40%,54.30%
Semaj Christon,OKC,24,6-3,190,Xavier,USA,2014,2,55,64,2.9,1.4,2,-6.3,1.90%,7.30%,12.30%,38.70%,19.30%
Sergio Rodriguez,PHI,31,6-3,176,None,Spain,2006,1,27,68,7.8,2.3,5.1,-5,1.30%,8.80%,18.90%,48.40%,34.90%
Shelvin Mack,UTA,27,6-3,203,Butler,USA,2011,2,34,55,7.8,2.3,2.8,0.3,1.80%,8.70%,19.10%,51.80%,21.00%
Stephen Curry,GSW,29,6-3,190,Davidson,USA,2009,1,7,79,25.3,4.5,6.6,17.4,2.40%,10.10%,28.60%,62.40%,28.70%
Tyler Ennis,LAL,22,6-3,194,Syracuse,Canada,2014,1,18,53,4.3,0.8,1.6,0.1,1.50%,6.50%,18.90%,52.10%,21.10%
Avery Bradley,BOS,26,6-2,180,Texas-Austin,USA,2010,1,19,55,16.3,6.1,2.2,1.7,3.50%,14.30%,21.50%,54.80%,10.70%
Bobby Brown,HOU,32,6-2,175,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,25,2.5,0.2,0.6,-15.7,0.00%,4.40%,21.90%,50.90%,17.50%
Briante Weber,CHA,24,6-2,165,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.3,1.1,-12.9,3.70%,10.70%,16.70%,46.20%,16.80%
C.J. Watson,ORL,33,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,62,4.5,1.4,1.8,-8.5,1.50%,7.50%,13.90%,50.70%,17.40%
Chasson Randle,NYK,24,6-2,185,Stanford,USA,2015,,,26,5.3,1.2,1.3,0.8,2.00%,8.60%,19.30%,58.60%,17.30%
Jason Terry,MIL,39,6-2,185,Arizona,USA,1999,1,10,74,4.1,1.4,1.3,4.5,1.20%,6.60%,9.60%,60.00%,10.00%
Jeff Teague,IND,29,6-2,186,Wake Forest,USA,2009,1,19,82,15.3,4,7.8,1.1,1.30%,11.10%,21.90%,57.40%,35.90%
Joe Young,IND,25,6-2,180,Oregon,USA,2015,2,43,33,2.1,0.5,0.5,-19.1,0.60%,12.50%,25.10%,43.30%,20.30%
Jonathan Gibson,DAL,29,6-2,185,New Mexico State,USA,Undrafted,Undrafted,Undrafted,17,6.2,1.3,1.5,-17.5,0.40%,10.70%,24.90%,49.20%,21.50%
Jordan Farmar,SAC,30,6-2,180,UCLA,USA,2006,1,26,2,6,1.5,4.5,-11.7,3.00%,5.70%,18.30%,50.00%,34.60%
Langston Galloway,SAC,25,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,74,7.9,2.1,1.3,-2.3,1.70%,8.20%,18.00%,51.00%,9.80%
Norris Cole,OKC,28,6-2,175,Cleveland State,USA,2011,1,28,13,3.3,0.8,1.1,-5.8,0.00%,9.20%,21.50%,38.10%,17.70%
Quinn Cook,NOP,24,6-2,179,Duke,USA,Undrafted,Undrafted,Undrafted,14,5.6,0.5,1.9,-11.3,0.60%,3.70%,19.20%,57.90%,19.80%
Ronnie Price,PHX,34,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,14,1,0.8,1.3,-15.7,1.80%,5.90%,8.50%,27.20%,18.80%
Seth Curry,DAL,26,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,70,12.8,2.6,2.7,-0.2,1.30%,8.40%,19.30%,60.10%,15.90%
T.J. McConnell,PHI,25,6-2,200,Arizona,USA,2015,0,,81,6.9,3.1,6.6,-6.2,1.80%,9.70%,14.20%,50.40%,37.40%
Terry Rozier,BOS,23,6-2,190,Louisville,USA,2015,1,16,74,5.5,3.1,1.8,-0.7,3.00%,14.00%,16.70%,46.60%,16.40%
Toney Douglas,MEM,31,6-2,195,Florida State,USA,2009,1,29,24,4.9,2.5,2.3,0.2,3.10%,13.70%,15.80%,45.10%,21.40%
Tony Parker,SAS,35,6-2,185,None,France,2001,1,28,63,10.1,1.8,4.5,6.5,0.60%,6.60%,20.40%,51.40%,27.60%
Tyus Jones,MIN,21,6-2,195,Duke,USA,2015,1,24,60,3.5,1.1,2.6,2,1.30%,7.80%,13.20%,52.30%,27.60%
Brandon Jennings,WAS,27,6-1,170,None,USA,2009,1,10,81,7.1,2.4,4.9,-2,1.50%,8.90%,17.20%,47.90%,30.80%
Brian Roberts,CHA,31,6-1,173,University of Dayton,USA,Undrafted,Undrafted,Undrafted,41,3.5,1,1.3,-7.7,1.20%,8.40%,18.10%,51.00%,21.40%
Demetrius Jackson,BOS,22,6-1,201,Notre Dame,USA,2016,2,45,5,2,0.8,0.6,-3.3,9.10%,11.80%,15.90%,75.30%,30.00%
Dennis Schroder,ATL,23,6-1,172,None,Germany,2013,1,17,79,17.9,3.1,6.3,-1.5,1.70%,7.90%,27.20%,53.30%,34.00%
Eric Bledsoe,PHX,27,6-1,205,Kentucky,USA,2010,1,18,66,21.1,4.8,6.3,-3.8,2.30%,12.40%,27.50%,56.30%,30.90%
Kemba Walker,CHA,27,6-1,184,Connecticut,USA,2011,1,9,79,23.2,3.9,5.5,3.5,1.60%,9.50%,28.60%,56.90%,28.20%
Lou Williams,HOU,30,6-1,175,None,USA,2005,2,45,81,17.5,2.5,3,0.9,1.20%,8.40%,27.70%,59.30%,19.30%
Mike Conley,MEM,29,6-1,175,Ohio State,USA,2007,1,4,69,20.5,3.5,6.3,3.4,1.40%,9.50%,25.60%,60.40%,32.90%
Patrick Beverley,HOU,28,6-1,185,Arkansas,USA,2009,2,42,67,9.5,5.9,4.2,8.4,4.40%,14.40%,14.00%,54.60%,18.40%
Rajon Rondo,CHI,31,6-1,186,Kentucky,USA,2006,1,21,69,7.8,5.1,6.7,-2.2,3.80%,15.10%,17.40%,46.10%,36.10%
Raul Neto,UTA,25,6-1,179,None,Brazil,2013,2,47,40,2.5,0.8,0.9,12.3,1.20%,7.30%,14.00%,52.70%,14.00%
Raymond Felton,LAC,33,6-1,205,North Carolina,USA,2005,1,5,80,6.7,2.7,2.4,-4.1,1.90%,10.60%,16.30%,49.60%,17.20%
Shabazz Napier,POR,25,6-1,175,Connecticut,USA,2014,1,24,53,4.1,1.2,1.3,2.4,1.70%,10.80%,21.50%,53.30%,20.00%
Tim Frazier,NOP,26,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,65,7.1,2.7,5.2,-2.6,2.20%,8.70%,16.10%,50.40%,31.20%
Trey Burke,WAS,24,6-1,191,Michigan,USA,2013,1,9,57,5,0.8,1.8,-10.2,1.00%,5.70%,20.00%,53.20%,23.00%
Aaron Brooks,IND,32,6-0,161,Oregon,USA,2007,1,26,65,5,1.1,1.9,-1.6,1.90%,5.60%,18.60%,50.70%,21.60%
Chris Paul,LAC,32,6-0,175,Wake Forest,USA,2005,1,4,61,18.1,5,9.2,14.4,2.20%,13.20%,23.90%,61.40%,44.40%
D.J. Augustin,ORL,29,6-0,183,Texas-Austin,USA,2008,1,9,78,7.9,1.5,2.7,-14.6,0.90%,6.70%,19.40%,52.40%,23.70%
Darren Collison,SAC,29,6-0,175,UCLA,USA,2009,1,21,68,13.2,2.2,4.6,-3.6,1.20%,6.60%,19.50%,57.00%,24.30%
Fred VanVleet,TOR,23,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,37,2.9,1.1,0.9,10.8,1.30%,11.80%,19.90%,44.30%,18.00%
Isaiah Canaan,CHI,26,6-0,201,Murray State,USA,2013,2,34,39,4.6,1.3,0.9,-5.7,0.90%,7.40%,15.10%,48.30%,9.90%
Ish Smith,DET,28,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,81,9.4,2.9,5.2,0.8,1.00%,10.90%,20.10%,47.70%,31.90%
J.J. Barea,DAL,33,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,35,10.9,2.4,5.5,-0.9,1.20%,10.20%,25.40%,52.10%,42.10%
Jameer Nelson,DEN,35,6-0,190,St. Joseph's (PA),USA,2004,1,20,75,9.2,2.6,5.1,2.9,1.30%,8.00%,15.60%,54.40%,25.80%
Kyle Lowry,TOR,31,6-0,205,Villanova,USA,2006,1,24,60,22.4,4.8,7,7.7,2.20%,10.90%,24.30%,62.30%,29.30%
Patty Mills,SAS,28,6-0,185,St.Mary's College of California,Australia,2009,2,55,80,9.5,1.8,3.5,11.2,1.40%,6.50%,18.40%,57.80%,23.60%
Yogi Ferrell,DAL,24,6-0,180,Indiana,USA,Undrafted,Undrafted,Undrafted,46,10,2.4,3.7,-4.2,1.70%,8.10%,19.20%,53.30%,23.20%
John Lucas III,MIN,34,5-11,166,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,5,0.4,0,0.2,52.3,0.00%,0.00%,15.40%,25.00%,20.00%
Ty Lawson,SAC,29,5-11,195,North Carolina,USA,2009,1,18,69,9.9,2.6,4.8,-4.5,2.60%,7.70%,19.00%,55.10%,30.00%
Pierre Jackson,DAL,25,5-10,180,Baylor,USA,2013,2,42,9,3.9,1,2.1,31.8,1.10%,9.80%,22.20%,41.60%,32.20%
Tyler Ulis,PHX,21,5-10,150,Kentucky,USA,2016,2,34,61,7.3,1.6,3.7,-5.3,1.60%,6.30%,19.90%,47.40%,29.70%
Isaiah Thomas,BOS,28,5-9,185,Washington,USA,2011,2,60,76,28.9,2.7,5.9,4.6,1.70%,6.10%,33.20%,62.50%,30.50%
Kay Felder,CLE,22,5-9,176,None,USA,2016,2,54,42,4,1,1.4,-6.5,0.80%,9.20%,24.30%,46.20%,26.10%
