PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Terrence Ross,TOR,24,6-7,195,Washington,USA,2012,1,8,82,9.8,2.8,1,0.6,1.60%,9.50%,18.10%,51.90%,6.30%
Terrence Jones,HOU,23,6-9,255,Kentucky,USA,2012,1,18,33,11.7,6.7,1.1,4.8,8.80%,14.30%,18.40%,56.70%,6.70%
Tayshaun Prince,DET,35,6-9,215,Kentucky,USA,2002,1,23,58,7.5,3.6,1.6,-4.5,3.60%,11.40%,15.00%,50.40%,10.90%
Tarik Black,LAL,23,6-11,257,Kansas,USA,Undrafted,Undrafted,Undrafted,63,6,5.8,0.7,-3.8,11.40%,20.10%,13.80%,58.30%,5.90%
Taj Gibson,CHI,30,6-9,225,Southern California,USA,2009,1,26,62,10.3,6.4,1.1,1.7,9.50%,13.20%,17.50%,54.50%,7.10%
T.J. Warren,PHX,21,6-8,215,North Carolina State,USA,2014,1,14,40,6.1,2.1,0.6,-8.5,6.10%,7.10%,17.30%,55.10%,6.90%
Steven Adams,OKC,21,7-0,255,Pittsburgh,New Zealand,2013,1,12,70,7.7,7.5,0.9,1.8,10.70%,17.90%,14.20%,54.90%,5.60%
Steve Novak,OKC,32,6-10,225,Marquette,USA,2006,2,32,35,1.8,0.6,0.3,-16.1,0.90%,10.00%,12.90%,55.40%,8.80%
Steve Blake,POR,35,6-3,172,Maryland,USA,2003,2,38,81,4.3,1.7,3.6,3.2,1.00%,7.30%,12.90%,50.70%,26.40%
Stephen Curry,GSW,27,6-3,190,Davidson,USA,2009,1,7,80,23.8,4.3,7.7,16.3,2.20%,10.00%,27.70%,63.80%,35.80%
Spencer Hawes,LAC,27,7-1,245,Washington,USA,2007,1,10,73,5.8,3.5,1.2,-3.1,2.40%,17.30%,18.10%,47.80%,11.00%
Spencer Dinwiddie,DET,22,6-6,200,Colorado,USA,2014,2,38,34,4.3,1.4,3.1,-7.9,0.80%,10.00%,20.80%,39.40%,39.40%
Solomon Hill,IND,24,6-7,225,Arizona,USA,2013,1,23,82,8.9,3.8,2.2,-3.7,2.90%,10.30%,15.90%,50.70%,12.10%
Sim Bhullar,SAC,22,7-5,360,New Mexico State,Canada,Undrafted,Undrafted,Undrafted,3,0.7,0.3,0.3,0,0.00%,33.30%,28.60%,50.00%,50.00%
Shelvin Mack,ATL,25,6-3,207,Butler,USA,2011,2,34,55,5.4,1.4,2.8,2.3,1.00%,8.60%,19.00%,48.90%,29.80%
Shayne Whittington,IND,24,6-11,250,Western Michigan,USA,Undrafted,Undrafted,Undrafted,20,2.9,1.5,0.3,7,9.40%,17.80%,24.30%,54.70%,9.40%
Shawne Williams,DET,29,6-10,230,Memphis,USA,2006,1,17,63,5.4,2.6,0.7,-5.1,3.50%,13.10%,14.90%,53.70%,6.80%
Shawn Marion,CLE,37,6-7,228,UNLV,USA,1999,1,9,57,4.8,3.5,0.9,3.1,5.80%,12.60%,12.60%,48.90%,6.90%
Shavlik Randolph,PHX,31,6-10,236,Duke,USA,Undrafted,Undrafted,Undrafted,21,1.1,1.8,0.2,-8,10.10%,18.20%,14.20%,29.80%,5.10%
Shaun Livingston,GSW,29,6-7,192,None,USA,2004,1,4,78,5.9,2.3,3.3,1,3.00%,8.80%,15.90%,52.90%,26.70%
Shannon Brown,MIA,29,6-3,215,Michigan State,USA,2006,1,25,5,4,0.2,0.6,-8.7,0.00%,1.30%,14.00%,48.20%,4.90%
Shane Larkin,NYK,22,5-11,175,Miami,USA,2013,1,18,76,6.2,2.3,3,-10.7,1.50%,8.40%,13.40%,50.40%,20.10%
Shabazz Napier,MIA,23,6-1,175,Connecticut,USA,2014,1,24,51,5.1,2.2,2.5,-2.2,1.80%,10.20%,15.40%,51.70%,21.60%
Shabazz Muhammad,MIN,22,6-6,227,UCLA,USA,2013,1,14,38,13.5,4.1,1.2,-8.9,6.90%,11.10%,23.90%,55.60%,9.10%
Seth Curry,PHX,24,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,2,0,1,0.5,-25,0.00%,28.60%,16.70%,0.00%,20.00%
Sergey Karasev,BKN,21,6-7,208,None,Russia,2013,1,19,33,4.6,2,1.4,1.7,4.10%,7.80%,13.90%,50.80%,12.30%
Serge Ibaka,OKC,25,6-10,245,None,Republic of t...,2008,1,24,64,14.3,7.8,0.9,3.9,6.30%,15.80%,19.00%,54.90%,4.10%
Sebastian Telfair,OKC,30,6-0,170,None,USA,2004,1,13,16,8.4,1.9,2.8,-11.2,0.60%,8.80%,21.90%,47.90%,29.00%
Sean Kilpatrick,MIN,25,6-4,210,Cincinnati,USA,Undrafted,Undrafted,Undrafted,4,5.5,1.5,1,11.5,1.70%,7.80%,15.00%,50.60%,8.20%
Samuel Dalembert,NYK,35,6-11,255,Seton Hall,Haiti,2001,1,26,32,4,5.3,0.9,-15.8,10.10%,21.80%,14.90%,46.10%,8.80%
Ryan Kelly,LAL,24,6-11,230,Duke,USA,2013,2,48,52,6.4,2.8,1.8,-6.1,1.00%,10.90%,14.00%,47.30%,11.30%
Ryan Hollins,SAC,30,7-0,240,UCLA,USA,2006,2,50,46,3,2.2,0.3,-5.3,8.50%,13.70%,13.10%,64.80%,4.80%
Ryan Anderson,NOP,27,6-10,240,California,USA,2008,1,21,61,13.7,4.8,0.9,-1.1,6.30%,11.40%,22.50%,52.40%,5.40%
Russell Westbrook,OKC,26,6-3,200,UCLA,USA,2008,1,4,67,28.1,7.3,8.6,4.7,5.10%,15.10%,36.80%,53.60%,43.00%
Russ Smith,MEM,24,6-0,165,Louisville,USA,2014,2,47,12,2.5,0.5,0.7,15.6,1.30%,6.80%,25.10%,48.80%,21.60%
Rudy Gobert,UTA,23,7-1,245,None,France,2013,1,27,82,8.4,9.5,1.3,0.5,12.30%,23.20%,13.80%,62.70%,8.70%
Rudy Gay,SAC,28,6-8,230,Connecticut,USA,2006,1,8,68,21.1,5.9,3.7,-2.4,4.20%,12.40%,26.30%,55.60%,18.50%
Roy Hibbert,IND,28,7-2,290,Georgetown,USA,2008,1,17,76,10.6,7.1,1.1,-1.1,8.20%,19.30%,21.60%,50.10%,7.60%
Ronny Turiaf,MIN,32,6-10,249,Gonzaga,France,2005,2,37,2,0,0.5,1,-16.4,0.00%,7.10%,0.00%,0.00%,16.70%
Ronnie Price,LAL,32,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,43,5.1,1.6,3.8,-3.3,1.80%,5.20%,13.20%,45.50%,24.40%
Rodney Stuckey,IND,29,6-5,205,Eastern Washington,USA,2007,1,15,71,12.6,3.5,3.1,-0.6,1.90%,10.70%,23.00%,52.80%,20.00%
Rodney Hood,UTA,22,6-8,215,Duke,USA,2014,1,23,50,8.7,2.3,1.7,3.8,0.80%,10.10%,19.20%,52.90%,13.60%
Robin Lopez,POR,27,7-0,255,Stanford,USA,2008,1,15,59,9.6,6.7,0.9,4.3,11.60%,11.50%,15.30%,57.40%,5.00%
Robert Sacre,LAL,26,7-0,270,Gonzaga,Canada,2012,2,60,67,4.6,3.5,0.8,-2.8,7.40%,12.70%,14.90%,44.90%,7.60%
Robert Covington,PHI,24,6-9,215,Tennessee State,USA,Undrafted,Undrafted,Undrafted,70,13.5,4.5,1.5,-3.7,3.00%,12.80%,21.30%,55.40%,9.50%
Robbie Hummel,MIN,26,6-9,219,Purdue,USA,2012,2,58,45,4.4,3,0.6,-9.1,4.00%,14.70%,12.00%,53.60%,5.80%
Ricky Rubio,MIN,24,6-4,192,None,Spain,2009,1,5,22,10.3,5.7,8.8,-1.4,2.60%,15.20%,19.30%,45.20%,42.20%
Ricky Ledo,NYK,22,6-7,195,Providence,USA,2013,2,43,17,5.3,2.1,1.1,-10.6,6.10%,8.60%,23.20%,42.60%,14.30%
Richard Jefferson,DAL,35,6-7,234,Arizona,USA,2001,1,13,74,5.8,2.5,0.8,2,2.00%,12.10%,15.00%,57.70%,7.30%
Reggie Williams,SAS,28,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,20,1.9,0.9,0.5,-21.6,4.50%,11.70%,17.60%,45.40%,16.90%
Reggie Jackson,DET,25,6-3,208,Boston College,USA,2011,1,24,77,14.5,4.2,6,2,2.30%,11.50%,24.40%,51.10%,33.30%
Reggie Evans,SAC,35,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,47,3.7,6.4,0.7,-3.5,12.40%,27.00%,12.80%,49.00%,6.50%
Reggie Bullock,PHX,24,6-7,205,North Carolina,USA,2013,1,25,36,1.9,1.4,0.2,0.4,0.30%,14.00%,11.10%,46.60%,3.80%
Raymond Felton,DAL,31,6-1,205,North Carolina,USA,2005,1,5,29,3.7,0.9,1.4,-4.3,0.70%,8.00%,19.90%,48.00%,23.70%
Ray McCallum,SAC,24,6-3,190,Detroit,USA,2013,2,36,68,7.4,2.6,2.8,-8.1,3.50%,8.90%,17.50%,49.60%,21.00%
Rasual Butler,WAS,36,6-7,215,La Salle,USA,2002,2,52,75,7.7,2.6,0.8,-1.9,1.80%,10.50%,17.30%,53.10%,6.70%
Randy Foye,DEN,31,6-4,213,Villanova,USA,2006,1,7,50,8.7,1.7,2.4,-4.5,0.80%,7.10%,19.00%,51.00%,17.60%
Ramon Sessions,WAS,29,6-3,190,Nevada-Reno,USA,2007,2,56,64,6.3,2.3,2.8,-6.9,2.00%,9.50%,18.70%,49.00%,25.80%
Rajon Rondo,DAL,29,6-1,186,Kentucky,USA,2006,1,21,68,8.9,5.5,7.9,-0.9,3.60%,14.50%,19.10%,44.80%,39.30%
Quincy Pondexter,NOP,27,6-7,220,Washington,USA,2010,1,26,75,7.2,2.6,1.3,0.3,3.00%,7.90%,13.50%,55.00%,8.00%
Quincy Miller,DET,22,6-9,210,Baylor,USA,2012,2,38,10,2.9,2,0.8,17.4,3.00%,11.60%,16.20%,33.80%,9.20%
Quincy Acy,NYK,24,6-7,240,Baylor,USA,2012,2,37,68,5.9,4.4,1,-7.3,5.90%,17.60%,15.10%,53.30%,9.10%
Phil Pressey,BOS,24,5-11,175,Missouri,USA,Undrafted,Undrafted,Undrafted,50,3.5,1.6,2.3,0.9,2.00%,10.40%,17.10%,45.30%,30.00%
Perry Jones III,OKC,23,6-11,235,Baylor,USA,2012,1,28,43,4.3,1.8,0.4,-10.2,0.90%,10.50%,15.20%,45.90%,4.60%
Pero Antic,ATL,32,6-11,260,None,Macedonia,Undrafted,Undrafted,Undrafted,63,5.7,3,0.8,7.9,5.60%,12.70%,16.70%,50.80%,7.20%
Paul Pierce,WAS,37,6-7,235,Kansas,USA,1998,1,10,73,11.9,4,2,4.4,2.40%,12.80%,19.50%,58.00%,11.50%
Paul Millsap,ATL,30,6-8,253,Louisiana Tech,USA,2006,2,47,73,16.7,7.8,3.1,8.3,6.20%,18.10%,23.30%,56.50%,14.90%
Paul George,IND,25,6-9,220,Fresno State,USA,2010,1,10,6,8.8,3.7,1,9.5,4.50%,17.30%,31.90%,49.20%,12.20%
Pau Gasol,CHI,34,7-0,250,None,Spain,2001,1,3,78,18.5,11.8,2.7,3.2,8.00%,23.70%,24.20%,55.00%,14.20%
Patty Mills,SAS,26,6-0,185,St.Mary's College of California,Australia,2009,2,55,51,6.9,1.5,1.7,9.9,2.50%,6.40%,20.80%,49.60%,17.20%
Patrick Patterson,TOR,26,6-9,235,Kentucky,USA,2010,1,14,81,8,5.3,1.9,5.6,5.70%,14.50%,12.70%,56.80%,10.80%
Patrick Christopher,MEM,27,-,-,California,USA,Undrafted,Undrafted,Undrafted,4,1.5,1.5,0,-27.8,7.10%,15.40%,20.30%,25.00%,0.00%
Patrick Beverley,HOU,26,6-1,210,Arkansas,USA,2009,2,42,56,10.1,4.2,3.4,2.7,3.80%,9.90%,16.10%,50.90%,17.10%
Pablo Prigioni,HOU,38,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,67,4.1,1.8,2.6,-3.3,2.50%,7.60%,11.30%,55.70%,21.30%
PJ Hairston,CHA,22,6-6,230,North Carolina,USA,2014,1,26,45,5.6,2,0.5,-8.1,2.80%,10.10%,19.00%,44.60%,5.10%
P.J. Tucker,PHX,30,6-6,224,Texas-Austin,USA,2006,2,35,78,9.1,6.4,1.6,-1.2,4.60%,15.70%,13.80%,54.10%,7.60%
Otto Porter Jr.,WAS,22,6-8,198,Georgetown,USA,2013,1,3,74,6,3,0.9,-0.9,5.10%,10.30%,14.70%,52.30%,6.80%
Omri Casspi,SAC,27,6-9,225,None,Israel,2009,1,23,67,8.9,3.9,1.5,-6,4.00%,14.00%,18.20%,58.00%,12.10%
Omer Asik,NOP,28,7-0,255,None,Turkey,2008,2,36,76,7.3,9.8,0.9,1,12.30%,26.00%,13.80%,54.50%,5.40%
Ognjen Kuzmic,GSW,25,7-0,260,None,Serbia,2012,2,52,16,1.3,1.1,0.4,-28.6,10.90%,11.50%,10.90%,72.70%,15.40%
O.J. Mayo,MIL,27,6-5,210,Southern California,USA,2008,1,3,71,11.4,2.6,2.8,-1.5,1.90%,8.90%,23.20%,52.90%,19.40%
Norris Cole,NOP,26,6-2,175,Cleveland State,USA,2011,1,28,75,7.6,2.1,3.4,-5.3,0.80%,8.00%,17.90%,48.30%,22.90%
Noah Vonleh,CHA,19,6-10,240,Indiana,USA,2014,1,9,25,3.3,3.4,0.2,-13.3,9.20%,22.70%,16.70%,47.50%,2.90%
Nikola Vucevic,ORL,24,7-0,260,Southern California,Montenegro,2011,1,16,74,19.3,10.9,2,-6.1,9.50%,23.60%,25.40%,54.80%,10.60%
Nikola Pekovic,MIN,29,6-11,295,None,Montenegro,2008,2,31,31,12.5,7.5,0.9,-4.4,10.40%,18.10%,22.40%,50.20%,5.70%
Nikola Mirotic,CHI,24,6-10,220,None,Montenegro,2011,1,23,82,10.2,4.9,1.2,5,3.90%,19.30%,22.50%,55.60%,10.20%
Nik Stauskas,SAC,21,6-6,205,Michigan,Canada,2014,1,8,73,4.4,1.2,0.9,-5.9,1.00%,6.60%,13.80%,49.20%,9.20%
Nicolas Batum,POR,26,6-8,200,None,France,2008,1,25,71,9.4,5.9,4.8,4.5,2.60%,14.10%,14.30%,51.60%,20.00%
Nick Young,LAL,30,6-7,210,Southern California,USA,2007,1,16,42,13.4,2.3,1,-3.5,1.60%,7.70%,24.80%,52.00%,7.10%
Nick Johnson,HOU,22,6-3,202,Arizona,USA,2014,2,42,28,2.6,1.4,0.4,-8.1,4.50%,8.90%,16.70%,43.00%,6.90%
Nick Collison,OKC,34,6-10,255,Kansas,USA,2003,1,12,66,4.1,3.8,1.4,3.7,7.60%,14.00%,12.60%,48.50%,12.00%
Nick Calathes,MEM,26,6-6,213,Florida,USA,2009,2,45,58,4.2,1.8,2.5,6.4,2.20%,10.10%,17.10%,45.50%,27.40%
Nerlens Noel,PHI,21,6-11,228,Kentucky,USA,2013,1,6,75,9.9,8.1,1.7,-9.1,7.40%,18.40%,17.00%,49.30%,9.90%
Nene,WAS,32,6-11,250,None,Brazil,2002,1,7,67,11,5.1,1.8,4.7,5.30%,15.30%,21.50%,53.40%,11.70%
Nazr Mohammed,CHI,37,6-10,250,Kentucky,USA,1998,1,29,23,1.2,1.7,0.1,4.3,8.70%,20.90%,13.10%,43.10%,3.80%
Nate Wolters,MIL,24,6-4,190,South Dakota State,USA,2013,2,38,21,2,1.6,1,-0.7,3.20%,10.10%,13.10%,35.20%,12.70%
Nate Robinson,DEN,31,5-9,180,Washington,USA,2005,1,21,42,5.7,1.2,2.3,-10.1,2.70%,5.20%,22.50%,43.20%,30.30%
Monta Ellis,DAL,29,6-3,185,None,USA,2005,2,40,80,18.9,2.4,4.1,3.9,1.30%,5.60%,27.30%,50.90%,20.00%
Mo Williams,CHA,32,6-1,198,Alabama,USA,2003,2,47,68,14.2,2.6,6.2,-3.1,1.10%,7.80%,24.30%,51.20%,35.80%
Mitch McGary,OKC,23,6-10,255,Michigan,USA,2014,1,21,32,6.3,5.2,0.4,5.6,10.50%,21.80%,18.00%,55.00%,4.30%
Mirza Teletovic,BKN,29,6-9,242,None,Bosnia and He...,Undrafted,Undrafted,Undrafted,40,8.5,4.9,1.2,-1.2,3.00%,17.50%,19.70%,50.00%,8.70%
Miroslav Raduljica,MIN,27,7-0,250,None,Serbia,Undrafted,Undrafted,Undrafted,5,1.6,1,0,0.3,8.70%,16.70%,21.60%,45.00%,0.00%
Miles Plumlee,MIL,26,6-11,255,Duke,USA,2012,1,26,73,4,4.4,0.5,0.6,9.60%,17.70%,12.00%,53.60%,4.10%
Mike Scott,ATL,26,6-8,237,Virginia,USA,2012,2,43,68,7.8,2.9,1.1,1,4.20%,13.30%,21.30%,54.30%,11.50%
Mike Muscala,ATL,23,6-11,230,Bucknell,USA,2013,2,44,40,4.9,3,0.6,4.8,10.60%,12.90%,16.00%,60.80%,8.00%
Mike Miller,CLE,35,6-8,218,Florida,USA,2000,1,5,52,2.1,1.8,0.9,-5,0.60%,12.30%,8.90%,47.10%,10.10%
Mike Dunleavy,CHI,34,6-9,230,Duke,USA,2002,1,3,63,9.4,3.9,1.8,5.4,1.50%,11.20%,14.00%,57.30%,9.40%
Mike Conley,MEM,27,6-1,175,Ohio State,USA,2007,1,4,70,15.8,3,5.4,4.9,1.40%,8.40%,23.30%,55.80%,27.80%
Michael Kidd-Gilchrist,CHA,21,6-7,232,Kentucky,USA,2012,1,2,55,10.9,7.6,1.4,3.1,6.60%,19.10%,17.90%,51.90%,7.80%
Michael Carter-Williams,MIL,23,6-6,190,Syracuse,USA,2013,1,11,66,14.6,5.3,6.7,-3.7,2.90%,13.40%,26.40%,46.10%,37.40%
Michael Beasley,MIA,26,6-10,235,Kansas State,USA,2008,1,2,24,8.8,3.7,1.3,1,2.50%,14.80%,23.60%,47.40%,11.30%
Meyers Leonard,POR,23,7-1,245,Illinois,USA,2012,1,11,55,5.9,4.5,0.6,0.6,5.50%,22.00%,15.70%,63.10%,6.30%
Maurice Harkless,ORL,22,6-9,215,St. John's,USA,2012,1,15,45,3.5,2.4,0.6,-6.5,5.50%,10.40%,13.00%,44.90%,5.60%
Matthew Dellavedova,CLE,24,6-4,200,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,67,4.8,1.9,3,1.7,2.60%,6.60%,12.50%,49.30%,22.80%
Matt Bonner,SAS,35,6-10,235,Florida,USA,2003,2,45,72,3.7,1.6,0.7,1.5,3.10%,9.30%,12.30%,53.60%,7.40%
Matt Barnes,LAC,35,6-7,226,UCLA,USA,2002,2,45,76,10.1,4,1.5,11.9,2.30%,10.80%,14.50%,57.40%,6.70%
Mason Plumlee,BKN,25,6-11,235,Duke,USA,2013,1,22,82,8.7,6.2,0.9,-4.6,10.30%,19.80%,19.20%,57.00%,6.90%
Marvin Williams,CHA,29,6-9,237,North Carolina,USA,2005,1,2,78,7.4,4.9,1.3,-4.5,2.70%,16.10%,13.10%,54.10%,7.80%
Martell Webster,WAS,28,6-7,230,None,USA,2005,1,6,32,3.3,1.4,0.5,-19.7,2.80%,9.90%,17.40%,44.50%,8.10%
Marreese Speights,GSW,27,6-10,255,Florida,USA,2008,1,16,76,10.4,4.3,0.9,7.4,9.10%,16.80%,28.10%,54.60%,9.80%
Markieff Morris,PHX,25,6-10,245,Kansas,USA,2011,1,13,82,15.3,6.2,2.3,2,4.30%,14.90%,23.20%,52.30%,12.00%
Markel Brown,BKN,23,6-3,190,Oklahoma State,USA,2014,2,44,47,4.6,2.3,0.8,-1.5,2.00%,12.00%,14.70%,45.90%,7.00%
Mario Chalmers,MIA,29,6-2,190,Kansas,USA,2008,2,34,80,10.2,2.6,3.8,-3.6,1.10%,8.00%,18.30%,52.10%,21.60%
Marcus Thornton,PHX,28,6-4,205,Louisiana State,USA,2009,2,43,48,7.9,1.8,0.8,-1.6,2.90%,8.70%,22.80%,51.40%,8.70%
