PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Marcus Smart,BOS,21,6-4,220,Oklahoma State,USA,2014,1,6,67,7.8,3.3,3.1,3.4,3.20%,8.90%,14.90%,49.10%,16.10%
Marcus Morris Sr.,PHX,25,6-9,235,Kansas,USA,2011,1,14,81,10.4,4.8,1.6,-1.3,3.50%,15.10%,18.80%,52.00%,10.00%
Marco Belinelli,SAS,29,6-5,210,None,Italy,2007,1,18,62,9.2,2.5,1.5,0.5,2.00%,9.50%,18.60%,55.30%,10.50%
Marcin Gortat,WAS,31,6-11,240,None,Poland,2005,2,57,82,12.2,8.7,1.2,5.1,7.60%,20.90%,17.30%,58.70%,6.20%
Marc Gasol,MEM,30,7-1,265,None,Spain,2007,2,48,81,17.4,7.8,3.8,3.9,4.60%,19.90%,24.50%,55.80%,19.30%
Manu Ginobili,SAS,37,6-6,205,None,Argentina,1999,2,57,70,10.5,3,4.2,9.8,1.80%,11.30%,23.10%,54.40%,29.00%
Malcolm Thomas,PHI,26,6-9,225,San Diego State,USA,Undrafted,Undrafted,Undrafted,17,2.6,3.3,0.4,-25.5,7.50%,21.10%,12.60%,49.20%,6.50%
Malcolm Lee,PHI,25,6-5,200,UCLA,USA,2011,2,43,1,0,0,0,60,0.00%,0.00%,16.70%,0.00%,0.00%
Luol Deng,MIA,30,6-9,220,Duke,United Kingdo...,2004,1,7,72,14,5.2,1.9,-0.7,4.60%,11.50%,19.20%,56.10%,9.40%
Luke Ridnour,ORL,34,6-2,175,Oregon,USA,2003,1,14,47,4,1.4,2,-10.3,1.20%,8.80%,14.50%,50.70%,22.00%
Luke Babbitt,NOP,26,6-9,225,Nevada-Reno,USA,2010,1,16,63,4.1,1.8,0.4,-6.2,1.50%,11.70%,12.20%,63.90%,4.40%
Luis Scola,IND,35,6-9,240,None,Argentina,2002,2,55,81,9.4,6.5,1.3,0.9,8.10%,23.20%,22.10%,51.50%,11.00%
Lucas Nogueira,TOR,22,7-0,220,None,Brazil,2013,1,16,6,1,1.8,0.2,-26,6.30%,40.90%,18.80%,30.70%,7.10%
Luc Mbah a Moute,PHI,28,6-8,230,UCLA,Cameroon,2008,2,37,67,9.9,4.9,1.6,-9.5,3.90%,12.80%,18.50%,46.60%,10.10%
Lou Williams,TOR,28,6-1,175,None,USA,2005,2,45,80,15.5,1.9,2.1,6.6,1.20%,6.40%,25.70%,56.40%,13.60%
Lou Amundson,NYK,32,6-9,225,UNLV,USA,Undrafted,Undrafted,Undrafted,53,4.9,5.1,1.3,-7,9.80%,18.80%,17.30%,44.20%,11.80%
Lorenzo Brown,MIN,24,6-5,189,North Carolina State,USA,2013,2,52,29,4.2,2.4,3.1,-7.2,2.80%,11.10%,13.30%,46.80%,25.70%
Lester Hudson,LAC,30,6-3,190,Tennessee-Martin,USA,2009,2,58,5,3.6,1.6,1,-8.2,1.90%,12.10%,15.70%,57.10%,17.20%
Leandro Barbosa,GSW,32,6-3,194,None,Brazil,2003,1,28,66,7.1,1.4,1.5,0.6,2.30%,6.60%,20.00%,55.80%,16.20%
LeBron James,CLE,30,6-8,250,None,USA,2003,1,1,69,25.3,6,7.4,10.9,2.20%,14.70%,31.80%,57.70%,36.60%
Lavoy Allen,IND,26,6-9,255,Temple,USA,2011,2,50,63,5,5.1,1.2,4.1,10.80%,18.70%,14.70%,49.30%,10.70%
Larry Sanders,MIL,26,6-11,230,Va Commonwealth,USA,2010,1,15,27,7.3,6.1,0.9,-5,11.30%,16.30%,16.60%,50.70%,6.50%
Larry Drew II,PHI,25,6-2,180,UCLA,USA,Undrafted,Undrafted,Undrafted,12,3.8,1.3,3.8,-17.1,0.40%,6.90%,16.80%,38.80%,38.10%
Langston Galloway,NYK,23,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,45,11.8,4.2,3.3,-9.4,2.40%,10.80%,18.70%,48.90%,17.50%
Landry Fields,TOR,27,6-7,215,Stanford,USA,2010,2,39,26,1.8,1,0.6,-19.5,4.60%,7.80%,10.50%,52.70%,11.20%
Lance Thomas,NYK,27,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,62,7.1,3.1,1.1,-11.1,4.30%,8.90%,16.90%,45.60%,7.90%
Lance Stephenson,CHA,24,6-5,230,Cincinnati,USA,2010,2,40,61,8.2,4.5,3.9,-6.9,2.30%,15.10%,20.60%,41.90%,25.90%
LaMarcus Aldridge,POR,29,6-11,240,Texas-Austin,USA,2006,1,2,71,23.4,10.2,1.7,6.6,6.90%,20.90%,29.70%,52.80%,8.90%
Kyrie Irving,CLE,23,6-3,193,Duke,Australia,2011,1,1,75,21.7,3.2,5.2,7.7,2.10%,6.70%,25.50%,58.30%,23.60%
Kyle Singler,OKC,27,6-8,228,Duke,USA,2011,2,33,80,6,2.4,1.1,-2,1.70%,9.10%,12.90%,51.20%,7.10%
Kyle O'Quinn,ORL,25,6-10,250,Norfolk State,USA,2012,2,49,51,5.8,3.9,1.2,-6.7,5.90%,18.40%,17.90%,55.00%,11.90%
Kyle Lowry,TOR,29,6-0,205,Villanova,USA,2006,1,24,70,17.8,4.7,6.8,4.1,2.20%,11.50%,24.60%,52.70%,31.20%
Kyle Korver,ATL,34,6-7,212,Creighton,USA,2003,2,51,75,12.1,4.1,2.6,12.3,0.70%,11.70%,13.90%,69.90%,11.10%
Kyle Anderson,SAS,21,6-9,230,UCLA,USA,2014,1,30,33,2.2,2.2,0.8,-5.3,1.50%,18.90%,13.00%,38.90%,11.60%
Kris Humphries,WAS,30,6-9,235,Minnesota,USA,2004,1,14,64,8,6.5,0.9,-2.5,8.90%,21.60%,18.10%,51.20%,6.80%
Kostas Papanikolaou,HOU,24,6-8,235,None,Greece,2012,2,48,43,4.2,2.7,2,-3,4.70%,9.80%,14.00%,44.40%,16.60%
Kosta Koufos,MEM,26,7-0,265,Ohio State,USA,2008,1,23,81,5.2,5.3,0.5,4.3,8.70%,21.90%,15.40%,53.00%,4.40%
Kobe Bryant,LAL,36,6-6,212,None,USA,1996,1,13,35,22.3,5.7,5.6,-11.9,2.00%,14.70%,33.70%,47.70%,30.00%
Klay Thompson,GSW,25,6-7,215,Washington State,USA,2011,1,11,77,21.7,3.2,2.9,15.2,1.10%,8.20%,27.20%,59.10%,13.70%
Kirk Hinrich,CHI,34,6-4,190,Kansas,USA,2003,1,7,66,5.7,1.8,2.2,1.4,1.20%,5.80%,12.90%,46.80%,14.30%
Khris Middleton,MIL,23,6-7,225,Texas A&M,USA,2012,2,39,79,13.4,4.4,2.3,7.2,2.10%,12.30%,19.40%,56.30%,12.30%
Kevin Seraphin,WAS,25,6-10,278,None,France,2010,1,17,79,6.6,3.6,0.7,-5.7,7.40%,15.90%,21.60%,53.50%,8.50%
Kevin Martin,MIN,32,6-7,204,Western Carolina,USA,2004,1,26,39,20,3.6,2.3,-10.1,1.40%,9.70%,26.20%,54.90%,12.30%
Kevin Love,CLE,26,6-10,243,UCLA,USA,2008,1,5,75,16.4,9.7,2.2,7.5,5.80%,23.50%,21.40%,56.20%,10.40%
Kevin Garnett,MIN,39,6-11,253,None,USA,1995,1,5,47,6.9,6.6,1.6,-0.6,5.40%,28.90%,17.90%,49.60%,13.10%
Kevin Durant,OKC,26,6-9,240,Texas-Austin,USA,2007,1,2,27,25.4,6.6,4.1,8.5,1.70%,16.30%,28.00%,63.30%,21.30%
Kenyon Martin,MIL,37,6-9,225,Cincinnati,USA,2000,1,1,11,1.8,1.7,0.5,-4.6,6.10%,11.10%,11.00%,43.70%,6.80%
Kentavious Caldwell-Pope,DET,22,6-5,205,Georgia,USA,2013,1,8,82,12.7,3.1,1.3,1.4,1.60%,8.20%,19.00%,50.10%,6.50%
Kent Bazemore,ATL,25,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,75,5.2,3,1,-2.4,1.60%,14.50%,15.10%,52.00%,9.30%
Kenneth Faried,DEN,25,6-8,228,Morehead State,USA,2011,1,22,75,12.6,8.9,1.2,-0.6,10.80%,20.90%,19.90%,54.80%,6.70%
Kendrick Perkins,CLE,30,6-10,270,None,USA,2003,1,27,68,3.6,4.7,0.8,0.9,7.70%,19.00%,13.60%,46.70%,6.50%
Kendall Marshall,MIL,23,6-4,200,North Carolina,USA,2012,1,13,28,4.2,1,3.1,6.7,0.60%,6.30%,15.50%,56.20%,30.10%
Kemba Walker,CHA,25,6-1,184,Connecticut,USA,2011,1,9,62,17.3,3.5,5.1,-4.7,1.50%,8.80%,25.40%,48.60%,27.20%
Kelly Olynyk,BOS,24,7-0,238,Gonzaga,Canada,2013,1,13,64,10.3,4.7,1.7,6.6,6.10%,14.60%,20.60%,55.80%,11.50%
Kawhi Leonard,SAS,24,6-7,230,San Diego State,USA,2011,1,15,64,16.5,7.2,2.5,11.4,4.40%,18.10%,22.70%,56.70%,12.40%
Kalin Lucas,MEM,26,6-1,186,Michigan State,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-58.3,0.00%,0.00%,5.30%,0.00%,0.00%
KJ McDaniels,HOU,22,6-6,205,Clemson,USA,2014,2,32,62,7.9,3.2,1.2,-8.7,4.30%,9.80%,18.80%,49.40%,9.50%
Jusuf Nurkic,DEN,20,6-11,280,None,Bosnia and He...,2014,1,16,62,6.9,6.2,0.8,0.5,10.20%,22.50%,20.30%,48.30%,7.20%
Justin Holiday,GSW,26,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,59,4.3,1.2,0.8,-0.4,1.70%,8.10%,18.20%,49.80%,11.40%
Justin Hamilton,MIN,25,7-0,255,Louisiana State,USA,2012,2,45,41,5.3,3.3,0.9,-13,8.30%,11.40%,14.40%,55.10%,9.00%
Julius Randle,LAL,20,6-9,250,Kentucky,USA,2014,1,7,1,2,0,0,-66.9,0.00%,0.00%,17.20%,25.80%,0.00%
Jrue Holiday,NOP,25,6-4,205,UCLA,USA,2009,1,17,40,14.8,3.4,6.9,4,2.50%,8.10%,22.40%,52.20%,32.20%
Josh Smith,HOU,29,6-9,225,None,USA,2004,1,17,83,12.4,6.4,3.3,0.7,6.10%,15.50%,24.20%,46.70%,20.70%
Josh McRoberts,MIA,28,6-10,240,Duke,USA,2007,2,37,17,4.2,2.6,1.9,6.1,2.70%,14.00%,12.90%,61.30%,16.80%
Jose Calderon,NYK,33,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,42,9.1,3,4.7,-13.6,1.50%,8.90%,15.80%,51.90%,25.10%
Jorge Gutierrez,MIL,26,6-3,195,California,Mexico,Undrafted,Undrafted,Undrafted,20,2.7,1.3,1.1,-7.1,2.80%,10.60%,14.60%,56.70%,21.20%
Jordan Hill,LAL,27,6-10,235,Arizona,USA,2009,1,8,70,12,7.9,1.5,-10.7,8.60%,20.80%,22.20%,49.40%,9.60%
Jordan Hamilton,LAC,24,6-7,220,Texas-Austin,USA,2011,1,26,14,2.7,1.1,0.5,-9.8,1.70%,10.80%,14.10%,54.30%,9.00%
Jordan Farmar,LAC,28,6-2,180,UCLA,USA,2006,1,26,36,4.6,1.2,1.9,-4,1.50%,6.50%,16.60%,51.30%,21.30%
Jordan Clarkson,LAL,23,6-5,185,Missouri,USA,2014,2,46,59,11.9,3.2,3.5,-8.3,3.60%,9.70%,23.00%,52.80%,24.30%
Jordan Adams,MEM,20,6-5,209,UCLA,USA,2014,1,22,30,3.1,0.9,0.5,3.6,3.50%,7.50%,18.60%,48.90%,10.10%
Jonas Valanciunas,TOR,23,7-0,255,None,Lithuania,2011,1,5,80,12,8.7,0.5,-0.7,10.60%,22.90%,19.20%,62.30%,3.10%
Jonas Jerebko,BOS,28,6-10,231,None,Sweden,2009,2,39,75,6,3.8,0.9,6,7.10%,15.60%,16.00%,54.90%,9.10%
Jon Leuer,MEM,26,6-10,228,Wisconsin,USA,2011,2,40,63,4.5,3.3,0.7,-1.1,6.00%,18.80%,18.10%,47.80%,9.10%
Johnny O'Bryant III,MIL,22,6-9,265,Louisiana State,USA,2014,2,36,34,2.9,1.9,0.5,-12.8,7.00%,10.80%,18.80%,37.90%,7.60%
John Wall,WAS,24,6-4,195,Kentucky,USA,2010,1,1,79,17.6,4.6,10,4.8,1.30%,11.10%,25.30%,52.30%,44.60%
John Salmons,NOP,35,6-6,210,Miami,USA,2002,1,26,21,2,1,0.6,-11.2,1.30%,6.80%,9.00%,42.20%,7.80%
John Lucas III,DET,32,5-11,166,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,21,4.7,0.8,2.9,-9.4,1.50%,4.70%,20.50%,46.10%,39.20%
John Jenkins,ATL,24,6-4,215,Vanderbilt,USA,2012,1,23,24,5.6,1.6,0.5,-3.5,0.60%,11.50%,16.90%,62.90%,8.10%
John Henson,MIL,24,6-11,230,North Carolina,USA,2012,1,14,67,7,4.7,0.9,-2.1,10.30%,14.70%,18.10%,57.80%,8.40%
Joffrey Lauvergne,DEN,23,6-11,220,None,France,2013,2,55,24,3.9,3.2,0.5,-19.1,8.20%,19.80%,18.50%,45.90%,9.00%
Joey Dorsey,HOU,31,6-9,275,Memphis,USA,2008,2,33,69,2.7,4,0.4,1.7,10.80%,20.50%,10.90%,50.70%,4.30%
Joel Freeland,POR,28,6-10,225,None,United Kingdo...,2006,1,30,48,3.5,4,0.3,6.4,10.10%,19.30%,13.10%,52.20%,3.90%
Joel Anthony,DET,32,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,49,1.8,1.9,0.1,1.9,7.40%,14.20%,9.10%,60.70%,1.90%
Joe Johnson,BKN,34,6-7,240,Arkansas,USA,2001,1,10,80,14.4,4.8,3.7,-2.5,1.90%,12.20%,20.30%,52.30%,16.90%
Joe Ingles,UTA,27,6-8,216,None,Australia,Undrafted,Undrafted,Undrafted,79,5,2.2,2.3,-2.2,1.30%,9.40%,12.60%,53.30%,17.10%
Joe Harris,CLE,23,6-6,225,Virginia,USA,2014,2,33,51,2.7,0.8,0.5,-10.7,1.40%,7.30%,13.70%,53.70%,8.30%
Jodie Meeks,DET,27,6-4,210,Kentucky,USA,2009,2,41,60,11.1,1.7,1.3,-4.3,0.80%,6.30%,19.60%,54.80%,9.10%
Joakim Noah,CHI,30,6-11,232,Florida,USA,2007,1,9,67,7.2,9.6,4.7,2,10.50%,20.00%,13.50%,48.20%,22.70%
Jimmy Butler,CHI,25,6-7,220,Marquette,USA,2011,1,30,65,20,5.8,3.3,4.6,4.50%,9.90%,21.30%,58.30%,14.20%
Jimmer Fredette,NOP,26,6-2,195,Brigham Young,USA,2011,1,10,50,3.6,0.8,1.2,4.4,1.50%,6.10%,18.20%,47.90%,17.10%
Jerryd Bayless,MIL,26,6-3,200,Arizona,USA,2008,1,11,77,7.8,2.7,3,0,1.30%,10.90%,18.50%,51.90%,22.10%
Jerrelle Benimon,DEN,23,-,-,Towson,USA,Undrafted,Undrafted,Undrafted,2,0,1.5,0,100,100%,40.00%,14.30%,0.00%,0.00%
Jerome Jordan,BKN,28,7-0,253,Tulsa,Jamaica,2010,2,44,44,3.1,2.4,0.3,-9.6,12.80%,13.60%,15.30%,60.90%,6.00%
Jeremy Lin,LAL,26,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,74,11.2,2.6,4.6,-6.6,1.30%,9.00%,21.50%,53.90%,27.90%
Jeremy Lamb,OKC,23,6-5,185,Connecticut,USA,2012,1,12,47,6.3,2.3,0.9,-6.5,1.20%,14.80%,21.20%,53.80%,12.50%
Jeremy Evans,UTA,27,6-9,200,Western Kentucky,USA,2010,2,55,38,2.4,1.9,0.3,7.2,9.90%,15.50%,12.50%,63.60%,8.40%
Jerel McNeal,PHX,28,6-3,200,Marquette,USA,Undrafted,Undrafted,Undrafted,6,1.5,0.5,0.3,-6.5,0.00%,9.10%,21.00%,37.90%,11.80%
Jerami Grant,PHI,21,6-8,210,Syracuse,USA,2014,2,39,65,6.3,3,1.2,-5.2,3.30%,10.40%,16.20%,47.00%,9.50%
Jeffery Taylor,CHA,26,6-7,225,Vanderbilt,Sweden,2012,2,31,29,4.4,1.8,0.8,-15.4,3.00%,9.00%,16.10%,48.10%,9.30%
Jeff Withey,NOP,25,7-0,222,Kansas,USA,2013,2,39,37,2.6,1.7,0.3,-7.1,8.90%,17.30%,17.10%,57.00%,7.00%
Jeff Teague,ATL,27,6-2,181,Wake Forest,USA,2009,1,19,73,15.9,2.5,7,8.3,1.40%,6.80%,24.70%,56.60%,36.70%
Jeff Green,MEM,28,6-9,235,Georgetown,USA,2007,1,5,78,15,4.2,1.7,-3.1,2.60%,10.80%,21.70%,53.40%,8.90%
Jeff Ayres,SAS,28,6-9,250,Arizona State,USA,2009,2,31,51,2.7,2.3,0.3,-8.3,9.50%,21.90%,15.30%,61.80%,6.10%
Jeff Adrien,HOU,29,-,-,Connecticut,USA,Undrafted,Undrafted,Undrafted,17,3.5,4.5,0.9,-1.6,9.10%,24.40%,13.40%,49.40%,10.40%
Jason Thompson,SAC,28,6-11,250,Rider University,USA,2008,1,12,81,6.1,6.5,1,-4.4,7.20%,19.50%,12.80%,50.00%,6.30%
Jason Terry,HOU,37,6-2,185,Arizona,USA,1999,1,10,77,7,1.6,1.9,3.7,0.90%,6.00%,13.70%,57.90%,13.90%
Jason Smith,NYK,29,7-0,245,Colorado State,USA,2007,1,20,82,8,4,1.7,-12.8,5.40%,13.30%,19.30%,49.70%,13.40%
Jason Richardson,PHI,34,6-6,225,Michigan State,USA,2001,1,5,19,9.1,3.5,2,-8.7,2.70%,12.50%,21.30%,45.80%,17.10%
Jason Maxiell,CHA,32,6-7,260,Cincinnati,USA,2005,1,26,61,3.3,3.3,0.3,-8.8,8.80%,12.80%,12.50%,45.50%,3.60%
Jarrett Jack,BKN,31,6-3,200,Georgia Tech,USA,2005,1,22,80,12,3.1,4.7,-7.5,0.90%,9.90%,22.20%,52.20%,28.60%
Jarnell Stokes,MEM,21,6-9,263,Tennessee,USA,2014,2,35,19,3,1.8,0.2,7.9,12.00%,13.70%,18.80%,57.80%,5.30%
Jared Sullinger,BOS,23,6-9,260,Ohio State,USA,2012,1,21,58,13.3,7.6,2.3,-1.3,8.90%,18.70%,23.10%,50.30%,14.00%
Jared Dudley,MIL,29,6-7,225,Boston College,USA,2007,1,22,72,7.2,3.1,1.8,3.2,2.70%,10.00%,13.50%,57.20%,11.50%
Jared Cunningham,LAC,24,6-4,195,Oregon State,USA,2012,1,24,19,1.8,0.5,0.5,-0.1,1.10%,9.10%,22.50%,45.20%,20.40%
Jannero Pargo,CHA,35,6-1,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,9,4.6,0.3,0.9,-2.1,0.00%,4.20%,23.80%,57.10%,21.60%
James Young,BOS,19,6-6,215,Kentucky,USA,2014,1,17,31,3.4,1.4,0.4,0,2.30%,10.10%,14.90%,45.70%,5.90%
James Michael McAdoo,GSW,22,6-9,230,North Carolina,USA,Undrafted,Undrafted,Undrafted,15,4.1,2.5,0.1,6,10.70%,14.90%,18.50%,56.40%,2.00%
James Jones,CLE,34,6-8,215,Miami,USA,2003,2,49,57,4.4,1.1,0.4,-8.9,1.30%,8.40%,15.30%,56.50%,5.90%
James Johnson,TOR,28,6-9,250,Wake Forest,USA,2009,1,16,70,7.9,3.7,1.4,6.4,4.60%,14.20%,17.00%,61.70%,11.40%
James Harden,HOU,25,6-5,225,Arizona State,USA,2009,1,3,81,27.4,5.7,7,5.7,2.50%,12.60%,30.80%,60.50%,34.00%
James Ennis III,MIA,24,6-7,208,Cal State-Long Beach,USA,2013,2,50,62,5,2.8,0.8,-0.2,5.10%,12.10%,14.20%,54.10%,7.40%
Jameer Nelson,DEN,33,6-0,190,St. Joseph's (PA),USA,2004,1,20,63,8.3,2.3,4,-0.6,2.30%,8.10%,19.50%,50.30%,27.80%
Jamal Crawford,LAC,35,6-5,200,Michigan,USA,2000,1,8,64,15.8,1.9,2.5,1.6,1.10%,6.20%,27.00%,53.20%,16.00%
Jamaal Franklin,DEN,23,6-5,191,San Diego State,USA,2013,2,41,3,1,0.7,1,-28.1,5.90%,9.10%,13.20%,75.00%,27.30%
Jae Crowder,BOS,24,6-6,235,Marquette,USA,2012,2,34,82,7.7,3.6,1.1,2.8,4.10%,13.20%,16.90%,51.70%,8.70%
Jack Cooley,UTA,24,6-9,246,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16,1.7,1.6,0.1,-4.1,10.00%,18.30%,15.60%,43.20%,1.90%
Jabari Parker,MIL,20,6-8,240,Duke,USA,2014,1,2,25,12.3,5.5,1.7,-6.8,6.90%,12.10%,20.20%,52.70%,9.50%
Jabari Brown,LAL,22,6-5,214,Missouri,USA,2014,,,19,11.9,1.9,2.1,-10.8,0.50%,6.20%,18.30%,54.70%,11.30%
JaVale McGee,DEN,27,7-0,270,Nevada-Reno,USA,2008,1,18,23,4.6,2.7,0.1,-11.9,6.60%,16.00%,18.70%,56.70%,2.10%
JaMychal Green,MEM,25,6-8,230,Alabama,USA,Undrafted,Undrafted,Undrafted,24,2.6,1.9,0.2,-5.9,11.00%,16.70%,16.80%,60.30%,4.00%
JaKarr Sampson,PHI,22,6-9,214,"St. John's, N.Y.",USA,Undrafted,Undrafted,Undrafted,74,5.2,2.2,1,-12.2,2.80%,11.20%,17.30%,49.80%,12.10%
JR Smith,CLE,29,6-6,225,No College,USA,2004,1,18,70,12.1,3.1,2.8,3.6,1.50%,9.10%,18.80%,53.80%,14.50%
JJ Redick,LAC,31,6-4,190,Duke,USA,2006,1,11,78,16.4,2.1,1.8,12.3,0.90%,5.90%,20.10%,62.20%,8.50%
JJ Hickson,DEN,26,6-9,242,North Carolina State,USA,2008,1,19,73,7.6,6.2,0.8,-7.6,9.90%,20.50%,19.70%,50.40%,6.90%
J.J. Barea,DAL,31,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,77,7.5,1.7,3.4,4.9,1.70%,8.10%,20.90%,50.20%,29.50%
Ish Smith,PHI,26,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,55,6.1,1.8,3.3,-6.2,1.60%,10.00%,23.60%,43.10%,38.80%
Isaiah Thomas,BOS,26,5-9,185,Washington,USA,2011,2,60,67,16.4,2.3,4.2,4.8,1.80%,6.90%,27.10%,58.00%,26.90%
Isaiah Canaan,PHI,24,6-0,201,Murray State,USA,2013,2,34,47,9.2,1.9,2.1,-3.7,1.70%,7.30%,21.10%,53.40%,18.90%
Iman Shumpert,CLE,25,6-5,220,Georgia Tech,USA,2011,1,17,62,8,3.6,2.2,2.6,3.70%,10.70%,17.20%,49.70%,13.70%
Ian Mahinmi,IND,28,6-11,250,None,France,2005,1,28,61,4.3,5.8,0.5,1.4,9.00%,21.50%,12.20%,51.60%,4.50%
Ian Clark,DEN,24,6-3,180,Belmont,USA,Undrafted,Undrafted,Undrafted,30,1.9,0.5,0.4,-9,2.00%,6.50%,15.20%,48.30%,9.70%
Hollis Thompson,PHI,24,6-8,206,Georgetown,USA,Undrafted,Undrafted,Undrafted,71,8.8,2.8,1.2,-9.6,2.70%,8.20%,15.40%,53.80%,8.30%
Henry Walker,MIA,27,6-6,235,Kansas State,USA,2008,2,47,24,7.3,3.4,1.2,0.3,1.20%,11.80%,14.20%,49.70%,7.10%
Henry Sims,PHI,25,6-10,248,Georgetown,USA,Undrafted,Undrafted,Undrafted,73,8,4.9,1.1,-12.2,8.00%,17.00%,20.00%,52.10%,10.90%
Hedo Turkoglu,LAC,36,6-10,220,None,Turkey,2000,1,16,62,3.7,1.6,0.6,1.7,0.70%,13.50%,14.20%,60.20%,8.00%
Hassan Whiteside,MIA,26,7-0,265,Marshall,USA,2010,2,33,48,11.8,10,0.1,-2.1,13.40%,29.30%,20.20%,61.90%,0.90%
Harrison Barnes,GSW,23,6-8,225,North Carolina,USA,2012,1,7,82,10.1,5.5,1.4,11.6,5.10%,13.30%,14.70%,57.30%,6.80%
Greivis Vasquez,TOR,28,6-6,200,Maryland,Venezuela,2010,1,28,82,9.5,2.6,3.7,1.6,1.10%,9.90%,19.60%,51.40%,24.70%
Greg Stiemsma,TOR,29,6-11,260,Wisconsin,USA,Undrafted,Undrafted,Undrafted,17,0.8,0.9,0.2,-21.2,15.00%,11.30%,11.30%,71.70%,7.70%
Greg Smith,DAL,24,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,42,1.9,1.9,0.2,-3.4,6.70%,13.10%,9.60%,60.50%,3.90%
Greg Monroe,DET,25,6-11,250,Georgetown,USA,2010,1,7,69,15.9,10.2,2.1,-0.7,9.90%,23.00%,23.40%,54.90%,11.90%
Grant Jerrett,UTA,21,6-10,232,Arizona,USA,2013,2,40,8,2,1.1,0.4,-17.3,3.20%,15.20%,23.40%,30.30%,9.10%
Gorgui Dieng,MIN,25,6-11,233,Louisville,Senegal,2013,1,21,73,9.7,8.3,2,-8.4,10.10%,18.60%,14.90%,57.30%,10.50%
Gordon Hayward,UTA,25,6-8,225,Butler,USA,2010,1,9,76,19.3,4.9,4.1,1.9,2.10%,12.40%,25.70%,56.70%,21.10%
Goran Dragic,MIA,29,6-3,190,None,Slovenia,2008,2,45,78,16.3,3.5,4.5,-0.1,3.10%,7.20%,21.10%,57.70%,21.20%
Glenn Robinson III,PHI,21,6-7,222,Michigan,USA,2014,2,40,35,2.1,1.1,0.3,6.3,5.40%,9.20%,14.30%,47.10%,6.40%
Glen Rice,WAS,24,6-6,206,Michigan,USA,2013,2,35,5,2.2,0.8,0.4,-29.9,4.40%,5.40%,19.00%,31.20%,8.30%
Glen Davis,LAC,29,6-9,289,Louisiana State,USA,2007,2,35,74,4,2.3,0.5,-3.9,4.50%,13.40%,16.80%,49.50%,7.30%
Gigi Datome,BOS,27,6-8,215,None,Italy,Undrafted,Undrafted,Undrafted,21,5,1.4,0.4,14.6,1.30%,11.60%,20.10%,58.70%,7.30%
Giannis Antetokounmpo,MIL,20,6-11,217,None,Greece,2013,1,15,81,12.7,6.7,2.6,0.6,4.10%,17.70%,19.30%,55.20%,13.30%
Gerald Wallace,BOS,32,6-7,220,Alabama,USA,2001,1,25,32,1.1,1.8,0.3,5.4,5.90%,13.90%,8.80%,43.10%,5.00%
Gerald Henderson,CHA,27,6-5,215,Duke,USA,2009,1,12,80,12.1,3.4,2.6,-0.4,1.50%,10.10%,20.70%,51.40%,15.20%
Gerald Green,PHX,29,6-8,210,No College,USA,2005,1,18,74,11.9,2.5,1.2,0.1,2.20%,10.40%,27.70%,53.20%,11.00%
George Hill,IND,29,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,43,16.1,4.2,5.1,6.2,2.00%,11.80%,24.00%,57.90%,30.40%
Gary Neal,MIN,30,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,54,10.1,2.4,1.9,-6,1.10%,9.50%,23.10%,48.30%,15.20%
Gary Harris,DEN,20,6-4,210,Michigan State,USA,2014,1,19,55,3.4,1.2,0.5,-10.7,2.60%,6.10%,16.00%,39.50%,6.10%
Garrett Temple,WAS,29,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,52,3.9,1.7,1.1,-1.7,3.30%,8.50%,13.60%,53.40%,11.90%
Gal Mekel,DAL,27,6-3,191,Wichita State,Israel,Undrafted,Undrafted,Undrafted,4,1.5,0.3,3.3,2.4,0.00%,2.30%,23.40%,15.00%,44.80%
Furkan Aldemir,PHI,23,6-10,240,None,Turkey,2012,2,53,41,2.3,4.3,0.7,-8.2,12.60%,18.90%,8.30%,51.70%,7.90%
Francisco Garcia,HOU,33,6-7,215,Louisville,Dominican Rep...,2005,1,23,14,3.2,1.2,1.1,-1,1.40%,6.60%,16.30%,34.70%,12.80%
