PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Luke Walton,LAL,30,6-8,235,Arizona,USA,2003,2,32,29,2.4,1.3,1.4,-9,4.00%,9.60%,15.70%,40.20%,22.30%
Luke Ridnour,MIL,29,6-2,175,Oregon,USA,2003,1,14,82,10.4,1.7,4,1,1.30%,7.20%,21.40%,57.00%,31.40%
Luis Scola,HOU,30,6-9,245,None,Argentina,2002,2,55,82,16.2,8.6,2.1,-0.9,6.50%,21.00%,22.70%,55.00%,11.00%
Luc Mbah a Moute,MIL,23,6-8,230,UCLA,Cameroon,2008,2,37,73,6.2,5.5,1.1,2,8.60%,13.40%,12.00%,53.00%,6.70%
Lou Williams,PHI,23,6-1,175,None,USA,2005,2,45,64,14,2.9,4.2,-2.7,1.40%,9.00%,20.80%,57.60%,21.90%
Lou Amundson,PHX,27,6-9,238,UNLV,USA,Undrafted,Undrafted,Undrafted,79,4.7,4.4,0.4,3.2,11.30%,18.60%,14.20%,56.20%,4.00%
Lindsey Hunter,CHI,39,6-2,195,Jackson State,USA,1993,1,10,13,1,1.1,0.7,-6.1,0.80%,10.70%,13.10%,21.00%,10.50%
Lester Hudson,MEM,25,6-3,190,Tennessee-Martin,USA,2009,2,58,25,2.3,0.7,0.5,2.9,5.50%,8.50%,23.00%,49.40%,15.50%
Leon Powe,CLE,26,6-8,240,California,USA,2006,2,49,20,4,3.1,0,-1.7,8.30%,17.20%,17.00%,51.50%,0.00%
Leandro Barbosa,PHX,27,6-3,202,None,Brazil,2003,1,28,44,9.5,1.6,1.5,6,1.50%,7.00%,23.90%,52.60%,12.50%
LeBron James,CLE,25,6-8,250,None,USA,2003,1,1,76,29.7,7.3,8.6,11,2.70%,16.50%,32.80%,60.40%,39.80%
Larry Hughes,CHA,31,6-5,185,St. Louis,USA,1998,1,8,45,9.1,3.2,3,-3.3,2.00%,11.40%,20.10%,47.20%,19.60%
Lamar Odom,LAL,30,6-10,230,Rhode Island,USA,1999,1,4,82,10.8,9.8,3.3,5.7,7.10%,23.20%,16.60%,53.30%,15.90%
LaMarcus Aldridge,POR,24,6-11,240,Texas-Austin,USA,2006,1,2,78,17.9,8,2.1,4.9,7.20%,16.40%,22.80%,53.50%,9.90%
Kyrylo Fesenko,UTA,23,7-1,300,None,Ukraine,2007,2,38,49,2.6,1.8,0.3,14,8.80%,13.50%,15.50%,53.30%,5.50%
Kyle Weaver,OKC,24,6-6,201,Washington State,USA,2008,2,38,12,3,1.5,0.9,-0.6,0.70%,12.10%,11.80%,50.50%,11.20%
Kyle Lowry,HOU,24,6-0,205,Villanova,USA,2006,1,24,68,9.1,3.6,4.5,3.8,5.30%,9.90%,17.90%,53.60%,28.10%
Kyle Korver,UTA,29,6-7,212,Creighton,USA,2003,2,51,52,7.2,2.1,1.7,10.3,1.10%,10.80%,15.40%,62.00%,13.70%
Kwame Brown,DET,28,6-11,270,None,USA,2001,1,1,48,3.3,3.7,0.5,-8,8.30%,20.90%,14.80%,47.00%,5.60%
Kurt Thomas,MIL,37,6-9,230,TCU,USA,1995,1,10,70,3,4.2,0.7,-2.9,7.60%,21.00%,11.30%,48.90%,6.90%
Kris Humphries,NJN,25,6-9,235,Minnesota,USA,2004,1,14,69,7.1,5.5,0.5,-8.2,10.20%,22.80%,20.50%,49.50%,4.60%
Kosta Koufos,UTA,21,7-0,265,Ohio State,USA,2008,1,23,36,1.5,1.3,0.2,-15.5,9.50%,17.80%,16.70%,49.40%,5.70%
Kobe Bryant,LAL,31,6-6,205,None,USA,1996,1,13,73,27,5.4,5,8.1,2.80%,10.80%,31.90%,54.50%,23.00%
Kirk Hinrich,CHI,29,6-3,190,Kansas,USA,2003,1,7,74,10.9,3.5,4.5,-1.9,1.00%,9.40%,16.20%,50.10%,20.30%
Keyon Dooling,NJN,30,6-3,195,Missouri,USA,2000,1,10,53,6.9,1,2.5,-4.5,0.90%,4.90%,19.40%,51.90%,24.80%
Kevin Ollie,OKC,37,6-2,195,Connecticut,USA,Undrafted,Undrafted,Undrafted,25,1.8,1,0.8,-3.9,1.30%,9.20%,9.20%,45.30%,12.00%
Kevin Martin,HOU,27,6-7,185,Western Carolina,USA,2004,1,26,46,20.6,3.6,2.4,-4.3,1.80%,8.50%,24.80%,56.10%,11.30%
Kevin Love,MIN,21,6-10,260,UCLA,USA,2008,1,5,60,14,11,2.3,-6.6,12.90%,25.50%,21.60%,54.90%,12.70%
Kevin Garnett,BOS,34,6-11,253,None,USA,1995,1,5,69,14.3,7.3,2.7,7.4,4.50%,20.90%,21.80%,56.90%,14.80%
Kevin Durant,OKC,21,6-9,230,Texas-Austin,USA,2007,1,2,82,30.1,7.6,2.8,6.2,3.40%,15.80%,31.10%,60.70%,13.00%
Kenyon Martin,DEN,32,6-9,240,Cincinnati,USA,2000,1,1,58,11.5,9.4,1.9,3.6,7.30%,20.50%,17.20%,48.10%,8.70%
Kenny Thomas,SAC,32,6-7,245,New Mexico,USA,1999,1,22,26,1.6,3.3,0.6,0.6,11.50%,16.30%,8.10%,50.90%,6.40%
Kendrick Perkins,BOS,25,6-10,280,None,USA,2003,1,27,78,10.1,7.6,1,6.9,8.70%,20.90%,17.60%,61.30%,5.70%
Kelenna Azubuike,GSW,26,6-5,220,Kentucky,United Kingdo...,Undrafted,Undrafted,Undrafted,9,13.9,4.6,1.1,-8,5.00%,12.80%,19.20%,62.30%,7.00%
Keith Bogans,SAS,30,6-5,215,Kentucky,USA,2003,2,43,79,4.4,2.2,1.2,2,1.70%,9.80%,10.80%,54.20%,8.60%
Kareem Rush,LAC,29,6-6,215,Missouri,USA,2002,1,20,7,1.3,0.9,0.6,-10.9,1.90%,8.50%,10.80%,40.90%,10.50%
Juwan Howard,POR,37,6-9,253,Michigan,USA,1994,1,5,73,6,4.6,0.8,-2,7.00%,15.80%,14.00%,53.80%,6.20%
Julian Wright,NOH,23,6-8,225,Kansas,USA,2007,1,13,68,3.8,2.1,0.6,-0.5,7.00%,10.40%,15.00%,51.80%,6.60%
Jrue Holiday,PHI,20,6-4,180,UCLA,USA,2009,1,17,73,8,2.6,3.8,-4.2,3.30%,8.30%,18.00%,52.60%,23.90%
Josh Smith,ATL,24,6-9,240,None,USA,2004,1,17,81,15.7,8.7,4.2,7.3,8.20%,17.40%,22.10%,53.60%,18.70%
Josh Powell,LAL,27,6-9,240,North Carolina State,USA,Undrafted,Undrafted,Undrafted,63,2.7,1.8,0.6,-5.8,7.00%,12.50%,18.10%,40.70%,9.70%
Josh McRoberts,IND,23,6-10,240,Duke,USA,2007,2,37,42,4.3,3,1,-1.2,7.50%,16.20%,14.70%,55.00%,12.40%
Josh Howard,WAS,30,6-7,210,Wake Forest,USA,2003,1,29,35,12.7,3.6,1.4,0.4,3.60%,10.50%,24.60%,49.60%,8.60%
Josh Boone,NJN,25,6-10,240,Connecticut,USA,2006,1,23,63,4,5,0.5,-11.7,11.30%,19.60%,12.10%,50.90%,4.70%
Jose Calderon,TOR,28,6-3,210,None,Spain,Undrafted,Undrafted,Undrafted,68,10.3,2.1,5.9,-1.4,1.30%,6.70%,17.30%,56.90%,33.40%
Jordan Hill,HOU,22,6-10,235,Arizona,USA,2009,1,8,47,5.2,3.7,0.4,-0.8,11.30%,17.40%,17.70%,52.80%,5.20%
Jordan Farmar,LAL,23,6-2,180,UCLA,USA,2006,1,26,82,7.2,1.6,1.5,1.9,0.90%,7.70%,18.60%,53.50%,13.90%
Jonny Flynn,MIN,21,6-0,185,Syracuse,USA,2009,1,6,81,13.5,2.4,4.4,-13,1.00%,7.60%,24.00%,51.10%,24.50%
Jonathan Bender,NYK,29,7-0,230,None,USA,1999,1,5,25,4.7,2.1,0.6,-11,4.90%,12.80%,20.60%,52.90%,9.40%
Jonas Jerebko,DET,23,6-10,231,None,Sweden,2009,2,39,80,9.3,6,0.7,-3.6,8.80%,14.60%,15.50%,54.50%,4.10%
Jon Brockman,SAC,23,6-7,255,Washington,USA,2009,2,38,52,2.8,4.1,0.4,-0.7,15.50%,17.60%,9.90%,56.40%,4.90%
John Salmons,MIL,30,6-6,207,Miami,USA,2002,1,26,81,15.4,3.3,2.8,2.7,1.30%,8.20%,19.90%,55.30%,13.20%
Johan Petro,DEN,24,7-0,247,None,France,2005,1,25,36,3.4,3.6,0.4,1.7,7.60%,22.60%,13.70%,55.30%,4.50%
Joey Graham,DEN,28,6-7,225,Oklahoma State,USA,2005,1,16,63,4.2,2,0.3,-2.5,5.60%,11.30%,16.10%,56.80%,4.60%
Joey Dorsey,SAC,26,6-8,268,Memphis,USA,2008,2,33,15,1.5,2.9,0.1,10.6,15.00%,25.20%,11.90%,45.50%,2.50%
Joel Przybilla,POR,30,7-1,245,Minnesota,USA,2000,1,9,30,4.1,7.9,0.3,3.2,11.60%,25.40%,10.20%,56.70%,1.90%
Joel Anthony,MIA,27,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,80,2.7,3.1,0.2,0.5,9.70%,9.30%,8.60%,54.60%,1.40%
Joe Smith,ATL,34,6-10,225,Maryland,USA,1995,1,1,64,3,2.5,0.3,-1.1,10.90%,16.70%,17.50%,45.30%,5.50%
Joe Johnson,ATL,29,6-7,240,Arkansas,USA,2001,1,10,76,21.3,4.6,4.9,6.2,2.70%,10.20%,26.40%,53.80%,21.60%
Joe Alexander,CHI,23,6-8,230,West Virginia,USA,2008,1,8,8,0.5,0.6,0.3,-3.1,6.50%,11.50%,9.90%,27.30%,9.10%
Jodie Meeks,PHI,22,6-4,208,Kentucky,USA,2009,2,41,60,4.7,1.7,0.7,-0.2,1.20%,13.70%,18.70%,49.30%,8.00%
Joakim Noah,CHI,25,6-11,232,Florida,USA,2007,1,9,64,10.7,11,2.1,-1.6,11.70%,24.10%,17.00%,55.70%,10.70%
Jerryd Bayless,POR,21,6-3,200,Arizona,USA,2008,1,11,74,8.5,1.6,2.3,-0.2,1.50%,8.40%,24.00%,53.40%,22.60%
Jerry Stackhouse,MIL,35,6-6,218,North Carolina,USA,1995,1,3,42,8.5,2.4,1.7,3.5,2.30%,9.60%,21.80%,51.70%,13.30%
Jermaine Taylor,HOU,23,6-4,210,Central Florida,USA,2009,2,32,31,4.1,1.5,0.5,-18.3,6.00%,9.50%,21.80%,46.00%,9.60%
Jermaine O'Neal,MIA,31,6-11,255,None,USA,1996,1,17,70,13.6,6.9,1.3,5.2,6.80%,19.00%,22.80%,56.30%,7.80%
Jeff Teague,ATL,22,6-2,180,Wake Forest,USA,2009,1,19,71,3.2,0.9,1.7,-2.6,0.70%,9.10%,17.40%,45.90%,25.80%
Jeff Green,OKC,23,6-9,235,Georgetown,USA,2007,1,5,82,15.1,6,1.6,2,3.90%,12.70%,19.00%,53.00%,7.10%
Jeff Foster,IND,33,6-11,250,Southwest Texas State,USA,1999,1,21,16,3.1,5.1,1.3,-1.3,13.10%,18.60%,10.40%,49.00%,11.80%
Jeff Ayres,POR,23,6-9,240,Arizona State,USA,2009,2,31,39,2.7,2.5,0,-6.4,7.00%,20.20%,9.80%,70.50%,0.40%
Jawad Williams,CLE,27,6-9,218,North Carolina,USA,Undrafted,Undrafted,Undrafted,54,4.1,1.5,0.6,-0.7,2.30%,9.00%,14.90%,49.60%,7.30%
Jason Williams,ORL,34,6-1,180,Florida,USA,1998,1,7,82,6,1.5,3.6,7.2,0.40%,6.70%,14.00%,55.50%,26.50%
Jason Thompson,SAC,23,6-11,250,Rider University,USA,2008,1,12,75,12.5,8.5,1.7,-4.3,9.40%,18.20%,19.50%,51.80%,8.40%
Jason Terry,DAL,32,6-2,180,Arizona,USA,1999,1,10,77,16.6,1.8,3.8,3.1,0.80%,4.80%,22.40%,55.20%,19.40%
Jason Smith,PHI,24,7-0,240,Colorado State,USA,2007,1,20,56,3.4,2.4,0.6,-3.1,8.60%,13.50%,15.30%,49.10%,7.60%
Jason Richardson,PHX,29,6-6,225,Michigan State,USA,2001,1,5,79,15.7,5.1,1.8,5.9,3.50%,12.20%,20.50%,57.40%,8.50%
Jason Maxiell,DET,27,6-7,260,Cincinnati,USA,2005,1,26,76,6.8,5.3,0.5,-6.4,10.50%,18.00%,16.10%,53.10%,4.00%
Jason Kidd,DAL,37,6-4,210,California,USA,1994,1,2,80,10.3,5.6,9.1,4.3,1.80%,13.80%,14.30%,57.70%,36.10%
Jason Kapono,PHI,29,6-8,215,UCLA,USA,2003,2,31,57,5.7,1.2,0.7,-5.9,1.40%,5.80%,15.60%,52.70%,6.30%
Jason Hart,NOH,32,6-3,180,Syracuse,USA,2000,2,49,5,0.4,0.4,1.2,17.5,0.00%,7.40%,10.00%,50.00%,35.30%
Jason Collins,ATL,31,7-0,255,Stanford,USA,2001,1,18,24,0.7,0.6,0.2,-4.3,4.10%,7.50%,10.70%,33.50%,5.30%
Jarvis Hayes,NJN,28,6-8,228,Georgia,USA,2003,1,10,45,7.8,2.4,0.9,-6.9,0.90%,10.10%,16.10%,52.10%,6.40%
Jarron Collins,PHX,31,6-11,249,Stanford,USA,2001,2,52,34,1,1.8,0.2,-2,7.80%,14.50%,8.20%,40.50%,3.10%
Jarrett Jack,TOR,26,6-3,197,Georgia Tech,USA,2005,1,22,82,11.4,2.7,5,-2.8,1.40%,8.80%,18.50%,59.90%,27.70%
Jared Jeffries,HOU,28,6-11,240,Indiana,USA,2002,1,11,70,5.3,4.1,1.4,-0.6,7.20%,9.00%,11.00%,50.70%,8.00%
Jared Dudley,PHX,24,6-7,225,Boston College,USA,2007,1,22,82,8.2,3.4,1.4,5.3,5.30%,8.80%,13.50%,61.20%,8.20%
Jannero Pargo,CHI,30,6-1,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,63,5.5,1.2,1.4,-3.9,1.10%,8.50%,23.60%,42.90%,18.20%
JamesOn Curry,LAC,24,6-3,190,Oklahoma State,USA,2007,2,51,1,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
James Singleton,WAS,28,6-8,230,Murray State,USA,Undrafted,Undrafted,Undrafted,57,4.5,4.8,0.5,-7.8,10.70%,18.70%,15.00%,45.20%,5.10%
James Posey,NOH,33,6-8,217,Xavier,USA,1999,1,18,77,5.2,4.3,1.5,-2.2,2.00%,18.60%,11.40%,52.50%,9.60%
James Jones,MIA,29,6-8,220,Miami,USA,2003,2,49,36,4.1,1.3,0.5,-2.2,0.80%,8.20%,12.70%,55.60%,5.60%
James Johnson,CHI,23,6-9,245,Wake Forest,USA,2009,1,16,65,3.9,2,0.7,-8.1,4.40%,12.30%,17.40%,53.20%,10.40%
James Harden,OKC,20,6-5,220,Arizona State,USA,2009,1,3,76,9.9,3.2,1.8,4.9,2.80%,11.10%,19.90%,55.10%,13.00%
Jameer Nelson,ORL,28,6-0,190,St. Joseph's (PA),USA,2004,1,20,65,12.6,3,5.4,8.7,1.50%,9.20%,22.20%,54.00%,32.30%
Jamario Moon,CLE,30,6-8,200,Meridian CC,USA,Undrafted,Undrafted,Undrafted,61,4.9,3.1,0.8,4.5,2.60%,14.90%,12.40%,55.50%,7.30%
Jamal Crawford,ATL,30,6-5,200,Michigan,USA,2000,1,8,79,18,2.5,3,4.6,1.40%,7.00%,24.90%,57.30%,16.30%
Jamaal Tinsley,MEM,32,6-3,185,Iowa State,USA,2001,1,27,38,3.5,1.7,2.8,-0.5,1.90%,9.30%,15.30%,43.80%,25.10%
Jamaal Magloire,MIA,32,6-11,255,Kentucky,Canada,2000,1,19,36,2.1,3.4,0,-1.9,11.60%,23.10%,12.80%,47.00%,0.50%
JaVale McGee,WAS,22,7-0,252,Nevada-Reno,USA,2008,1,18,60,6.4,4.1,0.2,-8.3,9.50%,16.20%,19.00%,53.90%,2.40%
JR Smith,DEN,24,6-6,220,No College,USA,2004,1,18,75,15.4,3.1,2.4,6.1,1.40%,10.00%,26.10%,51.50%,14.90%
JJ Redick,ORL,26,6-4,190,Duke,USA,2006,1,11,82,9.6,1.9,1.9,4.9,1.00%,7.60%,17.50%,60.60%,14.30%
JJ Hickson,CLE,21,6-9,242,North Carolina State,USA,2008,1,19,81,8.5,4.9,0.5,1.5,7.30%,17.30%,18.60%,58.00%,3.70%
J.R. Giddens,NYK,25,6-5,215,New Mexico,USA,2008,1,30,32,2.2,1.6,0.4,-14.3,6.70%,15.40%,15.40%,49.20%,9.60%
J.J. Barea,DAL,26,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,78,7.6,1.9,3.3,-1.8,1.20%,8.60%,19.60%,52.60%,26.90%
Ime Udoka,SAC,32,6-5,220,Portland State,USA,Undrafted,Undrafted,Undrafted,69,3.6,2.8,0.8,-1.3,5.30%,14.60%,13.90%,47.00%,9.10%
Ian Mahinmi,SAS,23,6-11,230,None,France,2005,1,28,26,3.9,2,0.1,-3.6,7.90%,20.70%,24.10%,66.70%,2.40%
Hilton Armstrong,HOU,25,6-11,235,Connecticut,USA,2006,1,12,33,2.2,2.5,0.6,-5.9,7.80%,16.80%,15.30%,38.10%,9.50%
Henry Walker,NYK,22,6-6,220,Kansas State,USA,2008,2,47,35,9.4,2.5,1.1,0.3,2.00%,10.00%,16.20%,64.90%,7.90%
Hedo Turkoglu,TOR,31,6-10,220,None,Turkey,2000,1,16,74,11.3,4.6,4.1,-3.1,2.00%,13.50%,18.00%,54.00%,19.90%
Hasheem Thabeet,MEM,23,7-3,267,Connecticut,Tanzania,2009,1,2,68,3.1,3.6,0.2,-2.6,9.20%,17.90%,10.40%,60.50%,1.80%
Hamed Haddadi,MEM,25,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,36,1.7,2.1,0.3,-11.6,10.00%,20.00%,15.50%,44.10%,6.40%
Hakim Warrick,CHI,27,6-9,219,Syracuse,USA,2005,1,19,76,9.6,4.1,0.7,-4.6,8.00%,12.60%,21.50%,54.70%,5.80%
Greg Oden,POR,22,7-0,285,Ohio State,USA,2007,1,1,21,11.1,8.5,0.9,10.3,14.40%,24.00%,20.60%,64.70%,6.60%
Grant Hill,PHX,37,6-8,225,Duke,USA,1994,1,3,81,11.3,5.5,2.4,3.3,3.30%,14.30%,16.50%,56.10%,11.10%
Goran Dragic,PHX,24,6-3,190,None,Slovenia,2008,2,45,80,7.9,2.1,3,3,2.80%,9.10%,20.60%,56.60%,26.40%
Glen Davis,BOS,24,6-9,289,Louisiana State,USA,2007,2,35,54,6.3,3.8,0.6,-5.2,11.50%,12.40%,19.30%,50.00%,6.40%
Gilbert Arenas,WAS,28,6-4,215,Arizona,USA,2001,2,30,32,22.6,4.2,7.2,-3.3,1.40%,10.00%,30.50%,51.10%,35.10%
Gerald Wallace,CHA,27,6-7,220,Alabama,USA,2001,1,25,76,18.2,10,2.1,2.5,5.20%,20.60%,20.20%,58.60%,9.00%
Gerald Henderson,CHA,22,6-5,215,Duke,USA,2009,1,12,43,2.6,1.3,0.3,-1.5,4.20%,11.00%,17.20%,45.30%,7.10%
George Hill,SAS,24,6-2,180,Indiana-Purdue Indianapolis,USA,2008,1,26,78,12.4,2.6,2.9,5,1.90%,7.50%,18.70%,57.20%,15.40%
Garrett Temple,SAS,24,6-6,190,Louisiana State,USA,Undrafted,Undrafted,Undrafted,27,5,1.1,0.8,-0.3,1.80%,7.20%,19.30%,55.30%,10.40%
Francisco Garcia,SAC,28,6-7,195,Louisville,Dominican Rep...,2005,1,23,25,8.1,2.6,1.8,-1.7,1.80%,9.80%,15.60%,55.00%,11.90%
Francisco Elson,PHI,34,7-0,240,California,Netherlands,1999,2,41,12,1,1.2,0.2,2.4,8.80%,15.70%,12.40%,34.90%,4.90%
Flip Murray,CHI,30,6-3,200,Shaw,USA,2002,2,41,75,9.9,2.4,1.8,0.6,1.80%,9.30%,23.30%,48.50%,14.10%
Fabricio Oberto,WAS,35,6-10,245,None,Argentina,Undrafted,Undrafted,Undrafted,57,1.5,1.8,0.9,-3.4,5.50%,11.40%,7.10%,65.40%,11.20%
Etan Thomas,OKC,32,6-10,260,Syracuse,USA,2000,1,12,23,3.3,2.8,0,-3.2,6.30%,15.60%,13.50%,48.30%,0.50%
Ersan Ilyasova,MIL,23,6-10,235,None,Turkey,2005,2,36,81,10.4,6.4,1,4.9,7.90%,19.80%,20.10%,52.60%,7.20%
Erick Dampier,DAL,34,6-11,265,Mississippi State,USA,1996,1,10,55,6,7.3,0.6,6.6,10.70%,20.60%,11.40%,63.70%,3.50%
Eric Maynor,OKC,23,6-3,175,Va Commonwealth,USA,2009,1,20,81,4.7,1.6,3.3,2,1.80%,8.40%,16.80%,47.80%,33.90%
Eric Gordon,LAC,21,6-3,222,Indiana,USA,2008,1,7,62,16.9,2.6,3,-5.4,1.20%,6.20%,21.00%,57.10%,13.50%
Emeka Okafor,NOH,27,6-10,255,Connecticut,USA,2004,1,2,82,10.4,9,0.7,-2.6,10.80%,22.10%,16.90%,54.70%,3.50%
Elton Brand,PHI,31,6-9,254,Duke,USA,1999,1,1,76,13.1,6.1,1.4,-1.8,8.20%,13.10%,21.40%,51.80%,7.80%
Eduardo Najera,DAL,33,6-8,235,Oklahoma,Mexico,2000,2,38,46,3.4,2.5,0.6,-2.7,4.90%,12.90%,11.70%,50.10%,6.10%
Eddy Curry,NYK,27,7-0,295,None,USA,2001,1,4,7,3.7,1.9,0,-18.7,6.00%,14.10%,27.60%,45.60%,0.00%
Eddie House,NYK,32,6-1,175,Arizona State,USA,2000,2,37,68,7,1.6,1.3,0.4,1.10%,8.10%,19.20%,49.50%,11.50%
Earl Watson,IND,31,6-1,185,UCLA,USA,2001,2,39,79,7.8,3,5.1,-2,2.30%,7.70%,14.60%,51.70%,25.70%
Earl Clark,PHX,22,6-10,225,Louisville,USA,2009,1,14,51,2.7,1.2,0.4,-3.7,4.70%,10.90%,20.80%,42.00%,9.30%
Earl Boykins,WAS,34,5-5,133,Eastern Michigan,USA,Undrafted,Undrafted,Undrafted,67,6.6,1.1,2.6,-11.5,1.50%,5.50%,20.00%,49.80%,26.90%
Earl Barron,NYK,28,7-0,250,Memphis,USA,Undrafted,Undrafted,Undrafted,7,11.7,11,1.1,2.7,14.20%,23.20%,18.00%,50.80%,5.00%
Dwyane Wade,MIA,28,6-4,220,Marquette,USA,2003,1,5,77,26.6,4.8,6.5,6.3,4.10%,9.80%,33.70%,56.20%,33.40%
Dwight Howard,ORL,24,6-11,265,None,USA,2004,1,1,82,18.3,13.2,1.8,11.3,11.00%,28.00%,24.10%,63.00%,8.70%
Dwayne Jones,PHX,27,6-10,251,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,2,0,1,0,-17.6,0.00%,33.30%,0.00%,0.00%,0.00%
Drew Gooden,LAC,28,6-10,250,Kansas,USA,2002,1,4,70,10.9,7.7,0.7,-8.2,12.20%,19.90%,20.50%,54.70%,4.50%
Dorell Wright,MIA,24,6-9,210,None,USA,2004,1,19,72,7.1,3.3,1.3,0.8,3.50%,12.90%,15.20%,56.70%,10.20%
Donte Greene,SAC,22,6-11,226,Syracuse,USA,2008,1,28,76,8.5,3.1,0.9,-4.4,3.30%,11.20%,18.90%,52.60%,6.70%
Dominic McGuire,SAC,24,6-9,220,Fresno State,USA,2007,2,47,51,0.7,1.5,0.2,-17.3,6.90%,16.80%,10.30%,34.50%,5.90%
Dirk Nowitzki,DAL,32,7-0,245,None,Germany,1998,1,9,81,25,7.7,2.7,5.4,2.80%,17.80%,28.40%,57.80%,12.80%
Devin Harris,NJN,27,6-3,190,Wisconsin,USA,2004,1,5,64,16.9,3.2,6.6,-10.8,1.10%,8.80%,24.70%,51.20%,33.20%
Devin Brown,CHI,31,6-5,210,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,50,8,2.5,1.3,-0.8,2.60%,8.90%,19.20%,50.00%,9.50%
Devean George,GSW,32,6-8,235,Augsburg,USA,1999,1,23,45,5.4,2.5,0.7,1.6,2.70%,12.30%,13.00%,56.00%,5.70%
Desmond Mason,SAC,32,6-5,222,Oklahoma State,USA,2000,1,17,5,2.6,2.6,0.4,-33.3,5.40%,18.40%,12.30%,47.20%,5.10%
Derrick Rose,CHI,21,6-3,190,Memphis,USA,2008,1,1,78,20.8,3.8,6,-0.4,2.30%,7.60%,26.80%,53.20%,29.70%
Derrick Brown,CHA,22,6-8,227,Xavier,USA,2009,2,40,57,3.3,1.4,0.3,0.4,6.20%,8.70%,16.50%,52.00%,6.10%
Deron Williams,UTA,26,6-3,207,Illinois,USA,2005,1,3,76,18.7,4,10.5,8.2,2.00%,9.30%,23.70%,57.40%,42.90%
Derek Fisher,LAL,35,6-1,210,Arkansas-Little Rock,USA,1996,1,24,82,7.5,2.1,2.5,7.4,1.20%,6.50%,13.70%,49.90%,12.50%
Delonte West,CLE,26,6-3,180,St. Joseph's (PA),USA,2004,1,24,60,8.8,2.8,3.3,7,2.10%,9.30%,18.00%,53.00%,21.00%
DeShawn Stevenson,DAL,29,6-5,218,None,USA,2000,1,23,64,2.1,1.4,0.9,-4.3,1.30%,9.20%,10.60%,38.10%,9.00%
DeSagana Diop,CHA,28,7-0,280,None,Senegal,2001,1,8,27,1.2,2.4,0.2,5.8,10.50%,15.90%,7.90%,48.50%,2.80%
DeMarre Carroll,MEM,23,6-8,212,Missouri,USA,2009,1,27,71,2.9,2.1,0.5,-1.6,6.80%,11.80%,14.10%,42.60%,5.90%
DeMar DeRozan,TOR,20,6-7,220,Southern California,USA,2009,1,9,77,8.6,2.9,0.7,-6.5,4.20%,9.70%,18.00%,55.40%,4.80%
DeJuan Blair,SAS,21,6-7,265,Pittsburgh,USA,2009,2,37,82,7.8,6.4,0.8,3.2,13.90%,22.10%,19.70%,56.40%,7.00%
DeAndre Jordan,LAC,21,6-11,250,Texas A&M,USA,2008,2,35,70,4.8,5,0.3,-10.2,11.10%,21.80%,14.50%,57.10%,2.90%
David West,NOH,29,6-9,240,Xavier,USA,2003,1,18,81,19,7.5,3,-2.7,5.80%,15.90%,23.80%,56.00%,13.50%
David Lee,NYK,27,6-9,250,Florida,USA,2005,1,30,81,20.2,11.7,3.6,-3.6,7.70%,24.90%,23.50%,58.40%,17.20%
David Andersen,HOU,30,6-11,245,None,Australia,2002,2,36,63,5.8,3.3,0.7,2.2,5.90%,17.70%,19.90%,49.70%,8.40%
Darren Collison,NOH,22,6-0,160,UCLA,USA,2009,1,21,76,12.4,2.5,5.7,-3.6,2.00%,7.70%,22.70%,54.60%,32.30%
Darrell Arthur,MEM,22,6-9,235,Kansas,USA,2008,1,27,32,4.5,3.4,0.5,-12.2,7.50%,16.40%,16.80%,44.90%,5.20%
Darnell Jackson,MIL,24,6-9,253,Kansas,USA,2008,2,52,28,0.8,0.8,0.1,-19.2,8.00%,9.60%,16.60%,35.20%,5.60%
Darko Milicic,MIN,25,7-0,275,None,Serbia,2003,1,2,32,6.7,4.7,1.5,-7.7,6.60%,16.30%,15.70%,49.70%,10.50%
Darius Songaila,NOH,32,6-9,248,Wake Forest,Lithuania,2002,2,49,75,7.2,3.1,0.9,-2.4,4.40%,13.70%,19.40%,52.20%,8.10%
Dante Cunningham,POR,23,6-8,230,Villanova,USA,2009,2,33,63,3.9,2.5,0.2,5,8.00%,16.30%,16.00%,51.70%,3.20%
Danny Green,CLE,23,6-6,210,North Carolina,USA,2009,2,46,20,2,0.9,0.3,-7.7,7.10%,7.50%,17.40%,48.00%,7.40%
Danny Granger,IND,27,6-8,228,New Mexico,USA,2005,1,17,62,24.1,5.5,2.8,-0.5,2.90%,11.90%,28.20%,56.40%,13.40%
Danilo Gallinari,NYK,21,6-10,225,None,Italy,2008,1,6,81,15.1,4.9,1.7,-2.4,2.40%,12.70%,19.10%,57.50%,7.70%
