PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Leandro Barbosa,BOS,30,6-3,194,None,Brazil,2003,1,28,41,5.2,1.1,1.4,-4.3,1.60%,7.30%,20.20%,50.90%,20.10%
LeBron James,MIA,28,6-8,250,None,USA,2003,1,1,76,26.8,8,7.3,12.3,3.90%,18.00%,29.40%,64.00%,34.40%
Lazar Hayward,MIN,26,6-6,225,Marquette,USA,2010,1,30,4,2.5,1,0.8,-36.5,0.00%,14.30%,18.10%,39.60%,20.00%
Lavoy Allen,PHI,24,6-9,255,Temple,USA,2011,2,50,79,5.8,5,0.9,-2.2,9.30%,14.70%,14.60%,47.40%,6.80%
Larry Sanders,MIL,24,6-11,235,Va Commonwealth,USA,2010,1,15,71,9.8,9.5,1.2,1.5,10.70%,22.00%,16.90%,52.30%,6.80%
Landry Fields,TOR,25,6-7,215,Stanford,USA,2010,2,39,51,4.7,4.1,1.2,-0.8,6.00%,14.90%,12.60%,48.70%,8.40%
Lance Thomas,NOH,25,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,59,2.5,1.9,0.3,-2.4,7.20%,11.90%,10.60%,56.50%,4.30%
Lance Stephenson,IND,22,6-5,228,Cincinnati,USA,2010,2,40,78,8.8,3.9,2.9,8.2,2.10%,11.20%,14.90%,53.00%,15.00%
Lamar Odom,LAC,33,6-10,230,Rhode Island,USA,1999,1,4,82,4,5.9,1.7,9.9,7.50%,22.20%,13.00%,42.90%,12.80%
LaMarcus Aldridge,POR,27,6-11,240,Texas-Austin,USA,2006,1,2,74,21.1,9.1,2.6,-0.7,6.40%,18.70%,26.20%,53.00%,12.50%
Kyrie Irving,CLE,21,6-3,191,Duke,Australia,2011,1,1,59,22.5,3.7,5.9,-4.6,1.60%,9.50%,29.20%,55.30%,31.50%
Kyle Singler,DET,25,6-8,230,Duke,USA,2011,2,33,82,8.8,4,0.9,-4.1,4.80%,10.10%,15.50%,51.70%,5.30%
Kyle O'Quinn,ORL,23,6-10,240,Norfolk State,USA,2012,2,49,57,4.1,3.7,0.9,-3.8,10.00%,21.40%,17.30%,53.50%,12.20%
Kyle Lowry,TOR,27,6-0,205,Villanova,USA,2006,1,24,68,11.6,4.7,6.4,1.1,2.90%,13.50%,19.70%,54.30%,33.60%
Kyle Korver,ATL,32,6-7,212,Creighton,USA,2003,2,51,74,10.9,4,2,4.1,1.10%,11.80%,14.10%,63.70%,9.40%
Kwame Brown,PHI,31,6-11,290,None,USA,2001,1,1,22,1.9,3.4,0.4,-7.1,8.40%,19.90%,9.30%,45.20%,5.10%
Kurt Thomas,NYK,40,6-9,240,TCU,USA,1995,1,10,39,2.5,2.3,0.5,-2.8,6.00%,16.90%,11.40%,54.70%,8.50%
Kris Joseph,BKN,24,6-7,210,Syracuse,Canada,2012,2,51,10,0.9,0.7,0.1,-3.7,1.70%,11.50%,15.70%,25.70%,2.80%
Kris Humphries,BKN,28,6-9,235,Minnesota,USA,2004,1,14,65,5.8,5.6,0.5,-3.7,11.00%,21.10%,16.10%,51.50%,4.30%
Kosta Koufos,DEN,24,7-0,265,Ohio State,USA,2008,1,23,81,8,6.9,0.4,9,11.50%,19.20%,14.30%,58.50%,2.60%
Kobe Bryant,LAL,34,6-6,205,None,USA,1996,1,13,78,27.3,5.6,6,1.9,2.20%,11.60%,31.30%,57.00%,28.60%
Klay Thompson,GSW,23,6-7,205,Washington State,USA,2011,1,11,82,16.6,3.7,2.2,1.8,1.10%,8.90%,21.60%,53.30%,9.90%
Kirk Hinrich,CHI,32,6-4,190,Kansas,USA,2003,1,7,60,7.7,2.6,5.2,3.3,0.90%,8.00%,14.50%,49.30%,26.70%
Kim English,DET,24,6-6,200,Missouri,USA,2012,2,44,41,2.9,0.9,0.6,-6.5,1.90%,7.60%,15.20%,47.70%,9.70%
Khris Middleton,DET,21,6-7,215,Texas A&M,USA,2012,2,39,27,6.1,1.9,1,2.3,0.90%,10.90%,15.60%,53.20%,8.50%
Keyon Dooling,MEM,33,6-3,195,Missouri,USA,2000,1,10,7,4.4,0.1,1.1,-13.2,0.00%,1.20%,15.30%,64.40%,19.50%
Kevin Seraphin,WAS,23,6-9,275,None,France,2010,1,17,79,9.1,4.4,0.7,-5.9,6.10%,13.70%,23.30%,47.80%,6.30%
Kevin Murphy,UTA,23,6-6,185,Tennessee Tech,USA,2012,2,47,17,0.9,0.2,0.1,-40.9,0.00%,8.90%,23.80%,26.80%,8.30%
Kevin Martin,OKC,30,6-7,185,Western Carolina,USA,2004,1,26,77,14,2.3,1.4,10.7,1.70%,6.60%,20.60%,60.80%,8.10%
Kevin Love,MIN,24,6-10,260,UCLA,USA,2008,1,5,18,18.3,14,2.3,0,9.40%,30.60%,27.30%,45.80%,11.70%
Kevin Jones,CLE,23,6-8,260,West Virginia,USA,Undrafted,Undrafted,Undrafted,32,3,2.4,0.3,9.2,10.70%,12.70%,15.50%,41.80%,4.30%
Kevin Garnett,BOS,37,6-11,253,None,USA,1995,1,5,68,14.8,7.8,2.3,2.8,4.20%,22.90%,24.60%,53.50%,14.70%
Kevin Durant,OKC,24,6-9,235,Texas-Austin,USA,2007,1,2,81,28.1,7.9,4.6,12.2,1.70%,17.90%,29.50%,64.70%,21.30%
Kenyon Martin,NYK,35,6-9,240,Cincinnati,USA,2000,1,1,18,7.2,5.3,0.4,8.5,8.70%,15.10%,14.10%,58.30%,3.00%
Kent Bazemore,GSW,23,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,61,2,0.4,0.4,1,1.90%,5.50%,24.70%,45.40%,15.90%
Kenneth Faried,DEN,23,6-8,228,Morehead State,USA,2011,1,22,80,11.5,9.2,1,5.7,11.60%,21.20%,17.70%,57.30%,5.10%
Kendrick Perkins,OKC,28,6-10,270,None,USA,2003,1,27,78,4.2,6,1.4,10.9,6.40%,16.90%,10.50%,47.90%,7.80%
Kendall Marshall,PHX,21,6-4,195,North Carolina,USA,2012,1,13,48,3,0.9,3,-13.6,0.60%,5.60%,13.10%,45.50%,30.60%
Kemba Walker,CHA,23,6-1,184,Connecticut,USA,2011,1,9,82,17.7,3.5,5.7,-8.7,2.00%,8.20%,25.00%,51.70%,30.80%
Keith Bogans,BKN,33,6-5,215,Kentucky,USA,2003,2,43,74,4.2,1.6,1,-0.5,1.20%,7.60%,11.00%,53.30%,8.40%
Kawhi Leonard,SAS,22,6-7,225,San Diego State,USA,2011,1,15,58,11.9,6,1.6,10.1,4.00%,15.50%,16.40%,59.20%,7.70%
Juwan Howard,MIA,40,6-9,250,Michigan,USA,1994,1,5,7,3,1.1,0.9,-12.2,0.00%,16.30%,21.70%,54.00%,20.70%
Justin Holiday,PHI,24,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,9,4.7,1.6,1.7,5,0.00%,8.90%,19.10%,40.80%,15.50%
Justin Dentmon,DAL,27,5-11,185,Washington,USA,Undrafted,Undrafted,Undrafted,2,0,0,0,-41.1,0.00%,0.00%,20.00%,0.00%,0.00%
Julyan Stone,DEN,24,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4,1.8,0.8,0.5,9.2,6.50%,4.20%,8.60%,93.10%,11.10%
Jrue Holiday,PHI,23,6-4,205,UCLA,USA,2009,1,17,78,17.7,4.2,8,-2.4,3.00%,8.40%,26.10%,49.60%,35.80%
Josh Smith,ATL,27,6-9,225,None,USA,2004,1,17,76,17.5,8.4,4.2,1.8,5.20%,18.80%,26.30%,50.10%,20.40%
Josh Selby,MEM,22,6-2,183,Kansas,USA,2011,2,49,10,2,0.5,0.4,-31.7,0.00%,8.90%,25.00%,37.30%,14.30%
Josh McRoberts,CHA,26,6-10,240,Duke,USA,2007,2,37,67,6,4.9,2.1,-8.2,6.40%,16.20%,13.60%,52.70%,15.10%
Josh Howard,MIN,33,6-7,210,Wake Forest,USA,2003,1,29,11,6.7,3.3,0.4,-4.6,4.30%,13.10%,19.60%,45.00%,3.40%
Josh Harrellson,MIA,24,6-10,275,Kentucky,USA,2011,2,45,6,1.7,1.2,0,-8.7,11.50%,10.00%,18.10%,50.60%,0.00%
Josh Childress,BKN,30,6-8,210,Stanford,USA,2004,1,6,14,1,1.1,0.4,-11.4,4.70%,9.50%,9.10%,32.00%,8.50%
Josh Akognon,DAL,27,5-11,185,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.3,0.3,-22.9,0.00%,12.50%,22.20%,62.50%,20.00%
Jose Calderon,DET,31,6-3,211,None,Spain,Undrafted,Undrafted,Undrafted,73,11.3,2.4,7.1,-6.5,0.90%,7.90%,16.70%,61.60%,39.60%
Jordan Hill,LAL,25,6-10,235,Arizona,USA,2009,1,8,29,6.7,5.7,0.4,-3,15.60%,17.70%,18.80%,53.30%,5.00%
Jordan Hamilton,DEN,22,6-7,220,Texas-Austin,USA,2011,1,26,40,5.2,2.4,0.6,-3.3,7.40%,15.30%,23.60%,49.00%,8.90%
Jordan Crawford,BOS,24,6-4,195,Xavier,USA,2010,1,27,70,11.6,3,3.2,-4.9,2.60%,9.40%,24.80%,51.20%,24.40%
Jonas Valanciunas,TOR,21,6-11,231,None,Lithuania,2011,1,5,62,8.9,6,0.7,-3.7,8.70%,17.60%,16.90%,61.90%,5.10%
Jonas Jerebko,DET,26,6-10,231,None,Sweden,2009,2,39,49,7.7,3.8,0.9,-5.4,7.60%,14.60%,19.50%,53.10%,7.90%
Jon Leuer,MEM,24,6-10,228,Wisconsin,USA,2011,2,40,28,2,1.3,0.3,-17,6.50%,14.30%,15.30%,48.50%,7.40%
John Wall,WAS,22,6-4,195,Kentucky,USA,2010,1,1,49,18.5,4,7.6,1.6,2.20%,10.00%,28.60%,52.10%,40.70%
John Salmons,SAC,33,6-6,207,Miami,USA,2002,1,26,76,8.8,2.7,3,-0.6,1.50%,7.80%,14.60%,50.90%,14.20%
John Lucas III,TOR,30,5-11,165,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,63,5.3,1,1.7,-4.7,0.90%,7.60%,20.30%,48.30%,23.30%
John Jenkins,ATL,22,6-4,215,Vanderbilt,USA,2012,1,23,61,6.1,1.5,0.9,-7.4,1.90%,8.60%,17.60%,57.60%,10.50%
John Henson,MIL,22,6-11,220,North Carolina,USA,2012,1,14,63,6,4.7,0.5,-1.7,12.50%,21.00%,21.60%,49.70%,6.30%
Johan Petro,ATL,27,7-0,247,None,France,2005,1,25,31,3.5,3.6,0.5,-12.9,9.30%,23.00%,17.50%,46.80%,7.60%
Joel Przybilla,MIL,33,7-1,245,Minnesota,USA,2000,1,9,12,0.2,1.8,0.3,-34.2,6.30%,24.20%,5.60%,20.50%,8.00%
Joel Freeland,POR,26,6-10,225,None,United Kingdo...,2006,1,30,51,2.6,2.3,0.3,-9.2,7.70%,16.80%,16.10%,43.50%,5.00%
Joel Anthony,MIA,30,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,62,1.4,1.9,0.2,1.1,8.80%,12.30%,8.30%,54.20%,3.40%
Joe Johnson,BKN,32,6-7,240,Arkansas,USA,2001,1,10,72,16.3,3,3.5,5.6,2.10%,6.60%,21.60%,52.10%,16.30%
Jodie Meeks,LAL,25,6-4,208,Kentucky,USA,2009,2,41,78,7.9,2.2,0.9,1.3,2.20%,7.60%,16.10%,54.00%,6.60%
Joakim Noah,CHI,28,6-11,232,Florida,USA,2007,1,9,66,11.9,11.1,4,1.6,11.00%,19.30%,17.00%,53.40%,17.60%
Jimmy Butler,CHI,23,6-7,220,Marquette,USA,2011,1,30,82,8.6,4,1.4,2.4,6.40%,9.20%,14.40%,57.40%,8.80%
Jimmer Fredette,SAC,24,6-2,195,Brigham Young,USA,2011,1,10,69,7.2,1,1.3,-3.9,1.90%,5.60%,22.90%,54.60%,15.40%
Jerryd Bayless,MEM,24,6-3,200,Arizona,USA,2008,1,11,80,8.7,2.2,3.3,0.5,1.30%,9.20%,20.20%,51.40%,25.40%
Jerry Stackhouse,BKN,38,6-6,218,North Carolina,USA,1995,1,3,37,4.9,0.9,0.9,0.7,0.90%,5.60%,16.60%,50.00%,10.70%
Jermaine O'Neal,PHX,34,6-11,255,None,USA,1996,1,17,55,8.3,5.3,0.8,-7,8.10%,20.40%,21.70%,53.80%,7.40%
Jeremy Tyler,ATL,22,6-10,260,None,USA,2011,2,39,21,1,1,0,1.9,8.30%,18.70%,19.60%,41.30%,2.80%
Jeremy Pargo,PHI,27,6-2,219,Gonzaga,USA,2009,0,0,39,6.8,1.3,2.4,-7.6,1.10%,6.70%,22.40%,47.80%,25.40%
Jeremy Lin,HOU,24,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,82,13.4,3,6.1,2.6,1.30%,8.10%,20.60%,53.80%,29.00%
Jeremy Lamb,OKC,21,6-5,180,Connecticut,USA,2012,1,12,23,3.1,0.8,0.2,-16.7,3.20%,8.80%,23.80%,47.90%,6.30%
Jeremy Evans,UTA,25,6-9,194,Western Kentucky,USA,2010,2,55,37,2,1.6,0.3,5.1,11.90%,14.50%,12.50%,64.10%,7.60%
Jeffery Taylor,CHA,24,6-7,225,Vanderbilt,Sweden,2012,2,31,77,6.1,1.9,0.8,-8.6,3.30%,6.60%,14.70%,53.10%,7.20%
Jeff Teague,ATL,25,6-2,181,Wake Forest,USA,2009,1,19,80,14.6,2.3,7.2,1.1,1.00%,6.00%,22.60%,54.30%,34.80%
Jeff Green,BOS,26,6-9,235,Georgetown,USA,2007,1,5,81,12.8,3.9,1.6,-1.1,2.60%,11.50%,21.60%,56.10%,10.00%
Jeff Ayres,IND,26,6-9,250,Arizona State,USA,2009,2,31,37,3.9,2.8,0.4,6.6,8.00%,17.70%,18.30%,53.30%,6.80%
Jeff Adrien,CHA,27,6-7,243,Connecticut,USA,Undrafted,Undrafted,Undrafted,52,4,3.8,0.7,-7,9.10%,18.70%,15.40%,49.30%,8.20%
Jason Thompson,SAC,26,6-11,250,Rider University,USA,2008,1,12,82,10.9,6.7,1,-4.5,7.60%,17.50%,18.20%,53.30%,5.90%
Jason Terry,BOS,35,6-2,180,Arizona,USA,1999,1,10,79,10.1,2,2.5,-0.2,1.00%,6.70%,17.30%,56.60%,15.20%
Jason Smith,NOH,27,7-0,240,Colorado State,USA,2007,1,20,51,8.2,3.6,0.7,-3.2,7.70%,14.40%,23.40%,54.40%,7.20%
Jason Richardson,PHI,32,6-6,225,Michigan State,USA,2001,1,5,33,10.5,3.8,1.5,-0.8,2.00%,12.10%,18.30%,49.50%,8.10%
Jason Maxiell,DET,30,6-7,260,Cincinnati,USA,2005,1,26,72,6.9,5.7,0.8,-5.8,7.70%,16.00%,15.50%,47.80%,4.90%
Jason Kidd,NYK,40,6-4,210,California,USA,1994,1,2,76,6,4.3,3.3,4.5,2.40%,14.40%,11.30%,53.20%,17.80%
Jason Collins,WAS,34,7-0,255,Stanford,USA,2001,1,18,38,1.1,1.6,0.2,2.5,5.90%,10.00%,7.30%,47.60%,2.90%
Jarvis Varnado,MIA,25,6-9,230,Mississippi State,USA,2010,2,41,13,0.6,0.7,0.2,-23,3.80%,11.30%,12.50%,45.70%,10.70%
Jarrett Jack,GSW,29,6-3,197,Georgia Tech,USA,2005,1,22,79,12.9,3.1,5.6,1.5,0.90%,8.90%,20.70%,54.20%,30.00%
Jared Sullinger,BOS,21,6-9,260,Ohio State,USA,2012,1,21,45,6,5.9,0.8,3.6,11.20%,19.50%,14.60%,53.40%,6.20%
Jared Jeffries,POR,31,6-11,240,Indiana,USA,2002,1,11,38,1.2,1.6,0.4,-0.3,7.70%,10.30%,10.40%,34.30%,5.80%
Jared Dudley,PHX,27,6-7,225,Boston College,USA,2007,1,22,79,10.9,3.1,2.6,-3.2,3.50%,7.90%,17.00%,58.20%,14.70%
Jared Cunningham,DAL,22,6-4,195,Oregon State,USA,2012,1,24,8,2,0.4,0.1,-12.3,4.20%,7.10%,27.90%,53.80%,11.10%
Jannero Pargo,CHA,33,6-1,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,6.5,1.1,2.1,-8.9,2.10%,5.70%,23.30%,47.50%,23.30%
Jan Vesely,WAS,23,6-11,240,None,Czech Republi...,2011,1,6,51,2.5,2.4,0.5,-2.2,7.40%,13.30%,12.10%,48.00%,6.90%
James White,NYK,30,6-7,215,Cincinnati,USA,2006,2,31,57,2.2,0.8,0.5,-8.7,1.10%,10.50%,14.80%,50.30%,10.70%
James Jones,MIA,32,6-8,215,Miami,USA,2003,2,49,38,1.6,0.6,0.3,-6.8,0.00%,8.80%,13.50%,47.80%,11.00%
James Johnson,SAC,26,6-9,248,Wake Forest,USA,2009,1,16,54,5.1,2.7,1.1,-15.1,5.30%,11.60%,18.70%,44.20%,11.00%
James Harden,HOU,23,6-5,220,Arizona State,USA,2009,1,3,78,25.9,4.9,5.8,2.9,2.10%,10.50%,28.50%,60.00%,25.70%
James Anderson,HOU,24,6-6,215,Oklahoma State,USA,2010,1,20,39,3.8,1.8,1.1,11.9,4.70%,12.50%,16.90%,53.90%,14.40%
Jameer Nelson,ORL,31,6-0,190,St. Joseph's (PA),USA,2004,1,20,56,14.7,3.7,7.4,-4.9,1.20%,9.60%,22.30%,49.80%,32.60%
Jamal Crawford,LAC,33,6-5,200,Michigan,USA,2000,1,8,76,16.5,1.7,2.5,7.8,1.00%,4.70%,25.20%,55.80%,14.80%
Jamaal Tinsley,UTA,35,6-3,197,Iowa State,USA,2001,1,27,66,3.5,1.7,4.4,0.5,1.50%,8.20%,13.30%,46.70%,35.40%
Jae Crowder,DAL,22,6-6,235,Marquette,USA,2012,2,34,78,5,2.4,1.2,-0.3,2.60%,11.20%,14.60%,49.10%,10.30%
JaVale McGee,DEN,25,7-0,252,Nevada-Reno,USA,2008,1,18,79,9.1,4.8,0.3,2.6,11.30%,14.10%,20.60%,58.90%,2.70%
JR Smith,NYK,27,6-6,220,No College,USA,2004,1,18,80,18.1,5.3,2.7,5.7,2.40%,14.20%,26.00%,52.20%,14.70%
JJ Redick,MIL,29,6-4,190,Duke,USA,2006,1,11,78,14.1,2.2,3.8,-2.4,0.70%,6.50%,20.30%,57.10%,19.30%
JJ Hickson,POR,24,6-9,242,North Carolina State,USA,2008,1,19,80,12.7,10.4,1.1,-5.3,11.70%,25.10%,19.60%,59.10%,6.50%
J.J. Barea,MIN,29,6-0,175,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,74,11.3,2.8,4,-1.7,1.90%,10.40%,24.20%,51.00%,30.10%
Ivan Johnson,ATL,29,6-8,255,California State-San Bernardino,USA,Undrafted,Undrafted,Undrafted,69,6.6,3.9,0.7,-0.9,7.50%,18.70%,20.70%,54.60%,7.90%
Ish Smith,MIL,24,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,52,2.4,1.2,1.7,-3.9,2.10%,9.10%,16.80%,37.90%,25.60%
Isaiah Thomas,SAC,24,5-9,185,Washington,USA,2011,2,60,79,13.9,2,4,-2.6,1.40%,6.50%,22.40%,57.40%,24.30%
Iman Shumpert,NYK,23,6-5,220,Georgia Tech,USA,2011,1,17,45,6.8,3,1.7,0.6,3.20%,11.30%,15.50%,51.60%,12.00%
Ian Mahinmi,IND,26,6-11,230,None,France,2005,1,28,80,5,3.9,0.3,-5.3,8.60%,15.10%,17.20%,49.70%,3.80%
Henry Sims,NOH,23,6-10,245,Georgetown,USA,Undrafted,Undrafted,Undrafted,2,2,1,0,21.1,33.30%,0.00%,36.40%,66.70%,0.00%
Hedo Turkoglu,ORL,34,6-10,220,None,Turkey,2000,1,16,11,2.9,2.4,2.1,-23.2,2.10%,11.60%,16.70%,28.80%,20.00%
Hasheem Thabeet,OKC,26,7-3,263,Connecticut,Tanzania,2009,1,2,66,2.4,3,0.2,9.9,10.00%,15.60%,9.80%,61.90%,2.10%
Harrison Barnes,GSW,21,6-8,210,North Carolina,USA,2012,1,7,81,9.2,4.1,1.2,2,2.60%,12.90%,17.40%,52.60%,7.20%
Hamed Haddadi,PHX,28,7-2,265,None,Iran,Undrafted,Undrafted,Undrafted,30,2.8,3.7,0.4,-0.1,12.20%,20.30%,16.40%,44.70%,5.80%
Hakim Warrick,CHA,30,6-9,219,Syracuse,USA,2005,1,19,28,6.9,3.2,0.9,-12.2,4.20%,14.10%,21.50%,47.60%,9.10%
Gustavo Ayon,MIL,28,6-10,250,None,Mexico,Undrafted,Undrafted,Undrafted,55,3.7,3.6,1.3,0.1,8.50%,18.50%,14.10%,54.00%,14.20%
Greivis Vasquez,NOH,26,6-6,211,Maryland,Venezuela,2010,1,28,78,13.9,4.3,9,-3,1.70%,11.90%,22.70%,50.20%,43.20%
Greg Stiemsma,MIN,27,6-11,260,Wisconsin,USA,Undrafted,Undrafted,Undrafted,76,4,3.4,0.4,-3.4,5.00%,17.60%,13.60%,49.80%,4.00%
Greg Smith,HOU,22,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,70,6,4.6,0.4,5.5,9.90%,18.00%,14.40%,63.60%,3.60%
Greg Monroe,DET,23,6-11,250,Georgetown,USA,2010,1,7,81,16,9.6,3.5,-5.2,8.90%,21.20%,24.40%,52.70%,18.90%
Grant Hill,LAC,40,6-8,225,Duke,USA,1994,1,3,29,3.2,1.7,0.9,-0.2,1.40%,9.50%,13.80%,42.80%,9.00%
Gordon Hayward,UTA,23,6-8,210,Butler,USA,2010,1,9,72,14.1,3.1,3,2.5,2.50%,8.70%,21.10%,56.40%,16.30%
Goran Dragic,PHX,27,6-3,190,None,Slovenia,2008,2,45,77,14.7,3.1,7.4,-4.7,2.30%,7.30%,21.30%,54.00%,34.40%
Glen Davis,ORL,27,6-9,289,Louisiana State,USA,2007,2,35,34,15.1,7.2,2.1,-1,5.30%,18.20%,25.50%,48.30%,11.50%
Gerald Wallace,BKN,30,6-7,220,Alabama,USA,2001,1,25,69,7.7,4.6,2.6,4,3.40%,12.40%,14.30%,49.00%,13.10%
Gerald Henderson,CHA,25,6-5,215,Duke,USA,2009,1,12,68,15.5,3.7,2.6,-10,2.50%,9.70%,23.20%,53.10%,15.20%
Gerald Green,IND,27,6-8,210,No College,USA,2005,1,18,60,7,2.4,0.8,-0.7,2.70%,9.50%,20.70%,46.50%,8.70%
George Hill,IND,27,6-2,190,Indiana-Purdue Indianapolis,USA,2008,1,26,76,14.2,3.7,4.7,8.5,1.80%,8.70%,18.40%,55.80%,22.00%
Gary Neal,SAS,28,6-4,210,Towson,USA,Undrafted,Undrafted,Undrafted,68,9.5,2.1,1.9,3.9,0.90%,8.50%,21.10%,51.20%,13.70%
Garrett Temple,WAS,27,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,51,5.1,2.4,2.3,-0.3,2.50%,8.20%,13.00%,47.80%,15.10%
Francisco Garcia,HOU,31,6-7,195,Louisville,Dominican Rep...,2005,1,23,58,5.5,1.6,1.1,-1.9,0.80%,8.00%,14.60%,51.90%,9.50%
Festus Ezeli,GSW,23,6-11,255,Vanderbilt,Nigeria,2012,1,30,78,2.4,4,0.3,-0.9,12.60%,14.70%,10.60%,46.70%,2.80%
Fab Melo,BOS,23,7-0,255,Syracuse,Brazil,2012,1,22,6,1.2,0.5,0,-12.8,0.00%,7.30%,11.20%,45.10%,0.00%
Evan Turner,PHI,24,6-7,220,Ohio State,USA,2010,1,2,82,13.3,6.3,4.3,-3.8,1.90%,16.20%,20.90%,47.80%,19.20%
Evan Fournier,DEN,20,6-6,200,None,France,2012,1,20,38,5.3,0.9,1.2,6.6,1.40%,6.00%,19.80%,59.70%,15.30%
Ersan Ilyasova,MIL,26,6-10,235,None,Turkey,2005,2,36,73,13.2,7.1,1.6,0.2,7.20%,18.50%,20.20%,55.20%,9.20%
Eric Maynor,POR,26,6-3,175,Va Commonwealth,USA,2009,1,20,64,4.5,0.7,2.8,-3,1.00%,4.00%,18.10%,47.20%,29.50%
Eric Gordon,NOH,24,6-3,215,Indiana,USA,2008,1,7,42,17,1.8,3.3,-1.5,0.80%,5.80%,28.10%,52.30%,18.30%
Eric Bledsoe,LAC,23,6-1,195,Kentucky,USA,2010,1,18,76,8.5,3,3.1,4.1,5.30%,9.40%,21.90%,51.30%,24.90%
Enes Freedom,UTA,21,6-11,267,None,Turkey,2011,1,3,70,7.2,4.3,0.4,5.1,12.50%,15.50%,20.60%,58.80%,5.00%
Emeka Okafor,WAS,30,6-10,255,Connecticut,USA,2004,1,2,79,9.7,8.8,1.2,-0.8,9.50%,23.90%,19.30%,49.60%,7.70%
Elton Brand,DAL,34,6-9,254,Duke,USA,1999,1,1,72,7.2,6,1,-2.1,8.80%,18.90%,16.70%,49.90%,7.20%
Ekpe Udoh,MIL,26,6-10,245,Baylor,USA,2010,1,6,76,4.3,3.3,0.6,-1.5,8.10%,10.50%,12.10%,50.30%,4.90%
Eddy Curry,DAL,30,7-0,295,None,USA,2001,1,4,2,4.5,2,0,11.3,8.70%,6.70%,22.80%,46.10%,0.00%
Ed Davis,MEM,24,6-10,232,North Carolina,USA,2010,1,13,81,7.7,5.7,0.8,-0.4,9.70%,20.10%,17.50%,56.10%,6.60%
Earl Watson,UTA,34,6-1,199,UCLA,USA,2001,2,39,48,2,1.8,4,-3.1,2.80%,8.60%,10.40%,36.60%,32.60%
Earl Clark,LAL,25,6-10,225,Louisville,USA,2009,1,14,59,7.3,5.5,1.1,-3.9,6.10%,17.20%,15.40%,51.00%,7.30%
Earl Barron,NYK,31,7-0,250,Memphis,USA,Undrafted,Undrafted,Undrafted,12,3.3,5.1,0.4,-5.6,11.10%,26.00%,17.30%,36.10%,5.40%
E'Twaun Moore,ORL,24,6-4,191,Purdue,USA,2011,2,55,75,7.8,2.2,2.7,-8.9,2.80%,7.20%,19.20%,47.10%,19.50%
Dwyane Wade,MIA,31,6-4,220,Marquette,USA,2003,1,5,69,21.2,5,5.1,12.3,4.20%,11.20%,28.80%,57.10%,24.80%
Dwight Howard,LAL,27,6-11,265,None,USA,2004,1,1,76,17.1,12.4,1.4,2.9,9.40%,24.40%,22.30%,57.30%,6.80%
Drew Gooden,MIL,31,6-10,250,Kansas,USA,2002,1,4,16,3.3,1.9,0.4,-5.2,7.60%,11.80%,21.30%,38.20%,6.50%
Draymond Green,GSW,23,6-7,230,Michigan State,USA,2012,2,35,79,2.9,3.3,0.7,-0.9,5.50%,17.80%,13.50%,40.40%,7.60%
Doron Lamb,ORL,21,6-4,210,Kentucky,USA,2012,2,42,47,3.3,1,0.7,-7,1.30%,6.70%,15.20%,43.30%,8.50%
Dorell Wright,PHI,27,6-9,205,None,USA,2004,1,19,79,9.2,3.8,1.9,-6.1,2.20%,15.20%,18.10%,55.10%,13.80%
Donatas Motiejunas,HOU,22,7-0,222,None,Lithuania,2011,1,20,44,5.7,2.1,0.7,3.8,6.90%,10.50%,22.00%,53.10%,9.10%
Donald Sloan,NOH,25,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,3.5,1.2,1.7,-13.4,1.00%,9.80%,17.10%,45.50%,28.40%
Dominique Jones,DAL,24,6-5,215,South Florida,USA,2010,1,25,29,4,1.6,2.9,-2.2,5.30%,7.50%,22.70%,43.80%,40.30%
Dominic McGuire,IND,27,6-9,235,Fresno State,USA,2007,2,47,26,2,3,0.8,-12.2,5.10%,16.50%,8.80%,42.20%,8.00%
Dirk Nowitzki,DAL,35,7-0,245,None,Germany,1998,1,9,53,17.3,6.8,2.5,0.8,2.30%,19.90%,24.00%,56.40%,13.20%
Dion Waiters,CLE,21,6-4,215,Syracuse,USA,2012,1,4,61,14.7,2.4,3,-4.3,1.20%,8.10%,25.80%,49.20%,17.80%
