PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Vince Carter,DAL,37,6-6,220,North Carolina,USA,1998,1,5,81,11.9,3.5,2.6,3.6,3.40%,11.30%,22.30%,53.90%,17.00%
Victor Oladipo,ORL,22,6-4,215,Indiana,USA,2013,1,2,80,13.8,4.1,4.1,-5.6,1.70%,11.40%,24.00%,51.40%,22.50%
Victor Claver,POR,25,6-9,224,None,Spain,2009,1,22,21,2.2,1.9,0.6,6,5.20%,14.00%,14.10%,50.20%,9.40%
Viacheslav Kravtsov,PHX,26,6-11,254,None,Ukraine,Undrafted,Undrafted,Undrafted,20,1,0.9,0.1,-36.1,13.20%,15.40%,16.80%,54.00%,3.40%
Vander Blue,BOS,21,6-4,200,Marquette,USA,Undrafted,Undrafted,Undrafted,3,1.7,1,0.3,30.6,0.00%,17.60%,25.00%,40.30%,9.10%
Udonis Haslem,MIA,34,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,46,3.8,3.8,0.3,-5.1,7.10%,23.10%,13.70%,52.30%,3.20%
Tyson Chandler,NYK,31,7-1,240,None,USA,2001,1,2,55,8.7,9.6,1.1,0.8,9.90%,23.80%,12.80%,61.50%,5.40%
Tyshawn Taylor,BKN,24,6-3,185,Kansas,USA,2012,2,41,23,3.9,0.7,1.6,-25.2,1.10%,4.80%,22.20%,42.70%,24.20%
Tyreke Evans,NOP,24,6-6,220,Memphis,USA,2009,1,4,72,14.5,4.7,5,-5.6,3.90%,13.60%,26.60%,50.40%,31.30%
Tyler Zeller,CLE,24,7-0,253,North Carolina,USA,2012,1,17,70,5.7,4,0.5,-0.7,9.80%,16.70%,16.80%,58.10%,5.50%
Tyler Hansbrough,TOR,28,6-9,250,North Carolina,USA,2009,1,13,64,4.9,4.5,0.3,0.2,11.80%,17.80%,14.40%,56.20%,2.90%
Ty Lawson,DEN,26,5-11,195,North Carolina,USA,2009,1,18,62,17.6,3.5,8.8,-1.2,1.70%,7.60%,22.40%,55.40%,36.90%
Troy Daniels,HOU,22,6-4,204,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,5,8.4,0.8,1,20.6,0.00%,5.70%,20.00%,67.70%,11.40%
Tristan Thompson,CLE,23,6-9,238,Texas-Austin,Canada,2011,1,4,82,11.7,9.2,0.9,-5,9.90%,19.30%,17.30%,52.80%,4.40%
Trey Burke,UTA,21,6-1,190,Michigan,USA,2013,1,9,70,12.8,3,5.7,-5.9,1.70%,8.10%,21.60%,47.30%,28.00%
Trevor Booker,WAS,26,6-8,235,Clemson,USA,2010,1,23,72,6.8,5.3,0.9,-1,9.70%,15.90%,14.20%,56.30%,6.10%
Trevor Ariza,WAS,28,6-8,220,UCLA,USA,2004,2,43,77,14.4,6.2,2.5,3.5,3.70%,14.20%,17.30%,59.00%,10.50%
Travis Outlaw,SAC,29,6-9,207,None,USA,2003,1,23,63,5.4,2.7,0.8,-4.3,3.20%,12.00%,15.30%,49.20%,7.60%
Toure' Murry,NYK,24,6-5,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,51,2.7,0.9,1,-3.5,3.60%,8.00%,20.90%,47.90%,21.50%
Tornike Shengelia,CHI,22,6-9,220,None,Georgia,2012,2,54,26,1.1,0.6,0.5,-12.4,2.60%,8.80%,11.70%,46.00%,14.10%
Tony Wroten,PHI,21,6-6,205,Washington,USA,2012,1,25,72,13,3.2,3,-11.6,3.60%,8.70%,27.10%,49.30%,21.00%
Tony Snell,CHI,22,6-7,200,New Mexico,USA,2013,1,20,77,4.5,1.6,0.9,-4.7,1.50%,8.50%,14.60%,48.90%,9.50%
Tony Parker,SAS,32,6-2,185,None,France,2001,1,28,68,16.7,2.3,5.7,6.8,0.90%,6.80%,26.30%,55.50%,31.00%
Tony Mitchell,MIL,24,6-6,216,Alabama,USA,Undrafted,Undrafted,Undrafted,3,2,0.3,0.3,11.1,16.70%,0.00%,23.80%,60.00%,20.00%
Tony Mitchell,DET,22,6-8,235,North Texas,USA,2013,2,37,21,1,1.2,0.1,6.2,15.60%,16.70%,12.90%,54.00%,4.00%
Tony Allen,MEM,32,6-4,213,Oklahoma State,USA,2004,1,25,55,9,3.8,1.7,4.7,6.40%,10.80%,19.40%,53.10%,11.50%
Toney Douglas,MIA,28,6-2,195,Florida State,USA,2009,1,29,51,4,1.7,1.3,-0.3,2.80%,10.90%,16.10%,49.30%,15.70%
Tobias Harris,ORL,21,6-9,235,Tennessee,USA,2011,1,19,61,14.6,7,1.3,-6.3,4.70%,18.70%,21.80%,54.20%,7.70%
Timofey Mozgov,DEN,27,7-1,250,None,Russia,Undrafted,Undrafted,Undrafted,82,9.4,6.4,0.8,1,9.40%,18.70%,18.60%,58.40%,5.50%
Tim Hardaway Jr.,NYK,22,6-6,205,Michigan,USA,2013,1,24,81,10.2,1.5,0.8,-6,1.00%,5.80%,18.70%,55.40%,5.90%
Tim Duncan,SAS,38,6-11,250,Wake Forest,US Virgin Isl...,1997,1,1,74,15.1,9.7,3,6.7,7.90%,25.50%,25.10%,53.50%,15.90%
Tiago Splitter,SAS,29,6-11,245,None,Brazil,2007,1,28,59,8.2,6.2,1.5,10,9.70%,17.60%,17.10%,57.20%,10.30%
Thomas Robinson,POR,23,6-10,237,Kansas,USA,2012,1,5,70,4.8,4.4,0.5,-4.9,11.30%,22.90%,19.10%,50.20%,6.10%
Thaddeus Young,PHI,26,6-8,230,Georgia Tech,USA,2007,1,12,79,17.9,6,2.3,-10.9,5.60%,11.50%,23.90%,51.20%,11.40%
Thabo Sefolosha,OKC,30,6-7,222,None,Switzerland,2006,1,13,61,6.3,3.6,1.5,3.9,3.40%,10.20%,11.70%,51.70%,8.20%
Terrence Ross,TOR,23,6-6,195,Washington,USA,2012,1,8,81,10.9,3.1,1,3,2.00%,9.90%,18.30%,55.30%,6.00%
Terrence Jones,HOU,22,6-9,252,Kentucky,USA,2012,1,18,76,12.1,6.9,1.1,2.6,8.20%,16.70%,18.10%,57.70%,6.70%
Tayshaun Prince,MEM,34,6-9,215,Kentucky,USA,2002,1,23,76,6,3.1,1.6,1.5,1.70%,11.00%,13.40%,43.80%,9.00%
Taj Gibson,CHI,29,6-9,225,Southern California,USA,2009,1,26,82,13,6.8,1.1,3.6,8.80%,14.70%,22.70%,52.40%,7.50%
Steven Adams,OKC,20,7-0,255,Pittsburgh,New Zealand,2013,1,12,81,3.3,4.1,0.5,2.6,12.30%,15.70%,11.40%,54.10%,5.00%
Steve Novak,TOR,31,6-10,235,Marquette,USA,2006,2,32,54,3.3,1.1,0.2,2.2,1.40%,9.80%,12.00%,59.90%,3.80%
Steve Nash,LAL,40,6-3,178,Santa Clara,Canada,1996,1,15,15,6.8,1.9,5.7,-9.1,1.20%,7.60%,18.40%,48.80%,42.80%
Steve Blake,GSW,34,6-3,172,Maryland,USA,2003,2,38,55,6.9,2.9,5.6,-5.2,0.80%,9.20%,13.80%,50.80%,30.30%
Stephen Jackson,LAC,36,6-8,220,Butler C.C. (KS),USA,1997,2,42,9,1.7,1.1,0.6,11.9,2.00%,8.70%,14.00%,27.00%,7.10%
Stephen Curry,GSW,26,6-3,185,Davidson,USA,2009,1,7,78,24,4.3,8.5,9.6,1.60%,9.70%,27.50%,61.00%,37.20%
Spencer Hawes,CLE,26,7-1,245,Washington,USA,2007,1,10,80,13.2,8.3,3,-9.6,5.10%,20.30%,19.40%,55.40%,15.20%
Solomon Jones,ORL,29,6-10,235,South Florida,USA,2006,2,33,11,1.3,1.5,0.2,-16.2,9.20%,10.10%,10.60%,37.30%,3.90%
Solomon Hill,IND,23,6-7,225,Arizona,USA,2013,1,23,28,1.7,1.5,0.4,2.8,3.90%,13.70%,11.10%,54.50%,7.80%
Shelvin Mack,ATL,24,6-3,207,Butler,USA,2011,2,34,73,7.5,2.2,3.7,-1.5,1.50%,9.60%,18.70%,51.00%,28.80%
Shawne Williams,LAL,28,6-9,230,Memphis,USA,2006,1,17,36,5.6,4.6,0.8,2.4,3.20%,17.20%,13.00%,50.30%,5.80%
Shawn Marion,DAL,36,6-7,228,UNLV,USA,1999,1,9,76,10.4,6.5,1.6,-2.4,5.80%,15.30%,15.50%,53.70%,7.60%
Shavlik Randolph,PHX,30,6-10,236,Duke,USA,Undrafted,Undrafted,Undrafted,14,1.4,1.8,0.1,21.2,8.00%,17.80%,10.90%,53.10%,1.40%
Shaun Livingston,BKN,28,6-7,175,None,USA,2004,1,4,76,8.3,3.2,3.2,1.6,3.80%,9.70%,16.10%,55.10%,20.10%
Shannon Brown,NYK,28,6-4,210,Michigan State,USA,2006,1,25,29,2.2,1,0.3,-10.3,2.90%,8.40%,16.20%,41.90%,5.90%
Shane Larkin,DAL,21,5-11,176,Miami,USA,2013,1,18,48,2.8,0.9,1.5,6.2,2.30%,6.90%,16.60%,44.60%,20.80%
Shane Edwards,CLE,27,6-7,220,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,2,1,1,0,-25.7,8.30%,10.00%,15.40%,33.30%,0.00%
Shane Battier,MIA,35,6-8,220,Duke,USA,2001,1,6,73,4.1,1.9,0.9,7.2,2.70%,7.60%,9.80%,52.30%,5.70%
Shabazz Muhammad,MIN,21,6-6,222,UCLA,USA,2013,1,14,37,3.9,1.4,0.2,-13,7.50%,9.40%,22.20%,50.50%,3.80%
Seth Curry,CLE,23,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.5,0,0.4,0.00%,7.10%,10.30%,50.00%,0.00%
Sergey Karasev,CLE,20,6-7,196,None,Russia,2013,1,19,22,1.7,0.7,0.3,-14.2,0.00%,10.60%,14.20%,47.00%,5.90%
Serge Ibaka,OKC,24,6-10,245,None,Republic of t...,2008,1,24,81,15.1,8.8,1,7.3,9.00%,17.10%,19.50%,57.60%,5.10%
Scotty Hopson,CLE,24,6-7,204,Tennessee,USA,2011,0,0,2,0.5,0,0.5,-32.9,0.00%,0.00%,29.40%,10.20%,20.00%
Sasha Vujacic,LAC,30,6-7,205,None,Slovenia,2004,1,27,2,2.5,1.5,0,-42.1,0.00%,21.40%,29.60%,50.00%,0.00%
Samuel Dalembert,DAL,34,6-11,250,Seton Hall,Haiti,2001,1,26,80,6.6,6.8,0.5,0.8,13.30%,21.80%,14.80%,60.50%,3.50%
Ryan Kelly,LAL,23,6-11,230,Duke,USA,2013,2,48,59,8,3.7,1.6,-2.5,3.20%,12.90%,15.50%,54.80%,10.40%
Ryan Hollins,LAC,29,7-0,240,UCLA,USA,2006,2,50,61,2.3,1.5,0.1,3.8,6.80%,10.80%,11.30%,73.00%,2.60%
Ryan Gomes,OKC,31,6-7,245,Providence,USA,2005,2,50,5,1.2,0.8,0.2,6.4,0.00%,11.40%,11.00%,37.50%,4.80%
Ryan Anderson,NOP,26,6-10,240,California,USA,2008,1,21,22,19.8,6.5,0.8,2,8.10%,9.80%,21.60%,57.20%,3.20%
Russell Westbrook,OKC,25,6-3,200,UCLA,USA,2008,1,4,46,21.8,5.7,6.9,7.5,4.10%,13.60%,33.00%,54.50%,38.00%
Rudy Gobert,UTA,22,7-1,245,None,France,2013,1,27,45,2.3,3.4,0.2,-2,11.40%,22.60%,13.40%,50.70%,2.60%
Rudy Gay,SAC,27,6-8,230,Connecticut,USA,2006,1,8,73,20,6,2.9,-1.1,4.50%,13.30%,27.10%,54.00%,14.60%
Royce White,SAC,23,6-8,260,Iowa State,USA,2012,1,16,3,0,0,0,-31.6,0.00%,0.00%,5.30%,0.00%,0.00%
Royal Ivey,OKC,32,6-4,200,Texas-Austin,USA,2004,2,37,2,0,0.5,0,-50,0.00%,25.00%,16.70%,0.00%,0.00%
Roy Hibbert,IND,27,7-2,290,Georgetown,USA,2008,1,17,81,10.8,6.6,1.1,7.8,9.00%,13.00%,19.30%,49.90%,6.00%
Ronny Turiaf,MIN,31,6-10,241,Gonzaga,France,2005,2,37,31,4.8,5.6,0.8,-1,8.70%,19.30%,11.00%,57.80%,6.00%
Ronnie Price,ORL,31,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,31,2.4,1.4,2.1,-2.8,2.10%,9.80%,15.00%,37.90%,26.30%
Ronnie Brewer,CHI,29,6-7,235,Arkansas,USA,2006,1,14,24,0.3,0.6,0.4,-15.3,1.30%,7.00%,5.00%,22.00%,8.50%
Roger Mason Jr.,MIA,33,6-5,205,Virginia,USA,2002,2,30,25,3,0.9,0.8,0.1,0.40%,8.60%,13.70%,52.80%,10.50%
Rodney Stuckey,DET,28,6-5,205,Eastern Washington,USA,2007,1,15,73,13.9,2.3,2.1,-4.4,1.90%,6.70%,24.00%,51.60%,12.90%
Robin Lopez,POR,26,7-0,255,Stanford,USA,2008,1,15,82,11.1,8.5,0.9,6,12.20%,13.80%,13.90%,60.50%,4.10%
Robert Sacre,LAL,25,7-0,260,Gonzaga,Canada,2012,2,60,65,5.4,3.9,0.8,-5.6,7.30%,15.30%,15.40%,51.30%,7.20%
Robert Covington,HOU,23,6-9,215,Tennessee State,USA,Undrafted,Undrafted,Undrafted,7,2.3,0.7,0,27.2,6.10%,7.50%,19.20%,57.10%,0.00%
Robbie Hummel,MIN,25,6-8,220,Purdue,USA,2012,2,58,53,3.4,2.5,0.4,2.5,4.90%,15.20%,12.30%,49.20%,5.20%
Ricky Rubio,MIN,23,6-4,185,None,Spain,2009,1,5,82,9.5,4.2,8.6,6.6,2.20%,11.00%,16.10%,49.10%,36.20%
Ricky Ledo,DAL,21,6-7,195,Providence,USA,2013,2,43,11,1.7,0.2,0.2,15.7,0.00%,5.60%,27.60%,50.60%,10.00%
Richard Jefferson,UTA,34,6-7,234,Arizona,USA,2001,1,13,82,10.1,2.7,1.6,-9.9,0.80%,9.70%,17.00%,57.30%,9.80%
Reggie Williams,OKC,27,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,3,3.7,0,0.3,-17.8,0.00%,0.00%,28.90%,61.10%,14.30%
Reggie Jackson,OKC,24,6-3,208,Boston College,USA,2011,1,24,80,13.1,3.9,4.1,7.4,2.00%,11.30%,22.30%,52.70%,23.10%
Reggie Evans,SAC,34,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,54,4,6.2,0.4,-5.8,12.50%,26.00%,13.20%,51.60%,3.70%
Reggie Bullock,LAC,23,6-7,205,North Carolina,USA,2013,1,25,43,2.7,1.3,0.3,-1.5,2.60%,9.50%,14.90%,46.00%,4.90%
Raymond Felton,NYK,30,6-1,205,North Carolina,USA,2005,1,5,65,9.7,3,5.6,0.3,2.70%,7.60%,18.10%,47.60%,27.50%
Ray McCallum,SAC,23,6-3,190,Detroit,USA,2013,2,36,45,6.2,1.8,2.7,-4.8,2.00%,7.10%,17.60%,43.90%,21.60%
Ray Allen,MIA,38,6-5,205,Connecticut,USA,1996,1,5,73,9.6,2.8,2,3.7,1.40%,10.20%,16.20%,59.00%,11.70%
Rasual Butler,IND,35,6-7,215,La Salle,USA,2002,2,52,50,2.7,0.8,0.3,-6.6,1.60%,9.00%,15.10%,58.50%,7.50%
Rashard Lewis,MIA,34,6-10,235,None,USA,1998,2,32,60,4.5,1.8,1,2.6,2.90%,9.60%,13.80%,53.50%,8.80%
Randy Foye,DEN,30,6-4,213,Villanova,USA,2006,1,7,81,13.2,2.9,3.5,-2.6,1.30%,7.70%,18.20%,55.80%,17.30%
Ramon Sessions,MIL,28,6-3,190,Nevada-Reno,USA,2007,2,56,83,12.3,2.4,4.1,-3.6,1.70%,7.40%,21.90%,53.90%,25.80%
Rajon Rondo,BOS,28,6-1,186,Kentucky,USA,2006,1,21,30,11.7,5.5,9.8,-9.2,2.10%,16.30%,20.70%,46.10%,48.00%
Quincy Pondexter,MEM,26,6-6,225,Washington,USA,2010,1,26,15,6.3,1.7,1.3,-19.8,3.90%,6.50%,17.80%,52.00%,12.60%
Quincy Miller,DEN,21,6-9,210,Baylor,USA,2012,2,38,52,4.9,2.8,0.5,-3.5,4.20%,14.10%,16.90%,45.90%,4.70%
Quincy Acy,SAC,23,6-7,225,Baylor,USA,2012,2,37,63,2.7,3.4,0.4,-6.1,8.00%,16.70%,9.90%,52.00%,5.10%
Phil Pressey,BOS,23,5-11,175,Missouri,USA,Undrafted,Undrafted,Undrafted,75,2.8,1.4,3.2,-0.4,1.80%,7.70%,14.10%,39.00%,30.50%
Peyton Siva,DET,23,6-0,185,Louisville,USA,2013,2,56,24,2.3,0.6,1.4,-5.1,0.80%,5.80%,16.20%,42.50%,25.80%
Perry Jones III,OKC,22,6-11,235,Baylor,USA,2012,1,28,62,3.5,1.8,0.4,3.5,3.90%,11.00%,12.60%,54.10%,5.00%
Pero Antic,ATL,31,6-11,260,None,Macedonia,Undrafted,Undrafted,Undrafted,50,7,4.2,1.2,5,6.10%,16.80%,17.80%,54.50%,10.00%
Paul Pierce,BKN,36,6-7,235,Kansas,USA,1998,1,10,75,13.5,4.6,2.4,1.5,1.40%,16.30%,22.10%,59.50%,14.60%
Paul Millsap,ATL,29,6-8,253,Louisiana Tech,USA,2006,2,47,74,17.9,8.5,3.1,1.9,6.40%,19.30%,25.10%,54.50%,16.00%
Paul George,IND,24,6-9,220,Fresno State,USA,2010,1,10,80,21.7,6.8,3.5,6.5,2.30%,15.70%,27.80%,55.50%,17.70%
Pau Gasol,LAL,33,7-0,250,None,Spain,2001,1,3,60,17.4,9.7,3.4,-8.6,6.50%,22.80%,26.10%,52.20%,18.40%
Patty Mills,SAS,25,6-0,185,St.Mary's College of California,Australia,2009,2,55,81,10.2,2.1,1.8,10.9,2.30%,8.40%,21.90%,58.80%,15.70%
Patrick Patterson,TOR,25,6-9,235,Kentucky,USA,2010,1,14,65,8.5,5.3,1.2,5.3,7.40%,15.00%,17.00%,53.30%,8.30%
Patrick Beverley,HOU,25,6-1,185,Arkansas,USA,2009,2,42,56,10.2,3.5,2.7,8.3,4.40%,6.80%,14.70%,54.50%,12.30%
Pablo Prigioni,NYK,37,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,66,3.8,2,3.5,1.7,2.90%,8.40%,9.30%,64.20%,25.80%
P.J. Tucker,PHX,29,6-6,224,Texas-Austin,USA,2006,2,35,81,9.4,6.5,1.7,2.4,6.40%,14.60%,13.90%,54.00%,8.00%
Otto Porter Jr.,WAS,21,6-8,198,Georgetown,USA,2013,1,3,37,2.1,1.5,0.3,-2,6.40%,13.00%,14.60%,40.50%,5.10%
Othyus Jeffers,MIN,28,6-5,210,Robert Morris-Chicago,USA,Undrafted,Undrafted,Undrafted,6,1.5,1.5,0.2,30.6,3.20%,17.40%,8.80%,58.00%,2.60%
Orlando Johnson,SAC,25,6-5,220,Cal-Santa Barbara,USA,2012,2,36,45,2.2,1.2,0.4,-4.5,2.20%,11.30%,15.40%,40.20%,8.70%
Omri Casspi,HOU,26,6-9,225,None,Israel,2009,1,23,71,6.9,3.7,1.2,5.3,4.30%,14.40%,17.70%,52.80%,10.50%
Omer Asik,HOU,27,7-0,255,None,Turkey,2008,2,36,48,5.8,7.9,0.5,3.1,10.40%,26.30%,13.40%,57.00%,3.90%
Ognjen Kuzmic,GSW,24,7-0,251,None,Serbia,2012,2,52,21,0.7,1,0.1,-29.7,8.80%,12.10%,12.00%,42.00%,3.40%
O.J. Mayo,MIL,26,6-4,210,Southern California,USA,2008,1,3,52,11.7,2.4,2.2,-12.9,1.70%,7.60%,22.50%,51.60%,15.20%
Norris Cole,MIA,25,6-2,175,Cleveland State,USA,2011,1,28,82,6.4,2,3,2.9,1.00%,7.70%,15.30%,49.70%,18.70%
Nikola Vucevic,ORL,23,7-0,250,Southern California,Montenegro,2011,1,16,57,14.2,11,1.8,-5.1,10.10%,24.80%,21.40%,53.60%,9.80%
Nikola Pekovic,MIN,28,6-11,285,None,Montenegro,2008,2,31,54,17.5,8.7,0.9,7.7,11.70%,16.30%,22.30%,58.20%,4.90%
Nicolas Batum,POR,25,6-8,200,None,France,2008,1,25,82,13,7.5,5.1,5.4,3.80%,16.10%,16.20%,58.90%,20.80%
Nick Young,LAL,29,6-7,210,Southern California,USA,2007,1,16,64,17.9,2.6,1.5,-2.1,1.60%,7.20%,26.30%,56.40%,9.10%
Nick Collison,OKC,33,6-10,255,Kansas,USA,2003,1,12,81,4.2,3.6,1.3,13,8.90%,12.90%,11.50%,59.90%,10.80%
Nick Calathes,MEM,25,6-6,213,Florida,USA,2009,2,45,71,4.9,1.9,2.9,1.3,2.20%,9.80%,17.20%,50.60%,27.30%
Nene,WAS,31,6-11,250,None,Brazil,2002,1,7,53,14.2,5.5,2.9,3.4,4.30%,15.50%,23.70%,53.00%,16.60%
Nemanja Nedovic,GSW,23,6-3,192,None,Serbia,2013,1,30,24,1.1,0.6,0.5,-22.3,2.00%,7.90%,16.20%,30.60%,16.00%
Nazr Mohammed,CHI,36,6-10,250,Kentucky,USA,1998,1,29,80,1.6,2.2,0.3,-0.6,12.10%,18.80%,14.40%,44.50%,6.60%
Nate Wolters,MIL,23,6-4,190,South Dakota State,USA,2013,2,38,58,7.2,2.6,3.2,-1,2.50%,9.00%,16.30%,48.60%,22.70%
Nate Robinson,DEN,30,5-9,180,Washington,USA,2005,1,21,44,10.4,1.8,2.5,4.5,2.50%,6.30%,23.60%,54.40%,22.60%
Nando De Colo,TOR,27,6-5,195,None,France,2009,2,53,47,3.8,1.6,1.4,-2,2.90%,12.50%,18.00%,52.60%,20.30%
Mustafa Shakur,OKC,29,6-3,190,Arizona,USA,Undrafted,Undrafted,Undrafted,3,0.3,0,1.3,-30.8,0.00%,0.00%,22.20%,12.90%,66.70%
Monta Ellis,DAL,28,6-3,185,None,USA,2005,2,40,82,19,3.6,5.7,0.6,1.30%,8.80%,25.70%,53.20%,24.50%
Mo Williams,POR,31,6-1,195,Alabama,USA,2003,2,47,74,9.7,2.1,4.3,2.5,2.20%,5.80%,20.00%,50.70%,26.60%
Mirza Teletovic,BKN,28,6-9,242,None,Bosnia and He...,Undrafted,Undrafted,Undrafted,72,8.6,3.7,0.8,-4,4.50%,15.70%,19.70%,55.90%,6.90%
Miroslav Raduljica,MIL,26,7-0,250,None,Serbia,Undrafted,Undrafted,Undrafted,48,3.8,2.3,0.5,-5.2,11.40%,11.60%,16.70%,60.30%,8.40%
Miles Plumlee,PHX,25,6-11,255,Duke,USA,2012,1,26,80,8.1,7.8,0.5,1.3,10.10%,21.60%,16.00%,52.90%,3.30%
Mike Scott,ATL,25,6-8,237,Virginia,USA,2012,2,43,80,9.6,3.6,0.9,-6.4,4.30%,15.40%,23.20%,55.90%,9.10%
Mike Muscala,ATL,22,6-11,239,Bucknell,USA,2013,2,44,20,3.8,2.6,0.4,-21.7,7.80%,18.10%,18.50%,48.00%,5.80%
Mike Miller,MEM,34,6-8,218,Florida,USA,2000,1,5,82,7.1,2.5,1.6,-2.6,1.80%,11.10%,14.00%,61.90%,11.60%
Mike James,CHI,39,6-2,188,Duquesne,USA,Undrafted,Undrafted,Undrafted,11,1,0.6,1.5,-3.5,0.00%,10.90%,17.10%,25.10%,34.70%
Mike Harris,UTA,31,6-6,242,Rice,USA,Undrafted,Undrafted,Undrafted,20,4.2,1.7,0.3,2.6,6.10%,7.80%,15.80%,57.60%,3.70%
Mike Dunleavy,CHI,33,6-9,230,Duke,USA,2002,1,3,82,11.3,4.2,2.3,3,1.80%,11.60%,16.60%,54.90%,11.90%
Mike Conley,MEM,26,6-1,185,Ohio State,USA,2007,1,4,73,17.2,2.9,6,3,1.70%,7.60%,24.00%,54.50%,29.30%
Michael Kidd-Gilchrist,CHA,20,6-7,232,Kentucky,USA,2012,1,2,62,7.2,5.2,0.8,1.4,7.50%,14.10%,15.30%,51.60%,5.50%
Michael Carter-Williams,PHI,22,6-6,185,Syracuse,USA,2013,1,11,70,16.7,6.2,6.3,-8.2,3.80%,14.10%,25.40%,48.00%,29.20%
Michael Beasley,MIA,25,6-10,235,Kansas State,USA,2008,1,2,55,7.9,3.1,0.8,-2.8,4.30%,18.60%,24.70%,55.90%,8.80%
Meyers Leonard,POR,22,7-1,245,Illinois,USA,2012,1,11,40,2.5,2.8,0.5,-12,7.00%,23.40%,13.50%,48.90%,8.00%
Metta World Peace,NYK,34,6-7,260,St. John's,USA,1999,1,16,29,4.8,2,0.6,0.6,4.50%,11.20%,18.70%,46.90%,7.00%
Melvin Ely,NOP,36,6-10,260,Fresno State,USA,2002,1,12,2,3,0.5,0,-25,0.00%,4.50%,11.30%,50.00%,0.00%
Maurice Harkless,ORL,21,6-9,220,St. John's,USA,2012,1,15,80,7.4,3.3,1,-7.4,3.60%,10.30%,14.50%,54.20%,6.30%
Matthew Dellavedova,CLE,23,6-4,200,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,72,4.7,1.7,2.6,3.7,2.20%,7.20%,12.80%,53.40%,21.70%
Matt Bonner,SAS,34,6-10,235,Florida,USA,2003,2,45,61,3.2,2.1,0.5,6.1,2.40%,16.30%,11.90%,58.20%,6.30%
Matt Barnes,LAC,34,6-7,226,UCLA,USA,2002,2,45,63,9.9,4.6,2,10.4,3.60%,12.50%,16.20%,55.20%,10.10%
Mason Plumlee,BKN,24,6-11,235,Duke,USA,2013,1,22,70,7.4,4.4,0.9,-3.3,8.40%,17.50%,16.80%,67.00%,8.20%
Marvin Williams,UTA,28,6-9,237,North Carolina,USA,2005,1,2,66,9.1,5.1,1.2,-5.7,5.00%,16.00%,16.70%,54.00%,7.50%
Martell Webster,WAS,27,6-7,230,None,USA,2005,1,6,78,9.7,2.8,1.2,-0.4,1.80%,9.20%,14.40%,59.10%,6.80%
