PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Luol Deng,LAL,33,6-9,220,Duke,United Kingdo...,2004,1,7,1,2,0,1,-20.3,0.00%,0.00%,9.10%,50.00%,11.10%
Marcus Morris Sr.,BOS,28,6-9,235,Kansas,USA,2011,1,14,54,13.6,5.4,1.3,0.7,2.90%,16.60%,22.20%,54.10%,8.20%
Marvin Williams,CHA,32,6-9,237,North Carolina,USA,2005,1,2,78,9.5,4.7,1.2,1.6,3.60%,14.00%,14.50%,60.30%,6.90%
Maurice Harkless,POR,25,6-9,220,St. John's,USA,2012,1,15,59,6.5,2.7,0.9,-0.2,3.60%,9.00%,12.30%,59.60%,6.10%
Michael Beasley,NYK,29,6-9,235,Kansas State,USA,2008,1,2,74,13.2,5.6,1.7,-4,5.70%,19.10%,26.10%,55.60%,12.20%
Mindaugas Kuzminskas,NYK,28,6-9,215,None,Lithuania,Undrafted,Undrafted,Undrafted,1,0,0,0,0,0.00%,0.00%,50.00%,0.00%,0.00%
Mirza Teletovic,MIL,32,6-9,242,None,Bosnia and He...,Undrafted,Undrafted,Undrafted,10,7.1,2.3,1,-10.4,2.10%,12.80%,18.30%,62.30%,10.30%
Noah Vonleh,CHI,22,6-9,245,Indiana,USA,2014,1,9,54,4.9,5.8,0.6,-2.1,7.40%,26.50%,14.20%,50.90%,5.90%
Omari Johnson,MEM,29,6-9,220,Oregon State,Jamaica,Undrafted,Undrafted,Undrafted,4,5.5,2.8,1.8,10.5,6.00%,10.30%,13.90%,52.40%,10.60%
Omri Casspi,GSW,30,6-9,225,None,Israel,2009,1,23,53,5.7,3.8,1,3.2,4.40%,20.50%,15.70%,63.20%,9.90%
Pascal Siakam,TOR,24,6-9,230,New Mexico State,Cameroon,2016,1,27,81,7.3,4.5,2,8.9,4.80%,16.80%,15.40%,54.90%,13.30%
Patrick Patterson,OKC,29,6-9,230,Kentucky,USA,2010,1,14,82,3.9,2.4,0.7,-3.1,2.40%,12.80%,11.20%,55.50%,6.80%
Paul George,OKC,28,6-9,220,Fresno State,USA,2010,1,10,79,21.9,5.7,3.3,3.7,2.30%,13.20%,24.80%,57.00%,14.30%
Robert Covington,PHI,27,6-9,225,Tennessee State,USA,Undrafted,Undrafted,Undrafted,80,12.6,5.4,2,9.9,2.20%,13.70%,16.80%,56.30%,8.40%
Sam Dekker,LAC,24,6-9,230,Wisconsin,USA,2015,1,18,73,4.2,2.4,0.5,4.2,5.00%,13.60%,14.80%,53.40%,5.90%
Taj Gibson,MIN,33,6-9,235,Southern California,USA,2009,1,26,82,12.2,7.1,1.2,4.6,7.20%,14.60%,14.40%,61.00%,5.10%
Tarik Black,HOU,26,6-9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,51,3.5,3.2,0.3,-7.3,10.80%,18.10%,14.70%,58.20%,4.20%
Tobias Harris,LAC,25,6-9,235,Tennessee,USA,2011,1,19,80,18.6,5.5,2.4,-2.3,2.10%,14.50%,22.70%,56.50%,11.50%
Tristan Thompson,CLE,27,6-9,238,Texas-Austin,Canada,2011,1,4,53,5.8,6.6,0.6,-5.5,11.30%,21.00%,12.10%,56.90%,4.30%
Tyler Cavanaugh,ATL,24,6-9,238,George Washington,USA,Undrafted,Undrafted,Undrafted,39,4.7,3.3,0.7,-2.1,8.10%,17.10%,13.90%,56.70%,7.60%
Tyler Lydon,DEN,22,6-9,220,Syracuse,USA,2017,1,24,1,0,0,0,-150,0.00%,0.00%,0.00%,0.00%,0.00%
Wilson Chandler,DEN,31,6-9,225,DePaul,USA,2007,1,23,74,10,5.4,2.1,1.4,4.40%,12.70%,14.20%,54.20%,9.40%
Zach Randolph,SAC,36,6-9,250,Michigan State,USA,2001,1,19,59,14.5,6.7,2.2,-12.2,6.30%,21.50%,27.00%,52.90%,14.60%
Alan Williams,PHX,25,6-8,265,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,5,4,4.4,1.6,0.1,3.90%,26.00%,18.40%,45.50%,19.50%
Alfonzo McKinnie,TOR,25,6-8,215,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,14,1.5,0.5,0.1,-12.3,2.20%,9.80%,15.80%,64.30%,2.70%
Andrew Wiggins,MIN,23,6-8,202,Kansas,Canada,2014,1,1,82,17.7,4.4,2,3.5,2.80%,9.40%,22.80%,50.50%,8.00%
Anthony Tolliver,DET,33,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,79,8.9,3.1,1.1,0.9,2.70%,10.90%,14.40%,66.30%,7.60%
Ben Moore,IND,23,6-8,220,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,0.5,-79.8,0.00%,16.70%,0.00%,0.00%,11.10%
Bojan Bogdanovic,IND,29,6-8,230,None,Croatia,2011,2,31,80,14.3,3.4,1.5,1.5,1.20%,9.70%,18.50%,60.50%,7.10%
Caleb Swanigan,POR,21,6-8,250,Purdue,USA,2017,1,26,27,2.3,2,0.5,-3.1,7.50%,20.70%,18.90%,44.90%,12.40%
Carmelo Anthony,OKC,34,6-8,240,Syracuse,USA,2003,1,3,78,16.2,5.8,1.3,5.2,2.50%,15.80%,22.30%,50.30%,6.10%
Cedi Osman,CLE,23,6-8,215,None,Turkey,2015,2,31,61,3.9,2,0.7,3.9,2.80%,14.90%,15.10%,57.70%,8.40%
Dante Cunningham,BKN,31,6-8,230,Villanova,USA,2009,2,33,73,5.7,4.1,0.7,-1.1,4.90%,13.30%,11.40%,53.90%,4.20%
Darius Miller,NOP,28,6-8,225,Kentucky,USA,2012,2,46,82,7.8,2,1.4,-0.6,0.90%,7.00%,12.40%,61.70%,7.60%
DeMarre Carroll,BKN,31,6-8,215,Missouri,USA,2009,1,27,73,13.5,6.6,2,-1.2,4.50%,16.50%,19.40%,55.00%,10.60%
Derrick Williams,LAL,27,6-8,240,Arizona,USA,2011,1,2,2,1,0.5,0,-18.8,0.00%,14.30%,16.70%,25.00%,0.00%
Devin Robinson,WAS,23,6-8,200,Florida,USA,2017,,,1,2,5,0,28.6,9.50%,25.00%,8.30%,33.30%,0.00%
Dorian Finney-Smith,DAL,25,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,21,5.9,3.6,1.2,-2.7,4.30%,12.10%,14.40%,48.20%,8.60%
Doug McDermott,DAL,26,6-8,219,Creighton,USA,2014,1,11,81,7.8,2.5,1,-1.2,2.20%,8.70%,14.40%,57.90%,6.50%
Erik McCree,UTA,24,6-8,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,4,0,0.3,0,-45.4,0.00%,20.00%,15.80%,0.00%,0.00%
Gordon Hayward,BOS,28,6-8,226,Butler,USA,2010,1,9,1,2,1,0,27.3,0.00%,20.00%,15.40%,50.00%,0.00%
Guerschon Yabusele,BOS,22,6-8,260,None,France,2016,1,16,33,2.4,1.6,0.5,-0.8,6.50%,15.20%,14.60%,55.90%,10.70%
Harrison Barnes,DAL,26,6-8,225,North Carolina,USA,2012,1,7,77,18.9,6.1,2,-6.1,2.80%,15.40%,24.70%,53.90%,10.10%
Jabari Parker,MIL,23,6-8,250,Duke,USA,2014,1,2,31,12.6,4.9,1.9,-3.9,5.50%,14.50%,22.80%,55.00%,12.90%
Jacob Wiley,BKN,23,6-8,223,Eastern Washington,USA,Undrafted,Undrafted,Undrafted,5,0.8,2.2,0.4,18.1,5.30%,22.50%,6.30%,41.00%,9.10%
Jameel Warney,DAL,24,6-8,260,"Stony Brook, N.Y.",USA,Undrafted,Undrafted,Undrafted,3,5.7,3,0,-7.4,13.80%,20.00%,23.40%,59.90%,0.00%
James Johnson,MIA,31,6-8,240,Wake Forest,USA,2009,1,16,73,10.8,4.9,3.8,0.1,3.20%,14.80%,18.50%,57.50%,22.00%
Jayson Tatum,BOS,20,6-8,205,Duke,USA,2017,1,3,80,13.9,5,1.6,6.9,2.10%,13.80%,19.20%,58.60%,8.10%
Jimmy Butler,MIN,28,6-8,236,Marquette,USA,2011,1,30,59,22.2,5.3,4.9,8.3,3.80%,11.20%,24.50%,59.00%,20.40%
Joe Ingles,UTA,30,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,82,11.5,4.2,4.8,5.3,1.00%,12.50%,15.60%,62.30%,22.20%
Jordan Mickey,MIA,23,6-8,235,Louisiana State,USA,2015,2,33,23,4,3.5,0.4,-6,6.50%,22.60%,16.80%,51.50%,5.10%
Josh Jackson,PHX,21,6-8,200,Kansas,USA,2017,1,4,77,13.1,4.6,1.5,-11.7,4.40%,12.30%,25.30%,48.00%,10.50%
Justin Jackson,SAC,23,6-8,210,North Carolina,USA,2017,1,15,68,6.7,2.8,1.1,-7.6,1.80%,10.90%,13.90%,52.10%,7.10%
Kenneth Faried,DEN,28,6-8,228,Morehead State,USA,2011,1,22,32,5.9,4.8,0.6,-5,13.50%,19.30%,17.30%,55.20%,6.40%
Khris Middleton,MIL,26,6-8,234,Texas A&M,USA,2012,2,39,82,20.1,5.2,4,1.6,1.60%,13.30%,23.90%,57.70%,17.20%
Kyle Singler,OKC,30,6-8,228,Duke,USA,2011,2,33,12,1.9,0.8,0.2,0.7,1.60%,14.30%,21.90%,43.00%,5.70%
Lance Thomas,NYK,30,6-8,235,Duke,USA,Undrafted,Undrafted,Undrafted,73,4.1,2.4,0.6,-5.9,3.30%,9.80%,10.60%,51.30%,4.40%
LeBron James,CLE,33,6-8,250,None,USA,2003,1,1,82,27.5,8.6,9.1,1.6,3.30%,20.10%,31.00%,62.10%,43.20%
Luc Mbah a Moute,HOU,31,6-8,230,UCLA,Cameroon,2008,2,37,61,7.5,3,0.9,9.7,1.50%,10.20%,12.80%,59.50%,5.20%
Mario Hezonja,ORL,23,6-8,218,None,Croatia,2015,1,5,75,9.6,3.7,1.4,-6,2.40%,14.40%,19.70%,54.40%,10.10%
Mike Scott,WAS,29,6-8,237,Virginia,USA,2012,2,43,76,8.8,3.3,1.1,-2,3.60%,14.10%,19.40%,59.90%,9.30%
Montrezl Harrell,LAC,24,6-8,240,Louisville,USA,2015,2,32,76,11,4,1,2.1,8.10%,14.60%,22.70%,64.70%,9.30%
Nicolas Batum,CHA,29,6-8,200,None,France,2008,1,25,64,11.6,4.8,5.5,-0.4,2.80%,12.40%,17.80%,52.30%,25.50%
Nicolas Brussino,ATL,25,6-8,195,None,Argentina,Undrafted,Undrafted,Undrafted,4,0,0.8,0,88.6,0.00%,20.00%,8.30%,0.00%,0.00%
OG Anunoby,TOR,20,6-8,235,Indiana,United Kingdo...,2017,1,23,74,5.9,2.5,0.7,10,3.00%,9.00%,12.10%,58.70%,4.90%
Okaro White,CLE,25,6-8,215,Florida State,USA,Undrafted,Undrafted,Undrafted,6,3.3,1.8,0.3,0.6,4.10%,9.90%,10.10%,57.70%,3.40%
Otto Porter Jr.,WAS,25,6-8,198,Georgetown,USA,2013,1,3,77,14.7,6.4,2,5.1,4.40%,16.10%,18.20%,60.20%,9.60%
Paul Millsap,DEN,33,6-8,246,Louisiana Tech,USA,2006,2,47,38,14.6,6.4,2.8,3.9,5.80%,15.30%,21.70%,54.90%,13.90%
Paul Zipser,CHI,24,6-8,226,None,Germany,2016,2,48,54,4,2.4,0.9,-12.2,1.50%,14.70%,15.60%,44.50%,8.60%
Rodney Hood,CLE,25,6-8,206,Duke,USA,2014,1,23,60,14.7,2.8,1.6,-2.3,1.40%,9.10%,24.00%,54.60%,9.70%
Rudy Gay,SAS,31,6-8,230,Connecticut,USA,2006,1,8,57,11.5,5.1,1.3,2.5,6.00%,17.50%,23.70%,54.50%,9.70%
T.J. Warren,PHX,24,6-8,215,North Carolina State,USA,2014,1,14,65,19.6,5.1,1.3,-9,5.50%,9.30%,24.30%,54.10%,6.90%
Taurean Prince,ATL,24,6-8,220,Baylor,USA,2016,1,12,82,14.1,4.7,2.6,-7.5,2.00%,13.80%,21.60%,54.90%,13.50%
Thaddeus Young,IND,30,6-8,230,Georgia Tech,USA,2007,1,12,81,11.8,6.3,1.9,3.7,7.40%,12.80%,17.10%,52.80%,8.50%
Trevor Ariza,HOU,33,6-8,215,UCLA,USA,2004,2,43,67,11.7,4.4,1.6,8.3,1.40%,11.60%,14.10%,56.70%,6.60%
Trevor Booker,IND,30,6-8,228,Clemson,USA,2010,1,23,68,6.3,4.7,1.2,-0.7,9.70%,17.20%,15.90%,55.70%,10.60%
Udonis Haslem,MIA,38,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,14,0.6,0.7,0.4,-0.9,3.90%,9.20%,11.30%,25.20%,11.90%
Vincent Hunter,MEM,23,6-8,208,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4,1.5,0.8,0,30.9,18.20%,16.70%,25.00%,60.00%,0.00%
Andre Roberson,OKC,26,6-7,210,Colorado,USA,2013,1,26,39,5,4.7,1.2,9.4,6.80%,10.90%,8.50%,54.30%,5.90%
Andrew White III,ATL,25,6-7,210,Syracuse,USA,2017,,,15,4.6,2.3,0.4,-18.6,1.60%,13.30%,16.00%,46.10%,5.00%
Anthony Brown,MIN,25,6-7,224,Stanford,USA,2015,2,34,1,3,0,1,30,0.00%,0.00%,10.00%,150.00%,33.30%
Caris LeVert,BKN,23,6-7,203,Michigan,USA,2016,1,20,71,12.1,3.7,4.2,-6.4,2.60%,10.40%,21.60%,52.50%,26.50%
Daniel Hamilton,OKC,22,6-7,195,UCONN,USA,2016,2,56,6,2,0.8,1.3,-22.8,0.00%,16.70%,20.00%,54.50%,61.50%
Danuel House Jr.,PHX,25,6-7,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,6.6,3.3,1.1,3.2,3.20%,14.00%,16.00%,53.30%,9.20%
DeMar DeRozan,TOR,28,6-7,220,Southern California,USA,2009,1,9,80,23,3.9,5.2,7.7,2.10%,9.10%,28.60%,55.50%,24.50%
Derrick Jones Jr.,MIA,21,6-7,200,UNLV,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.9,0.5,-6.5,7.70%,6.60%,12.40%,48.00%,5.60%
Draymond Green,GSW,28,6-7,230,Michigan State,USA,2012,2,35,70,11,7.6,7.3,6.7,3.60%,18.30%,16.80%,55.60%,28.60%
Dwayne Bacon,CHA,22,6-7,221,Florida State,USA,2017,2,40,53,3.3,2.3,0.7,-0.2,0.50%,15.80%,13.00%,43.10%,7.70%
Evan Fournier,ORL,25,6-7,205,None,France,2012,1,20,57,17.8,3.2,2.9,-3.2,1.20%,8.40%,22.60%,57.70%,13.80%
Evan Turner,POR,29,6-7,220,Ohio State,USA,2010,1,2,79,8.2,3.1,2.2,-1.1,1.40%,10.00%,15.30%,52.00%,12.80%
Furkan Korkmaz,PHI,20,6-7,190,None,Turkey,2016,1,26,14,1.6,0.8,0.3,-29.3,2.00%,12.30%,15.90%,38.60%,7.70%
Gerald Green,HOU,32,6-7,205,No College,USA,2005,1,18,41,12.1,3.2,0.6,4.6,1.60%,12.40%,21.90%,56.60%,4.50%
Glenn Robinson III,IND,24,6-7,215,Michigan,USA,2014,2,40,23,4.1,1.6,0.7,-0.6,3.00%,7.80%,11.90%,52.90%,6.80%
Jalen Jones,DAL,25,6-7,220,Texas A&M,USA,2016,,,16,4.6,2.4,0.3,-6.6,6.30%,15.40%,19.30%,48.50%,3.20%
Jamel Artis,ORL,25,6-7,213,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,15,5.1,2.5,1.2,-0.9,1.30%,11.90%,14.20%,45.70%,9.80%
James Ennis III,DET,27,6-7,210,Cal State-Long Beach,USA,2013,2,50,72,7.1,3.1,1,-5.6,4.50%,9.60%,13.40%,58.80%,6.90%
Jamil Wilson,LAC,27,6-7,229,Marquette,USA,Undrafted,Undrafted,Undrafted,15,7,2.1,0.7,0.8,1.00%,10.00%,14.50%,63.40%,5.60%
Jared Dudley,PHX,32,6-7,240,Boston College,USA,2007,1,22,48,3.2,2,1.6,0.1,1.10%,12.60%,10.20%,55.30%,15.30%
Jarell Eddie,CHI,26,6-7,218,Virginia Tech,USA,Undrafted,Undrafted,Undrafted,3,0,0.3,0,-10,0.00%,16.70%,9.10%,0.00%,0.00%
Jaylen Brown,BOS,21,6-7,225,California,USA,2016,1,3,70,14.5,4.9,1.6,7.7,3.00%,12.40%,20.80%,56.20%,8.10%
Joe Johnson,HOU,37,6-7,240,Arkansas,USA,2001,1,10,55,6.8,3.1,1.5,-3.6,1.10%,13.00%,15.70%,49.00%,10.90%
Josh Huestis,OKC,26,6-7,230,Stanford,USA,2014,1,29,69,2.3,2.3,0.3,6,4.20%,11.70%,9.50%,41.70%,2.70%
Justise Winslow,MIA,22,6-7,225,Duke,USA,2015,1,10,68,7.8,5.4,2.2,1,3.70%,17.80%,15.80%,49.60%,13.40%
Kawhi Leonard,SAS,27,6-7,230,San Diego State,USA,2011,1,15,9,16.2,4.7,2.3,3.9,2.90%,15.90%,30.40%,57.20%,19.10%
Kelly Oubre Jr.,WAS,22,6-7,205,Kansas,USA,2015,1,15,81,11.8,4.5,1.2,-2.4,2.60%,13.60%,18.80%,53.40%,6.70%
Klay Thompson,GSW,28,6-7,215,Washington State,USA,2011,1,11,73,20,3.8,2.5,7.1,1.40%,8.90%,23.20%,59.90%,10.80%
Kyle Korver,CLE,37,6-7,212,Creighton,USA,2003,2,51,73,9.2,2.3,1.2,7.8,0.60%,9.30%,15.40%,65.20%,7.90%
Luis Montero,DET,25,6-7,200,Westchester C.C.,Dominican Rep...,Undrafted,Undrafted,Undrafted,2,0,1,0,-29.4,0.00%,22.20%,16.70%,0.00%,0.00%
Malcolm Miller,TOR,25,6-7,210,Holy Cross,USA,Undrafted,Undrafted,Undrafted,15,2.5,1,0.2,2.7,3.10%,9.00%,11.40%,63.80%,3.40%
Michael Kidd-Gilchrist,CHA,24,6-7,232,Kentucky,USA,2012,1,2,74,9.2,4.1,1,1.8,4.40%,11.50%,15.90%,53.60%,5.70%
Nick Young,GSW,33,6-7,210,Southern California,USA,2007,1,16,80,7.3,1.6,0.5,0.8,1.50%,7.10%,16.90%,56.20%,3.80%
Nigel Hayes,SAC,23,6-7,254,Wisconsin,USA,Undrafted,Undrafted,Undrafted,9,3,2.4,0.7,3.8,3.00%,14.50%,13.10%,39.30%,7.70%
Patrick McCaw,GSW,22,6-7,185,UNLV,USA,2016,2,38,57,4,1.4,1.4,-3.5,1.70%,6.50%,12.50%,47.70%,11.30%
Quincy Acy,BKN,27,6-7,240,Baylor,USA,2012,2,37,70,5.9,3.7,0.8,-1.9,2.80%,15.30%,14.30%,52.50%,6.10%
Quincy Pondexter,CHI,30,6-7,225,Washington,USA,2010,1,26,23,2,1.2,0.4,-20.8,3.50%,10.30%,15.10%,39.80%,7.80%
Reggie Bullock,DET,27,6-7,205,North Carolina,USA,2013,1,25,62,11.3,2.5,1.5,0.6,1.50%,7.20%,15.30%,61.50%,8.10%
Richard Jefferson,DEN,38,6-7,233,Arizona,USA,2001,1,13,20,1.5,0.9,0.8,-13.2,1.10%,9.90%,8.90%,49.90%,13.50%
Rondae Hollis-Jefferson,BKN,23,6-7,214,Arizona,USA,2015,1,23,68,13.9,6.8,2.5,-3.7,5.00%,17.50%,21.70%,54.80%,14.30%
Scotty Hopson,DAL,28,6-7,204,Tennessee,USA,2011,0,0,1,1,0,1,-36.4,0.00%,0.00%,11.10%,26.60%,20.00%
Semi Ojeleye,BOS,23,6-7,235,Southern Methodist,USA,2017,2,37,73,2.7,2.2,0.3,-6.5,3.10%,10.60%,8.80%,47.30%,2.60%
Shaun Livingston,GSW,32,6-7,192,None,USA,2004,1,4,71,5.5,1.8,2,5.8,3.30%,8.00%,16.50%,53.30%,16.90%
Solomon Hill,NOP,27,6-7,225,Arizona,USA,2013,1,23,12,2.4,3,1.8,-5.2,4.60%,12.40%,11.30%,33.20%,14.00%
Stanley Johnson,DET,22,6-7,245,Arizona,USA,2015,1,8,69,8.7,3.7,1.6,-0.6,1.70%,11.50%,16.10%,48.00%,8.60%
Terrance Ferguson,OKC,20,6-7,184,None,USA,2017,1,21,61,3.1,0.8,0.3,-4.5,2.30%,3.80%,10.40%,54.50%,3.50%
Terrence Ross,ORL,27,6-7,206,Washington,USA,2012,1,8,24,8.7,3,1.6,-3.8,1.60%,10.20%,16.60%,50.50%,8.80%
Thabo Sefolosha,UTA,34,6-7,220,None,Switzerland,2006,1,13,38,8.2,4.2,0.9,3.8,3.80%,17.00%,16.20%,59.10%,6.60%
Tomas Satoransky,WAS,26,6-7,210,None,Czech Republi...,2012,2,32,73,7.2,3.2,3.9,1.5,4.50%,9.90%,13.40%,61.50%,24.60%
Tony Snell,MIL,26,6-7,221,New Mexico,USA,2013,1,20,75,6.9,1.9,1.3,-0.9,0.50%,6.60%,10.50%,57.80%,6.40%
Troy Williams,NYK,23,6-7,218,Indiana,USA,Undrafted,Undrafted,Undrafted,21,6.3,3,0.8,-3.9,7.10%,13.70%,19.20%,54.40%,7.10%
Wes Iwundu,ORL,23,6-7,195,Kansas State,USA,2017,2,33,62,3.7,2.2,0.9,-4.6,3.30%,10.00%,11.40%,48.00%,8.40%
Wesley Johnson,LAC,30,6-7,215,Syracuse,USA,2010,1,4,74,5.4,2.9,0.8,-1.4,1.90%,12.20%,12.60%,51.20%,5.60%
Aaron Harrison,DAL,23,6-6,210,Kentucky,USA,Undrafted,Undrafted,Undrafted,9,6.7,2.7,1.2,-14.1,1.50%,9.10%,14.70%,39.20%,7.20%
Abdel Nader,BOS,24,6-6,230,Iowa State,Egypt,2016,2,58,48,3,1.5,0.5,-10.3,2.40%,11.10%,16.20%,43.90%,7.80%
Alec Burks,UTA,26,6-6,214,Colorado,USA,2011,1,12,64,7.7,3,1,-1,1.90%,16.80%,22.10%,52.70%,10.40%
Alex Abrines,OKC,24,6-6,190,None,Spain,2013,2,32,75,4.7,1.5,0.4,1.2,2.10%,7.90%,12.60%,56.70%,3.60%
Allen Crabbe,BKN,26,6-6,215,California,USA,2013,2,31,75,13.2,4.3,1.6,-1.9,1.20%,13.00%,18.30%,55.80%,8.20%
Andre Iguodala,GSW,34,6-6,215,Arizona,USA,2004,1,9,64,6,3.8,3.3,7.9,3.30%,10.90%,11.20%,53.60%,16.90%
Andrew Harrison,MEM,23,6-6,213,Kentucky,USA,2015,2,44,56,9.5,2.3,3.2,-7.3,1.70%,8.50%,19.50%,53.40%,22.20%
Antonius Cleveland,ATL,24,6-6,195,S.E. Missouri,USA,Undrafted,Undrafted,Undrafted,17,1.4,0.8,0.1,-13.9,2.20%,8.50%,10.70%,48.60%,2.50%
Bogdan Bogdanovic,SAC,25,6-6,205,None,Serbia,2014,1,27,78,11.8,2.9,3.3,-8.6,1.40%,9.40%,19.20%,55.60%,18.30%
CJ Miles,TOR,31,6-6,225,No College,USA,2005,2,34,70,10,2.2,0.8,8,1.30%,9.70%,21.40%,54.50%,6.10%
Damien Wilkins,IND,38,6-6,217,Georgia,USA,Undrafted,Undrafted,Undrafted,19,1.7,0.8,0.5,7,3.10%,7.20%,12.50%,40.50%,7.50%
Damion Lee,ATL,25,6-6,210,Drexel,USA,Undrafted,Undrafted,Undrafted,15,10.7,4.7,1.9,-3.6,2.40%,13.80%,18.20%,48.90%,10.90%
Danny Green,SAS,31,6-6,215,North Carolina,USA,2009,2,46,70,8.6,3.6,1.6,2.4,2.20%,11.50%,16.30%,50.90%,8.90%
Dante Exum,UTA,22,6-6,190,None,Australia,2014,1,5,14,8.1,1.9,3.1,8.1,1.80%,8.30%,22.30%,56.60%,27.00%
Darrun Hilliard,SAS,25,6-6,220,Villanova,USA,2015,2,38,14,1.1,0.5,0.8,5.6,0.00%,8.00%,11.90%,36.20%,14.70%
Davon Reed,PHX,23,6-6,210,Miami,USA,2017,2,32,21,3,1.9,0.6,-14.2,0.70%,14.90%,15.80%,38.80%,8.70%
DeAndre Liggins,NOP,30,6-6,209,Kentucky,USA,2011,2,53,58,1.7,1.3,0.8,-13.2,1.00%,10.00%,7.90%,46.70%,9.10%
DeAndre' Bembry,ATL,23,6-6,210,St. Joseph's (PA),USA,2016,1,21,26,5.2,2.8,1.9,-7.5,1.70%,14.20%,17.90%,47.70%,16.60%
Denzel Valentine,CHI,24,6-6,214,Michigan State,USA,2016,1,14,77,10.2,5.1,3.2,-6.8,2.10%,16.80%,17.00%,52.70%,17.80%
Devin Booker,PHX,21,6-6,210,Kentucky,USA,2015,1,13,54,24.9,4.5,4.7,-9.3,1.30%,11.20%,30.10%,56.10%,23.30%
Dillon Brooks,MEM,22,6-6,220,Oregon,Canada,2017,2,45,82,11,3.1,1.6,-5,2.10%,9.20%,18.40%,53.10%,9.20%
Garrett Temple,SAC,32,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,8.4,2.3,1.9,-7.4,1.30%,8.40%,16.00%,53.60%,11.50%
Georges Niang,UTA,25,6-6,231,Iowa State,USA,2016,2,50,9,1,1,0.3,-18.1,10.30%,18.20%,19.00%,37.90%,16.70%
JR Smith,CLE,32,6-6,225,No College,USA,2004,1,18,80,8.3,2.9,1.8,-2.3,1.30%,9.20%,13.60%,53.40%,8.70%
Jabari Bird,BOS,23,6-6,198,"University of California, Berkeley",USA,2017,2,56,13,3,1.5,0.6,6.6,5.50%,10.50%,14.10%,61.50%,9.90%
Jae Crowder,UTA,27,6-6,235,Marquette,USA,2012,2,34,80,9.7,3.4,1.2,0.6,2.90%,10.30%,16.90%,52.50%,7.10%
James Young,PHI,22,6-6,215,Kentucky,USA,2014,1,17,6,2.8,0.3,0.3,-20.4,0.00%,2.90%,13.10%,51.10%,5.30%
Joe Harris,BKN,26,6-6,219,Virginia,USA,2014,2,33,78,10.8,3.3,1.6,-3.3,2.40%,10.10%,16.10%,63.40%,10.10%
Jonathon Simmons,ORL,28,6-6,195,Houston,USA,2012,0,0,69,13.9,3.5,2.5,-6.9,3.00%,8.70%,21.50%,55.50%,13.10%
Josh Richardson,MIA,24,6-6,200,Tennessee,USA,2015,2,40,81,12.9,3.5,2.9,0.8,2.50%,8.00%,17.60%,55.10%,13.10%
Julyan Stone,CHA,29,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,23,0.8,1.3,1.1,9.3,0.50%,15.30%,5.10%,68.40%,18.70%
Justin Anderson,PHI,24,6-6,230,Virginia,USA,2015,1,21,38,6.2,2.4,0.7,-7.2,4.60%,12.00%,18.80%,54.00%,7.80%
Justin Holiday,CHI,29,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,72,12.2,4,2.1,-4,1.30%,11.40%,17.70%,51.30%,9.70%
Kyle Collinsworth,DAL,26,6-6,210,Brigham Young,USA,2016,,,32,3.2,3.3,1.8,-2.1,6.00%,16.20%,12.40%,43.30%,16.30%
Lance Stephenson,IND,27,6-6,230,Cincinnati,USA,2010,2,40,82,9.2,5.2,2.9,-3.2,3.30%,20.30%,20.80%,49.50%,18.60%
Lonzo Ball,LAL,20,6-6,190,UCLA,USA,2017,1,2,52,10.2,6.9,7.2,-0.6,3.60%,15.30%,16.90%,44.40%,28.80%
Malachi Richardson,TOR,22,6-6,205,Syracuse,USA,2016,1,22,26,3.4,1.3,0.5,-7.8,1.50%,9.70%,14.90%,44.60%,5.80%
Manu Ginobili,SAS,40,6-6,205,None,Argentina,1999,2,57,65,8.9,2.2,2.5,2.1,1.50%,9.30%,20.50%,55.30%,19.30%
Michael Carter-Williams,CHA,26,6-6,190,Syracuse,USA,2013,1,11,52,4.6,2.7,2.2,-3.5,4.00%,13.10%,16.60%,44.60%,21.40%
Myke Henry,MEM,25,6-6,210,DePaul,USA,2016,,,20,5.4,1.9,1.1,-4.1,2.60%,8.10%,14.80%,47.20%,8.30%
