PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Andrew Goudelock,HOU,27,6-3,200,College of Charleston,USA,2011,2,46,8,2.8,0.3,0.5,8.3,2.10%,1.30%,23.40%,50.60%,11.80%
Beno Udrih,MEM,33,6-3,205,None,Slovenia,2004,1,28,44,4.7,1.6,2.6,-1.7,1.20%,9.10%,16.70%,49.60%,25.60%
Brandon Knight,PHX,24,6-3,189,Kentucky,USA,2011,1,8,52,19.6,3.9,5.1,-5.5,1.80%,9.00%,25.80%,52.20%,23.40%
Cameron Payne,OKC,21,6-3,185,Murray State,USA,2015,1,14,57,5,1.5,1.9,-1.8,1.20%,10.80%,19.90%,49.00%,24.10%
Cory Joseph,TOR,24,6-3,190,Texas-Austin,Canada,2011,1,29,80,8.5,2.6,3.1,6.2,1.90%,8.00%,16.60%,51.20%,19.90%
Damian Lillard,POR,25,6-3,195,Weber State,USA,2012,1,6,75,25.1,4,6.8,1.6,1.60%,9.30%,30.40%,56.00%,33.00%
Deron Williams,DAL,32,6-3,200,Illinois,USA,2005,1,3,65,14.1,2.9,5.8,0.1,0.90%,7.90%,21.80%,53.00%,29.50%
Derrick Rose,CHI,27,6-3,190,Memphis,USA,2008,1,1,66,16.4,3.4,4.7,-3.8,2.10%,7.80%,26.60%,47.90%,25.00%
Devin Harris,DAL,33,6-3,185,Wisconsin,USA,2004,1,5,64,7.6,2.2,1.8,-2.6,1.40%,8.90%,16.80%,55.90%,14.90%
Donald Sloan,BKN,28,6-3,205,Texas A&M,USA,Undrafted,Undrafted,Undrafted,61,7,2.8,4.4,-4.5,1.30%,11.90%,16.30%,53.60%,29.30%
George Hill,IND,30,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,74,12.1,4,3.5,1.9,2.30%,9.30%,15.70%,55.50%,15.70%
Goran Dragic,MIA,30,6-3,190,None,Slovenia,2008,2,45,72,14.1,3.8,5.8,3.6,2.40%,9.10%,21.10%,53.70%,27.60%
Ian Clark,GSW,25,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,66,3.6,1,1,-7.6,2.30%,9.00%,19.30%,54.40%,17.10%
Jarrett Jack,BKN,32,6-3,200,Georgia Tech,USA,2005,1,22,32,12.8,4.3,7.4,-6,0.90%,12.50%,20.90%,50.50%,34.00%
Jeremy Lin,CHA,27,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,78,11.7,3.2,3,2.2,2.00%,9.70%,21.70%,53.40%,19.20%
Jerryd Bayless,MIL,27,6-3,200,Arizona,USA,2008,1,11,52,10.4,2.7,3.1,-6,1.50%,8.10%,16.40%,56.80%,16.80%
Jorge Gutierrez,CHA,27,6-3,189,California,Mexico,Undrafted,Undrafted,Undrafted,12,1.8,0.6,1.4,4.4,0.00%,9.20%,14.80%,69.40%,39.50%
Jose Calderon,NYK,34,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,72,7.6,3.2,4.1,-1.7,1.10%,9.80%,12.40%,57.10%,21.30%
Kyrie Irving,CLE,24,6-3,193,Duke,Australia,2011,1,1,53,19.6,3,4.7,5.8,2.60%,7.10%,28.50%,54.00%,25.30%
Leandro Barbosa,GSW,33,6-3,194,None,Brazil,2003,1,28,68,6.4,1.7,1.2,2.6,2.50%,7.90%,17.40%,54.50%,11.20%
Marcelo Huertas,LAL,33,6-3,200,None,Brazil,Undrafted,Undrafted,Undrafted,53,4.5,1.7,3.4,1.7,2.00%,8.20%,16.10%,48.80%,32.70%
Markel Brown,BKN,24,6-3,190,Oklahoma State,USA,2014,2,44,62,5.9,2,1.5,-11,2.30%,10.60%,18.30%,50.00%,14.20%
Monta Ellis,IND,30,6-3,185,None,USA,2005,2,40,81,13.8,3.3,4.7,1.8,1.50%,8.00%,20.80%,50.40%,22.20%
Pablo Prigioni,LAC,39,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,59,2.5,1.9,2.2,-4.1,4.50%,9.20%,10.80%,48.20%,23.50%
Ramon Sessions,WAS,30,6-3,190,Nevada-Reno,USA,2007,2,56,82,9.9,2.5,2.9,-1.4,1.50%,10.80%,21.40%,56.50%,22.80%
Ray McCallum,SAS,25,6-3,190,Detroit,USA,2013,2,36,41,3.3,1.1,1.5,2.1,1.60%,8.30%,16.40%,44.90%,18.50%
Reggie Jackson,DET,26,6-3,208,Boston College,USA,2011,1,24,79,18.8,3.2,6.2,2.5,2.20%,8.30%,28.30%,53.50%,34.40%
Russell Westbrook,OKC,27,6-3,200,UCLA,USA,2008,1,4,80,23.5,7.8,10.4,11.3,5.40%,16.00%,31.10%,55.40%,46.80%
Shelvin Mack,UTA,26,6-3,203,Butler,USA,2011,2,34,52,8.6,2.5,3.6,4.9,1.30%,11.10%,22.90%,50.70%,29.20%
Stephen Curry,GSW,28,6-3,190,Davidson,USA,2009,1,7,79,30.1,5.4,6.7,17.7,2.60%,11.70%,31.40%,66.90%,31.50%
Steve Blake,DET,36,6-3,172,Maryland,USA,2003,2,38,58,4.4,1.5,3.4,-3.3,0.80%,8.30%,14.30%,51.00%,31.10%
Tyler Ennis,MIL,21,6-3,194,Syracuse,Canada,2014,1,18,46,4.5,1.6,2.1,-5.8,2.00%,9.70%,16.80%,51.00%,22.50%
Xavier Munford,MEM,24,6-3,180,Rhode Island,USA,2014,,,14,5.7,2.2,1.6,-5.1,1.10%,12.90%,16.80%,48.10%,13.60%
Avery Bradley,BOS,25,6-2,180,Texas-Austin,USA,2010,1,19,76,15.2,2.9,2.1,4.6,1.80%,6.50%,19.70%,53.80%,9.50%
Briante Weber,MIA,23,6-2,165,Va Commonwealth,USA,Undrafted,Undrafted,Undrafted,7,4.4,3.6,3,-21.2,3.70%,11.50%,11.70%,38.00%,17.50%
C.J. Watson,ORL,32,6-2,175,Tennessee,USA,Undrafted,Undrafted,Undrafted,33,4.3,2,2.7,-3.5,1.50%,8.40%,11.70%,46.10%,18.00%
Jason Terry,HOU,38,6-2,185,Arizona,USA,1999,1,10,72,5.9,1.1,1.4,-0.8,1.10%,5.20%,14.60%,54.00%,12.50%
Jeff Teague,ATL,28,6-2,186,Wake Forest,USA,2009,1,19,79,15.7,2.7,5.9,1.1,1.40%,7.40%,25.90%,55.10%,34.10%
Jimmer Fredette,SAS,27,6-2,195,Brigham Young,USA,2011,1,10,6,1.5,0,0.2,-65.8,0.00%,0.00%,22.50%,62.50%,50.00%
Joe Young,IND,24,6-2,180,Oregon,USA,2015,2,43,41,3.8,1.2,1.6,-4.4,1.50%,10.60%,23.30%,42.80%,26.10%
Jordan Farmar,MEM,29,6-2,180,UCLA,USA,2006,1,26,12,9.2,2.1,3.1,-11.7,1.20%,8.50%,17.80%,52.70%,19.80%
Langston Galloway,NYK,24,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,82,7.6,3.5,2.5,-2.6,2.00%,11.50%,15.10%,49.00%,16.10%
Mario Chalmers,MIA,30,6-2,190,Kansas,USA,2008,2,34,61,10.3,2.6,3.8,2.3,1.80%,9.70%,21.40%,56.10%,27.00%
Norris Cole,NOP,27,6-2,175,Cleveland State,USA,2011,1,28,45,10.6,3.4,3.7,-4.5,0.80%,12.20%,21.20%,46.50%,21.90%
Ronnie Price,PHX,33,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,62,5.3,1.6,2.4,-2.3,1.90%,6.00%,13.50%,51.70%,18.70%
Seth Curry,SAC,25,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,44,6.8,1.4,1.5,-2.3,1.30%,7.10%,17.20%,60.30%,14.80%
T.J. McConnell,PHI,24,6-2,200,Arizona,USA,2015,0,,81,6.1,3.1,4.5,-8.1,2.60%,13.40%,16.70%,51.10%,36.00%
Terry Rozier,BOS,22,6-2,190,Louisville,USA,2015,1,16,39,1.8,1.6,0.9,-7.5,6.20%,11.80%,16.80%,32.60%,19.90%
Toney Douglas,NOP,30,6-2,195,Florida State,USA,2009,1,29,61,8.7,2.3,2.6,-5.1,1.90%,9.90%,18.90%,54.30%,18.80%
Tony Parker,SAS,34,6-2,185,None,France,2001,1,28,72,11.9,2.4,5.3,10.7,0.90%,8.00%,21.10%,54.60%,29.40%
Tyus Jones,MIN,20,6-2,195,Duke,USA,2015,1,24,37,4.2,1.3,2.9,-10.7,1.20%,7.30%,15.10%,45.00%,27.80%
Brandon Jennings,ORL,26,6-1,169,None,USA,2009,1,10,48,6.9,2,3.5,0.3,1.70%,9.20%,19.20%,49.10%,29.80%
Brian Roberts,POR,30,6-1,173,University of Dayton,USA,Undrafted,Undrafted,Undrafted,51,4,0.8,1.1,-7,1.20%,7.50%,18.80%,55.20%,20.50%
Bryce Cotton,MEM,23,6-1,165,Providence,USA,Undrafted,Undrafted,Undrafted,8,1,0,0.4,-30.4,0.00%,0.00%,17.00%,40.00%,13.60%
Dennis Schroder,ATL,22,6-1,172,None,Germany,2013,1,17,80,11,2.6,4.4,7.5,1.60%,10.60%,28.60%,51.00%,36.80%
Eric Bledsoe,PHX,26,6-1,190,Kentucky,USA,2010,1,18,31,20.4,4,6.1,-1.7,1.60%,10.00%,27.00%,55.70%,29.80%
Keith Appling,ORL,24,6-1,185,Michigan State,USA,Undrafted,Undrafted,Undrafted,5,1.2,0.2,0.2,27.6,0.00%,3.70%,20.00%,33.80%,5.90%
Kemba Walker,CHA,26,6-1,184,Connecticut,USA,2011,1,9,81,20.9,4.4,5.2,3.8,1.90%,10.20%,26.10%,55.40%,25.30%
Lou Williams,LAL,29,6-1,175,None,USA,2005,2,45,67,15.3,2.5,2.5,-10.2,1.50%,7.20%,22.10%,58.40%,14.90%
Mike Conley,MEM,28,6-1,175,Ohio State,USA,2007,1,4,56,15.3,2.9,6.1,1.2,1.50%,8.20%,22.50%,53.80%,32.40%
Mo Williams,CLE,33,6-1,198,Alabama,USA,2003,2,47,41,8.2,1.8,2.4,-3.5,0.80%,8.70%,22.20%,52.70%,23.10%
Patrick Beverley,HOU,27,6-1,185,Arkansas,USA,2009,2,42,71,9.9,3.5,3.4,3.5,3.50%,8.70%,15.30%,55.30%,17.50%
Rajon Rondo,SAC,30,6-1,186,Kentucky,USA,2006,1,21,72,11.9,6,11.7,-2.8,3.00%,13.60%,18.60%,50.60%,47.30%
Raul Neto,UTA,24,6-1,179,None,Brazil,2013,2,47,81,5.9,1.5,2.1,3.3,1.20%,7.10%,17.20%,53.00%,19.00%
Raymond Felton,DAL,32,6-1,205,North Carolina,USA,2005,1,5,80,9.5,3.2,3.6,-1.6,1.70%,9.90%,17.90%,50.20%,20.50%
Shabazz Napier,ORL,24,6-1,175,Connecticut,USA,2014,1,24,55,3.7,1,1.8,-4.6,1.50%,7.70%,19.60%,46.00%,25.30%
Tim Frazier,NOP,25,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,51,5.1,2.2,3.2,-1.8,3.50%,11.10%,19.20%,49.90%,33.90%
Trey Burke,UTA,23,6-1,191,Michigan,USA,2013,1,9,64,10.6,1.8,2.3,-0.4,1.30%,7.00%,24.20%,50.70%,20.10%
Aaron Brooks,CHI,31,6-0,161,Oregon,USA,2007,1,26,69,7.1,1.5,2.6,0,1.80%,6.80%,22.50%,49.40%,26.50%
Chris Paul,LAC,31,6-0,175,Wake Forest,USA,2005,1,4,74,19.5,4.2,10,11,1.70%,10.50%,26.50%,57.50%,49.30%
D.J. Augustin,DEN,28,6-0,183,Texas-Austin,USA,2008,1,9,62,7.5,1.5,3.2,-1,0.70%,7.20%,18.00%,57.50%,25.70%
Darren Collison,SAC,28,6-0,175,UCLA,USA,2009,1,21,74,14,2.3,4.3,-1.6,1.20%,6.20%,19.00%,59.10%,21.90%
Isaiah Canaan,PHI,25,6-0,201,Murray State,USA,2013,2,34,77,11,2.3,1.8,-12.3,0.90%,7.90%,19.10%,52.80%,12.00%
Ish Smith,PHI,27,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,77,12.6,4,6.5,-7.3,1.80%,11.40%,23.50%,46.50%,37.00%
J.J. Barea,DAL,32,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,74,10.9,2.1,4.1,-2,1.50%,7.50%,22.90%,53.60%,30.10%
Jameer Nelson,DEN,34,6-0,190,St. Joseph's (PA),USA,2004,1,20,39,7.7,2.9,4.9,-7.1,1.70%,9.70%,16.30%,46.40%,28.70%
Kyle Lowry,TOR,30,6-0,205,Villanova,USA,2006,1,24,77,21.2,4.7,6.4,6.4,2.00%,11.10%,25.60%,57.80%,29.30%
Patty Mills,SAS,27,6-0,185,St.Mary's College of California,Australia,2009,2,55,81,8.5,2,2.8,12.1,1.70%,7.80%,18.90%,54.10%,19.70%
Russ Smith,MEM,25,6-0,165,Louisville,USA,2014,2,47,15,1.5,0.6,0.7,-25.3,1.50%,12.90%,21.90%,41.50%,31.40%
Phil Pressey,POR,25,5-11,175,Missouri,USA,Undrafted,Undrafted,Undrafted,23,3.3,1.3,3.3,-6.4,0.90%,9.50%,17.40%,43.30%,39.50%
Shane Larkin,BKN,23,5-11,175,Miami,USA,2013,1,18,78,7.3,2.3,4.4,-9.7,1.60%,9.20%,17.20%,51.50%,30.00%
Ty Lawson,IND,28,5-11,195,North Carolina,USA,2009,1,18,66,5.7,1.8,3.6,-5.7,1.70%,6.40%,14.50%,47.60%,25.10%
Isaiah Thomas,BOS,27,5-9,185,Washington,USA,2011,2,60,82,22.2,3,6.2,5,1.60%,7.10%,28.90%,56.20%,31.20%
Nate Robinson,NOP,32,5-9,180,Washington,USA,2005,1,21,2,0,0,2,-38.5,0.00%,0.00%,1.80%,0.00%,28.60%
