PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Boban Marjanovic,SAS,27,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,54,5.5,3.6,0.4,4.5,15.40%,24.60%,22.00%,66.20%,7.20%
Edy Tavares,ATL,24,7-3,260,None,Cabo Verde,2014,2,43,11,2.3,1.9,0.3,-4.3,11.50%,19.70%,16.70%,55.50%,5.50%
Kristaps Porzingis,NYK,20,7-3,240,None,Latvia,2015,1,4,72,14.3,7.3,1.3,0.3,6.30%,18.40%,24.30%,51.80%,7.60%
Tibor Pleiss,UTA,26,7-3,256,None,Germany,2010,2,31,12,2,1.3,0.2,-10.4,8.70%,11.80%,18.60%,46.40%,4.30%
Alexis Ajinca,NOP,28,7-2,248,None,France,2008,1,20,59,6,4.6,0.5,-2.6,8.50%,22.70%,20.10%,51.40%,5.90%
Roy Hibbert,LAL,29,7-2,270,Georgetown,USA,2008,1,17,81,5.9,4.9,1.2,-17.9,6.40%,13.90%,13.00%,50.70%,8.20%
Salah Mejri,DAL,30,7-2,245,None,Tunisia,Undrafted,Undrafted,Undrafted,34,3.7,3.6,0.3,5.5,10.50%,19.00%,13.80%,63.60%,3.80%
Alex Len,PHX,23,7-1,260,Maryland,Ukraine,2013,1,5,78,9,7.6,1.2,-7.7,9.10%,22.30%,20.20%,48.20%,8.70%
Marc Gasol,MEM,31,7-1,255,None,Spain,2007,2,48,52,16.6,7,3.8,0.1,3.30%,17.90%,23.70%,52.80%,19.50%
Meyers Leonard,POR,24,7-1,245,Illinois,USA,2012,1,11,61,8.4,5.1,1.5,3.2,3.70%,19.20%,17.40%,56.10%,10.30%
Rudy Gobert,UTA,24,7-1,245,None,France,2013,1,27,61,9.1,11,1.5,4.9,11.50%,24.20%,14.30%,58.20%,7.30%
Spencer Hawes,CHA,28,7-1,245,Washington,USA,2007,1,10,57,6,4.3,1.9,1.8,4.70%,17.50%,16.80%,50.80%,17.10%
Timofey Mozgov,CLE,29,7-1,275,None,Russia,Undrafted,Undrafted,Undrafted,76,6.3,4.4,0.4,0.6,8.70%,16.80%,16.00%,59.30%,3.90%
Tyson Chandler,PHX,33,7-1,240,None,USA,2001,1,2,66,7.2,8.7,1,-11.5,10.30%,25.10%,12.60%,60.60%,6.40%
Andrea Bargnani,BKN,30,7-0,245,None,Italy,2006,1,1,46,6.6,2.1,0.4,-14.7,4.20%,11.70%,22.70%,50.00%,5.10%
Andrew Bogut,GSW,31,7-0,260,Utah,Australia,2005,1,1,70,5.4,7,2.3,14.1,8.60%,22.90%,11.50%,62.30%,14.50%
Brook Lopez,BKN,28,7-0,275,Stanford,USA,2008,1,10,73,20.6,7.8,2,-2.4,8.60%,15.30%,27.20%,56.20%,10.60%
Chris Kaman,POR,34,7-0,265,Central Michigan,USA,2003,1,6,16,2.8,1.5,0.7,-14.6,6.70%,14.80%,20.20%,49.60%,18.60%
Cody Zeller,CHA,23,7-0,240,Indiana,USA,2013,1,4,73,8.7,6.2,1,5,7.70%,17.80%,15.20%,59.20%,6.10%
Dewayne Dedmon,ORL,26,7-0,245,Southern California,USA,Undrafted,Undrafted,Undrafted,58,4.4,3.9,0.2,-1.1,9.50%,22.30%,15.10%,60.60%,2.90%
Dirk Nowitzki,DAL,38,7-0,245,None,Germany,1998,1,9,75,18.3,6.5,1.8,4.2,2.20%,18.20%,24.90%,55.50%,9.60%
Donatas Motiejunas,HOU,25,7-0,222,None,Lithuania,2011,1,20,37,6.2,2.9,1.1,4,6.90%,12.40%,21.40%,50.40%,11.60%
Frank Kaminsky,CHA,23,7-0,240,Wisconsin,USA,2015,1,9,81,7.5,4.1,1.2,-0.9,3.80%,15.00%,16.60%,51.30%,9.50%
Hassan Whiteside,MIA,27,7-0,265,Marshall,USA,2010,2,33,73,14.2,11.8,0.4,1.9,11.60%,28.20%,20.10%,62.90%,2.20%
JaVale McGee,DAL,28,7-0,270,Nevada-Reno,USA,2008,1,18,34,5.1,3.9,0.1,-6.2,13.60%,20.80%,20.60%,57.40%,1.50%
Jason Smith,ORL,30,7-0,240,Colorado State,USA,2007,1,20,76,7.2,2.9,0.8,-1.1,4.50%,14.40%,21.80%,51.30%,8.70%
Jeff Withey,UTA,26,7-0,231,Kansas,USA,2013,2,39,51,4.3,3.4,0.4,3,8.90%,18.30%,14.90%,57.70%,5.10%
Jonas Valanciunas,TOR,24,7-0,255,None,Lithuania,2011,1,5,60,12.8,9.1,0.7,3.7,12.50%,24.50%,20.40%,61.00%,4.50%
Jusuf Nurkic,DEN,21,7-0,280,None,Bosnia and He...,2014,1,16,32,8.2,5.5,1.3,-0.6,11.30%,20.00%,26.60%,46.00%,12.30%
Karl-Anthony Towns,MIN,20,7-0,244,Kentucky,USA,2015,1,1,82,18.3,10.5,2,-2.5,9.20%,24.20%,24.30%,59.00%,10.80%
Kelly Olynyk,BOS,25,7-0,238,Gonzaga,Canada,2013,1,13,69,10,4.1,1.5,6.8,4.70%,13.80%,20.40%,56.10%,11.90%
Kosta Koufos,SAC,27,7-0,265,Ohio State,USA,2008,1,23,78,6.8,5.4,0.4,-6.6,10.70%,17.00%,15.20%,54.00%,3.40%
Lucas Nogueira,TOR,23,7-0,220,None,Brazil,2013,1,16,29,2.2,1.6,0.2,4.3,7.90%,11.70%,12.00%,64.20%,4.40%
Nikola Vucevic,ORL,25,7-0,260,Southern California,Montenegro,2011,1,16,65,18.2,8.9,2.8,-1.2,8.40%,20.30%,26.50%,53.10%,15.40%
Omer Asik,NOP,29,7-0,255,None,Turkey,2008,2,36,68,4,6.1,0.4,-8.8,9.50%,25.80%,11.40%,55.10%,3.20%
Pau Gasol,CHI,35,7-0,250,None,Spain,2001,1,3,72,16.5,11,4.1,-0.2,6.50%,24.90%,24.40%,52.90%,21.50%
Robert Sacre,LAL,27,7-0,270,Gonzaga,Canada,2012,2,60,25,3.5,2.9,0.6,-4.1,8.60%,12.40%,13.90%,47.40%,7.20%
Robin Lopez,NYK,28,7-0,255,Stanford,USA,2008,1,15,82,10.3,7.3,1.4,-2.2,12.00%,14.50%,17.40%,57.40%,8.30%
Ryan Hollins,MEM,31,7-0,240,UCLA,USA,2006,2,50,37,3.4,2.6,0.3,-14.7,9.30%,12.40%,11.60%,63.60%,3.40%
Steven Adams,OKC,22,7-0,255,Pittsburgh,New Zealand,2013,1,12,80,8,6.7,0.8,11.9,10.90%,14.20%,12.50%,62.10%,4.20%
Tyler Zeller,BOS,26,7-0,253,North Carolina,USA,2012,1,17,60,6.1,3,0.5,-4.3,8.00%,14.80%,22.50%,53.90%,7.30%
Willie Cauley-Stein,SAC,22,7-0,240,Kentucky,USA,2015,1,6,66,7,5.3,0.6,-1.2,9.40%,15.00%,13.10%,58.80%,3.80%
Anderson Varejao,GSW,33,6-11,273,None,Brazil,2004,2,30,53,2.6,2.7,0.7,2.8,6.80%,20.40%,14.30%,47.30%,10.20%
Andre Drummond,DET,22,6-11,279,Connecticut,USA,2012,1,9,81,16.2,14.8,0.8,2.4,13.50%,30.90%,23.90%,49.90%,4.20%
Bobby Portis,CHI,21,6-11,230,Arkansas,USA,2015,1,22,62,7,5.4,0.8,-7.6,10.10%,18.60%,20.30%,46.90%,7.60%
Channing Frye,CLE,33,6-11,255,Arizona,USA,2005,1,8,70,6.1,3.3,1,4.8,3.00%,17.20%,15.30%,58.60%,8.60%
Charlie Villanueva,DAL,31,6-11,232,Connecticut,USA,2005,1,7,62,5.1,2.5,0.4,-8,3.20%,19.30%,23.60%,47.30%,6.30%
Chris Bosh,MIA,32,6-11,235,Georgia Tech,USA,2003,1,4,53,19.1,7.4,2.4,0.5,2.80%,18.80%,24.70%,57.10%,12.90%
Chris McCullough,BKN,21,6-11,200,Syracuse,USA,2015,1,29,24,4.7,2.8,0.4,-14.7,6.30%,12.60%,15.80%,47.00%,3.80%
Christian Wood,PHI,20,6-11,220,UNLV,USA,Undrafted,Undrafted,Undrafted,17,3.6,2.2,0.2,-13,7.50%,15.50%,18.50%,49.00%,3.50%
Cole Aldrich,LAC,27,6-11,250,Kansas,USA,2010,1,11,60,5.5,4.8,0.8,-0.7,11.00%,25.20%,18.50%,62.60%,10.70%
DeAndre Jordan,LAC,27,6-11,265,Texas A&M,USA,2008,2,35,77,12.7,13.8,1.2,8.9,10.50%,28.60%,15.50%,62.80%,5.10%
DeMarcus Cousins,SAC,25,6-11,270,Kentucky,USA,2010,1,5,65,26.9,11.5,3.3,1.3,7.00%,24.90%,35.10%,53.80%,16.70%
Dwight Howard,HOU,30,6-11,265,None,USA,2004,1,1,71,13.7,11.8,1.4,0.9,10.30%,26.10%,18.40%,60.40%,7.10%
Dwight Powell,DAL,24,6-11,240,Stanford,Canada,2014,2,45,69,5.8,4,0.6,-2.3,8.20%,18.80%,17.50%,55.70%,7.70%
Enes Freedom,OKC,24,6-11,245,None,Turkey,2011,1,3,82,12.7,8.1,0.4,3.8,14.50%,23.00%,22.90%,62.60%,3.20%
Festus Ezeli,GSW,26,6-11,265,Vanderbilt,Nigeria,2012,1,30,46,7,5.6,0.7,14.3,12.10%,19.60%,17.70%,55.90%,6.00%
Giannis Antetokounmpo,MIL,21,6-11,222,None,Greece,2013,1,15,80,16.9,7.7,4.3,-3.1,4.20%,18.00%,22.10%,56.60%,19.50%
Gorgui Dieng,MIN,26,6-11,241,Louisville,Senegal,2013,1,21,82,10.1,7.1,1.7,-0.3,7.70%,19.60%,16.50%,60.10%,9.90%
Greg Monroe,MIL,26,6-11,265,Georgetown,USA,2010,1,7,79,15.3,8.8,2.3,-2.4,9.90%,21.50%,23.10%,56.20%,12.80%
Ian Mahinmi,IND,29,6-11,250,None,France,2005,1,28,71,9.3,7.1,1.5,3.6,7.60%,19.70%,15.70%,60.30%,9.00%
Jahlil Okafor,PHI,20,6-11,275,Duke,USA,2015,1,3,53,17.5,7,1.2,-15.7,7.50%,16.00%,27.20%,53.60%,8.80%
Jason Thompson,TOR,29,6-11,250,Rider University,USA,2008,1,12,47,3.1,2.9,0.6,-1.1,6.70%,20.90%,13.70%,55.80%,9.40%
Joakim Noah,CHI,31,6-11,232,Florida,USA,2007,1,9,29,4.3,8.8,3.8,-1.2,12.30%,23.50%,13.70%,40.60%,25.60%
Joffrey Lauvergne,DEN,24,6-11,220,None,France,2013,2,55,59,7.9,4.9,0.9,-9.8,7.30%,20.40%,19.60%,56.70%,9.30%
John Henson,MIL,25,6-11,229,North Carolina,USA,2012,1,14,57,7,3.9,0.9,-6.8,9.20%,13.30%,18.80%,58.00%,9.60%
Kevin Garnett,MIN,40,6-11,240,None,USA,1995,1,5,38,3.2,3.9,1.6,4.6,2.80%,23.50%,11.40%,49.10%,16.40%
LaMarcus Aldridge,SAS,30,6-11,240,Texas-Austin,USA,2006,1,2,74,18,8.5,1.5,11.7,8.40%,19.90%,25.80%,56.50%,8.10%
Marcin Gortat,WAS,32,6-11,240,None,Poland,2005,2,57,75,13.5,9.9,1.4,1.3,9.60%,22.60%,18.60%,59.20%,7.20%
Mason Plumlee,POR,26,6-11,235,Duke,USA,2013,1,22,82,9.1,7.7,2.8,1.6,9.60%,20.30%,17.10%,56.40%,16.10%
Mike Muscala,ATL,24,6-11,240,Bucknell,USA,2013,2,44,60,3.3,2,0.6,-3,6.80%,13.80%,15.20%,57.60%,9.90%
Miles Plumlee,MIL,27,6-11,249,Duke,USA,2012,1,26,61,5.1,3.8,0.3,-5.6,10.90%,15.30%,15.10%,60.60%,3.00%
Myles Turner,IND,20,6-11,243,Texas-Austin,USA,2015,1,11,60,10.3,5.5,0.7,-2.5,4.90%,18.20%,20.70%,53.10%,5.00%
Nene,WAS,33,6-11,250,None,Brazil,2002,1,7,57,9.2,4.5,1.7,1.3,4.90%,19.90%,21.80%,56.40%,14.50%
Nerlens Noel,PHI,22,6-11,228,Kentucky,USA,2013,1,6,67,11.1,8.1,1.8,-10.8,7.50%,19.50%,18.70%,54.40%,10.70%
Nikola Pekovic,MIN,30,6-11,307,None,Montenegro,2008,2,31,12,4.5,1.8,0.9,-19.9,4.80%,9.80%,20.40%,45.90%,13.10%
Ryan Kelly,LAL,25,6-11,230,Duke,USA,2013,2,48,36,4.2,3.4,0.6,1.2,4.00%,20.20%,17.30%,44.00%,7.00%
Sasha Kaun,CLE,31,6-11,260,Kansas,Russia,2008,2,56,25,0.9,1,0.1,-6.8,12.10%,13.70%,11.90%,52.70%,5.20%
Shayne Whittington,IND,25,6-11,250,Western Michigan,USA,Undrafted,Undrafted,Undrafted,7,1.6,1.7,0.4,-8.1,10.60%,17.10%,17.20%,46.30%,12.00%
Tiago Splitter,ATL,31,6-11,245,None,Brazil,2007,1,28,36,5.6,3.3,0.8,8.3,8.10%,12.60%,15.00%,57.10%,7.70%
Tim Duncan,SAS,40,6-11,250,Wake Forest,US Virgin Isl...,1997,1,1,61,8.6,7.3,2.7,13.6,7.90%,21.20%,17.10%,52.30%,15.30%
Zaza Pachulia,DAL,32,6-11,275,None,Georgia,2003,2,42,76,8.6,9.4,1.7,0.1,12.40%,23.70%,16.30%,55.00%,10.10%
Adreian Payne,MIN,25,6-10,237,Michigan State,USA,2014,1,15,52,2.5,2.1,0.6,-12,4.40%,19.80%,17.50%,42.20%,9.30%
Al Horford,ATL,30,6-10,245,Florida,Dominican Rep...,2007,1,3,82,15.2,7.3,3.2,4.2,5.60%,15.80%,20.20%,56.50%,16.50%
Al Jefferson,CHA,31,6-10,289,None,USA,2004,1,15,47,12,6.4,1.5,2.5,5.00%,21.60%,24.00%,50.70%,11.40%
Alex Stepheson,MEM,28,6-10,270,Southern California,USA,Undrafted,Undrafted,Undrafted,8,2.8,3.5,0.3,-2,17.60%,10.80%,16.60%,34.10%,5.30%
Amar'e Stoudemire,MIA,33,6-10,245,None,USA,2002,1,9,52,5.8,4.3,0.5,0,9.20%,20.60%,17.60%,59.90%,5.40%
Anthony Davis,NOP,23,6-10,253,Kentucky,USA,2012,1,1,61,24.3,10.3,1.9,-4.1,5.90%,23.40%,29.00%,55.90%,10.00%
Aron Baynes,DET,29,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,81,6.3,4.7,0.6,-3.4,10.60%,20.20%,18.40%,56.30%,7.00%
Blake Griffin,LAC,27,6-10,251,Oklahoma,USA,2009,1,1,35,21.4,8.4,4.9,7.3,4.40%,19.60%,28.90%,54.40%,25.80%
Brandan Wright,MEM,28,6-10,210,North Carolina,USA,2007,1,8,12,6.9,3.6,0.5,-11.1,6.60%,13.40%,15.20%,66.30%,5.00%
Chandler Parsons,DAL,27,6-10,230,Florida,USA,2011,2,38,61,13.7,4.7,2.8,0.3,1.70%,14.10%,20.40%,58.90%,15.80%
Chris Andersen,MEM,37,6-10,245,Blinn J.C.,USA,Undrafted,Undrafted,Undrafted,27,3.9,3.6,0.4,-10.1,8.80%,17.50%,10.80%,59.80%,4.50%
Clint Capela,HOU,22,6-10,240,None,Switzerland,2014,1,25,77,7,6.4,0.6,3.7,12.30%,20.20%,15.60%,55.30%,5.00%
Cristiano Felicio,CHI,23,6-10,275,None,Brazil,Undrafted,Undrafted,Undrafted,31,3.4,3.3,0.8,8,9.40%,21.80%,13.50%,60.10%,11.50%
Danilo Gallinari,DEN,27,6-10,225,None,Italy,2008,1,6,53,19.5,5.3,2.5,-2.8,2.70%,12.70%,22.60%,58.20%,12.20%
Derrick Favors,UTA,24,6-10,265,Georgia Tech,USA,2010,1,3,62,16.4,8.1,1.5,2.3,8.90%,18.00%,23.40%,55.10%,8.60%
Drew Gooden,WAS,34,6-10,250,Kansas,USA,2002,1,4,30,2.7,2.8,0.4,-12.2,8.30%,19.80%,16.90%,37.60%,6.60%
Ed Davis,POR,27,6-10,240,North Carolina,USA,2010,1,13,81,6.5,7.4,1.1,1,12.50%,21.10%,12.50%,61.60%,7.80%
Eric Moreland,SAC,24,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,8,1,1.4,0.1,6.7,6.70%,13.60%,9.60%,51.50%,2.90%
Ersan Ilyasova,ORL,29,6-10,235,None,Turkey,2005,2,36,74,10.4,5.4,0.9,-4,6.90%,15.00%,18.00%,52.60%,5.50%
Greg Smith,MIN,25,6-10,250,Fresno State,USA,Undrafted,Undrafted,Undrafted,18,2.4,2.3,0.3,-19.8,5.90%,16.90%,10.40%,54.50%,4.90%
Henry Sims,BKN,26,6-10,248,Georgetown,USA,Undrafted,Undrafted,Undrafted,14,6.5,5.1,0.6,-15.7,7.20%,20.80%,16.80%,50.40%,5.40%
Jarell Martin,MEM,22,6-10,239,Louisiana State,USA,2015,1,25,27,5.7,3.2,0.6,-4.1,9.10%,13.10%,17.90%,53.40%,6.50%
Jon Leuer,PHX,27,6-10,228,Wisconsin,USA,2011,2,40,67,8.5,5.6,1.1,-2.2,5.80%,23.00%,19.50%,55.50%,9.00%
Jonas Jerebko,BOS,29,6-10,231,None,Sweden,2009,2,39,78,4.4,3.7,0.8,3,6.00%,17.00%,13.30%,53.10%,7.80%
Jordan Hill,IND,28,6-10,235,Arizona,USA,2009,1,8,73,8.8,6.2,1.2,1.3,10.00%,18.60%,20.10%,53.40%,9.60%
Josh McRoberts,MIA,29,6-10,240,Duke,USA,2007,2,37,42,3.6,2.5,1.9,0.6,3.90%,13.90%,14.80%,45.30%,20.40%
Justin Harper,BKN,26,6-10,225,Richmond,USA,2011,2,32,5,2.6,0.2,0,-48.8,0.00%,3.80%,16.70%,59.70%,0.00%
Kendrick Perkins,NOP,31,6-10,270,None,USA,2003,1,27,37,2.5,3.5,0.8,-6,4.80%,19.60%,10.30%,52.90%,7.70%
Kevin Love,CLE,27,6-10,251,UCLA,USA,2008,1,5,77,16,9.9,2.4,8.8,6.40%,25.80%,23.30%,55.30%,11.90%
Kevin Seraphin,NYK,26,6-10,278,None,France,2010,1,17,48,3.9,2.6,1,-7.6,5.60%,17.20%,21.90%,43.50%,15.70%
Kyle O'Quinn,NYK,26,6-10,250,Norfolk State,USA,2012,2,49,65,4.8,3.8,1.1,-3.9,9.70%,20.80%,20.60%,52.00%,16.10%
Markieff Morris,WAS,26,6-10,245,Kansas,USA,2011,1,13,64,12,5.5,1.9,-2.3,4.30%,17.70%,24.00%,48.90%,12.50%
Marreese Speights,GSW,28,6-10,255,Florida,USA,2008,1,16,72,7.1,3.3,0.8,1.1,9.20%,18.20%,29.30%,50.60%,12.60%
Matt Bonner,SAS,36,6-10,235,Florida,USA,2003,2,45,30,2.5,0.9,0.3,14,1.80%,11.90%,14.00%,64.70%,6.10%
Michael Beasley,HOU,27,6-10,235,Kansas State,USA,2008,1,2,20,12.8,4.9,0.8,-8.3,7.30%,17.30%,28.40%,56.30%,8.60%
Mitch McGary,OKC,24,6-10,255,Michigan,USA,2014,1,21,20,1.3,0.9,0.2,-34.4,5.50%,20.00%,19.20%,47.40%,7.10%
Nazr Mohammed,OKC,38,6-10,250,Kentucky,USA,1998,1,29,5,1.6,0.8,0,-7.1,5.30%,14.30%,20.00%,68.00%,0.00%
Nemanja Bjelica,MIN,28,6-10,240,None,Serbia,2010,2,35,60,5.1,3.5,1.4,-5.7,4.70%,15.60%,12.30%,59.40%,11.50%
Nick Collison,OKC,35,6-10,255,Kansas,USA,2003,1,12,59,2.1,2.9,0.9,2.3,9.50%,14.10%,10.50%,49.80%,10.30%
Nikola Jokic,DEN,21,6-10,250,None,Serbia,2014,2,41,80,10,7,2.4,2.4,9.90%,22.30%,19.40%,58.20%,17.60%
Nikola Mirotic,CHI,25,6-10,220,None,Montenegro,2011,1,23,66,11.8,5.5,1.5,0.7,3.50%,17.40%,20.90%,56.40%,9.50%
Richaun Holmes,PHI,22,6-10,245,Bowling Green,USA,2015,2,37,51,5.6,2.6,0.6,-3.6,8.50%,10.40%,17.10%,56.40%,7.30%
Ryan Anderson,NOP,28,6-10,240,California,USA,2008,1,21,66,17,6,1.1,0.2,6.20%,13.60%,23.80%,54.60%,5.90%
Serge Ibaka,OKC,26,6-10,245,None,Republic of t...,2008,1,24,78,12.6,6.8,0.8,10.2,5.70%,14.30%,17.40%,53.30%,3.70%
Steve Novak,MIL,33,6-10,225,Marquette,USA,2006,2,32,10,2.4,0.5,0,1.9,0.00%,9.60%,16.20%,65.10%,0.00%
Thomas Robinson,BKN,25,6-10,237,Kansas,USA,2012,1,5,71,4.3,5.1,0.6,-13.6,13.40%,25.50%,18.60%,45.30%,8.00%
Trey Lyles,UTA,20,6-10,234,Kentucky,Canada,2015,1,12,80,6.1,3.7,0.7,-1.7,4.30%,18.00%,17.80%,51.70%,7.20%
Willie Reed,BKN,26,6-10,220,St. Louis,USA,2011,0,0,39,4.7,3.1,0.3,-7.2,11.30%,17.40%,17.50%,57.90%,3.90%
Aaron Gordon,ORL,20,6-9,220,Arizona,USA,2014,1,4,78,9.2,6.5,1.6,-1.4,8.00%,18.90%,16.90%,54.10%,10.30%
Al-Farouq Aminu,POR,25,6-9,215,Wake Forest,USA,2010,1,8,82,10.2,6.1,1.7,1.6,4.10%,16.80%,16.60%,53.30%,8.70%
Amir Johnson,BOS,29,6-9,240,No College,USA,2005,2,56,79,7.3,6.4,1.7,4.6,9.20%,17.30%,13.60%,60.20%,11.00%
Andrew Nicholson,ORL,26,6-9,250,St. Bonaventure,Canada,2012,1,19,56,6.9,3.6,0.4,2.8,4.10%,19.10%,20.50%,56.70%,5.00%
Bismack Biyombo,TOR,23,6-9,245,None,DRC,2011,1,7,82,5.5,8,0.4,3.1,10.00%,24.90%,11.40%,58.60%,2.50%
Bruno Caboclo,TOR,20,6-9,205,None,Brazil,2014,1,20,6,0.5,0.3,0.2,-13.1,2.00%,2.10%,15.20%,12.50%,3.30%
Cameron Bairstow,DET,25,6-9,250,New Mexico,Australia,2014,2,49,18,1.9,1.6,0.3,-2.3,3.40%,20.30%,19.60%,39.10%,9.10%
Carl Landry,PHI,32,6-9,248,Purdue,USA,2007,2,31,36,9.8,4.1,0.9,-9.3,8.10%,17.80%,23.60%,60.50%,10.20%
Chris Copeland,MIL,32,6-9,239,Colorado,USA,Undrafted,Undrafted,Undrafted,24,2.1,0.4,0.5,-25.7,0.60%,6.40%,16.90%,46.20%,12.00%
Corey Brewer,HOU,30,6-9,186,Florida,USA,2007,1,7,82,7.2,2.4,1.3,-2.1,2.30%,9.00%,17.20%,48.10%,10.20%
Cory Jefferson,PHX,25,6-9,218,Baylor,USA,2014,2,60,8,2.8,2,0,-6.7,10.30%,18.50%,20.30%,44.60%,0.00%
Damjan Rudez,MIN,30,6-9,230,None,Croatia,Undrafted,Undrafted,Undrafted,33,2.3,0.6,0.3,-2.5,1.90%,5.60%,12.30%,57.20%,5.80%
Darrell Arthur,DEN,28,6-9,235,Kansas,USA,2008,1,27,70,7.5,4.2,1.4,-1.8,5.50%,13.20%,16.50%,51.40%,10.20%
David Lee,DAL,33,6-9,245,Florida,USA,2005,1,30,55,7.8,5.5,1.5,-4,10.80%,21.80%,21.00%,56.80%,16.20%
David West,SAS,35,6-9,250,Xavier,USA,2003,1,18,78,7.1,4,1.8,12.2,5.50%,16.80%,17.50%,57.30%,15.00%
Duje Dukan,SAC,24,6-9,220,Wisconsin,Croatia,Undrafted,Undrafted,Undrafted,1,6,4,1,-15.4,5.10%,6.90%,15.40%,30.00%,6.70%
Elton Brand,PHI,37,6-9,254,Duke,USA,1999,1,1,17,4.1,3.7,1.1,-7,3.40%,22.00%,16.80%,46.10%,14.20%
JJ Hickson,WAS,27,6-9,242,North Carolina State,USA,2008,1,19,35,5.9,3.8,0.7,-7.2,8.30%,20.10%,22.00%,51.40%,9.10%
JaKarr Sampson,DEN,23,6-9,214,"St. John's, N.Y.",USA,Undrafted,Undrafted,Undrafted,73,5.1,2.6,0.6,-7.1,3.80%,11.80%,16.50%,50.40%,6.20%
JaMychal Green,MEM,26,6-9,227,Alabama,USA,Undrafted,Undrafted,Undrafted,78,7.4,4.8,0.9,-1.3,9.20%,17.40%,18.80%,52.00%,7.40%
James Johnson,TOR,29,6-9,250,Wake Forest,USA,2009,1,16,57,5,2.2,1.2,-0.2,3.10%,11.00%,15.70%,53.20%,11.30%
James Michael McAdoo,GSW,23,6-9,240,North Carolina,USA,Undrafted,Undrafted,Undrafted,41,2.9,1.4,0.4,-17.1,10.70%,11.50%,19.40%,55.40%,11.00%
Jared Sullinger,BOS,24,6-9,260,Ohio State,USA,2012,1,21,81,10.3,8.3,2.3,5.3,9.40%,24.30%,21.60%,47.60%,14.80%
Jarnell Stokes,MEM,22,6-9,263,Tennessee,USA,2014,2,35,7,1,0.6,0.1,23.7,5.90%,15.00%,13.30%,59.50%,8.30%
Jeff Ayres,LAC,29,6-9,250,Arizona State,USA,2009,2,31,17,1.8,1.3,0.3,-20.5,4.00%,15.40%,13.40%,58.50%,7.80%
Jeff Green,LAC,29,6-9,235,Georgetown,USA,2007,1,5,80,11.7,4.2,1.7,-1,3.30%,11.60%,20.40%,51.00%,10.20%
Jeremy Evans,DAL,28,6-9,200,Western Kentucky,USA,2010,2,55,30,2.4,1.8,0.1,-5.6,4.20%,15.10%,10.90%,62.00%,1.30%
Joel Anthony,DET,33,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,19,0.9,1.1,0.1,-11,7.70%,13.50%,7.10%,66.60%,2.00%
Johnny O'Bryant III,MIL,23,6-9,257,Louisiana State,USA,2014,2,36,66,3,2.7,0.5,-6.9,7.90%,13.30%,13.50%,44.10%,5.70%
Josh Smith,HOU,30,6-9,225,None,USA,2004,1,17,55,6,3.5,1.6,-4.7,5.30%,15.40%,22.10%,43.90%,17.20%
Julius Randle,LAL,21,6-9,250,Kentucky,USA,2014,1,7,81,11.3,10.2,1.8,-14.1,6.90%,29.20%,20.90%,48.20%,11.10%
Kevin Durant,OKC,27,6-9,240,Texas-Austin,USA,2007,1,2,72,28.2,8.2,5,11.6,1.80%,18.80%,29.80%,63.40%,23.00%
Kevon Looney,GSW,20,6-9,220,UCLA,USA,2015,1,30,5,1.8,2,0,-46.8,15.40%,35.30%,14.00%,64.30%,0.00%
Kris Humphries,ATL,31,6-9,235,Minnesota,USA,2004,1,14,53,6.5,4.1,0.7,-4.3,6.40%,19.00%,18.90%,51.70%,6.80%
Kyle Anderson,SAS,22,6-9,230,UCLA,USA,2014,1,30,78,4.5,3.1,1.6,8.6,2.20%,17.90%,14.30%,52.80%,14.00%
Larry Nance Jr.,LAL,23,6-9,230,Wyoming,USA,2015,1,27,63,5.5,5,0.7,-3.4,7.60%,16.50%,12.40%,54.40%,5.50%
Lavoy Allen,IND,27,6-9,255,Temple,USA,2011,2,50,79,5.4,5.4,1,6,10.10%,15.90%,12.80%,53.20%,7.00%
Lou Amundson,NYK,33,6-9,220,UNLV,USA,Undrafted,Undrafted,Undrafted,29,1.8,1.7,0.4,-11.1,9.80%,11.80%,16.60%,40.10%,10.70%
Luis Scola,TOR,36,6-9,240,None,Argentina,2002,2,55,76,8.7,4.7,0.9,-1.9,5.20%,17.90%,19.00%,52.30%,6.60%
Luke Babbitt,NOP,27,6-9,225,Nevada-Reno,USA,2010,1,16,47,7,3.1,1.1,-2.5,2.80%,14.70%,16.80%,52.60%,9.20%
Luol Deng,MIA,31,6-9,220,Duke,United Kingdo...,2004,1,7,74,12.3,6,1.9,0.5,4.70%,13.90%,16.80%,54.90%,8.70%
Marcus Morris Sr.,DET,26,6-9,235,Kansas,USA,2011,1,14,80,14.1,5.1,2.5,2.4,3.00%,11.40%,18.20%,53.10%,10.70%
Marvin Williams,CHA,30,6-9,237,North Carolina,USA,2005,1,2,81,11.7,6.4,1.4,5,5.30%,16.50%,16.60%,58.50%,7.40%
